代码,名称,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%
300345,红宇新材,31.77,0.173㈡,5.13,0,3.03,0.93,70.54,          3.38㈡,38.76,27.81,15.75
300346,南大光电,--  ,0.133㈡,7.3,0,4.11,1.97,89.79,          1.82㈡,44.12,--  ,35.05
300347,泰格医药,26.33,0.176㈡,2.07,0,0.36,0.65,77.55,          8.53㈡,47.37,23.03,17.78
300348,长亮科技,48.5,0.023㈡,3.42,0,2.09,0.83,81.58,          0.66㈡,52.23,41,2.18
300349,金卡股份,26.08,0.327㈡,5.06,0,1.7,2.11,73.7,          6.46㈡,40.99,23.1,21.82
300350,华鹏飞,41.93,0.180㈡,5.09,5.09,1.33,0.96,53.32,          3.44㈡,19.04,35.98,4.51
300351,永贵电器,21.8,0.167㈡,3.01,0,1.21,0.73,86.04,          5.55㈡,41.74,19.2,23.86
300352,北信源,--  ,0.051㈡,2.63,0,0.68,0.84,88.38,          1.95㈡,82.52,--  ,12.93
300353,东土科技,--  ,0.076㈡,2.52,0,0.64,0.78,77.13,          3.04㈡,54.42,--  ,10.81
300354,东华测试,19.59,0.014㈡,2.4,0,0.75,0.55,94.26,          0.58㈡,56.43,17.77,4.2
300355,蒙草抗旱,11.47,0.256㈡,3.46,0,1.15,1.08,39.69,          7.38㈡,34.06,10.32,12.5
300356,光一科技,23.78,0.043㈡,8.04,0,5.75,1.17,66.49,          0.53㈡,28.82,20.2,2.62
300357,我武生物,35.3,0.318㈡,3.2,0,1.12,0.91,96.57,          9.94㈡,94.71,32.2,43.58
300358,楚天科技,21.8,0.210㈡,3.63,3.63,0.6,1.53,35.98,          5.77㈡,41.42,19.02,11.6
300359,全通教育,61.73,0.157㈡,1.86,0,0.04,0.73,89.26,          8.45㈡,52.66,52.8,24
300360,炬华科技,--  ,0.437㈡,3.84,0,0.56,2.17,64.07,         11.36㈡,32.11,--  ,20.14
300362,天保重装,35,0.143㈡,6.06,0,3.33,1.55,38.14,          2.36㈡,33.11,31.6,7.48
300363,博腾股份,32.88,0.199㈡,3.1,3.1,0.56,1.39,45,          6.57㈡,29.19,28.01,10.33
300364,中文在线,86.9,0.058㈡,3.88,0,1.39,1.32,88.13,          1.49㈡,52.17,72.4,5.37
300365,恒华科技,19.2,0.112㈡,3.22,0,0.96,1.13,93.9,          3.46㈡,48.47,17,18.52
300366,创意信息,25.78,0.182㈡,3.15,0,0.58,1.27,74.05,          5.77㈡,34.92,22.37,15.2
300367,东方网力,38.33,0.136㈡,2.96,0,0.62,1.21,55.89,          4.60㈡,49.37,33,12.23
300368,汇金股份,18.04,-0.021㈡,2.06,0,0.24,0.71,64.76,         -1.04㈡,38.01,15.35,-3.61
300369,绿盟科技,25.74,-0.036㈡,4.02,0,1.82,1.05,86.89,         -0.89㈡,78.08,21.87,-5.8
300370,安控科技,11.5,-0.037㈡,1.7,0,0.19,0.41,44.81,         -2.16㈡,30.03,10.51,-6.76
300371,汇中股份,19.19,0.167㈡,3.89,0,1.53,1.14,90.67,          4.28㈡,60.58,17.49,24.76
300372,欣泰电气,11.08,0.096㈡,3.87,0,0.9,1.75,53.78,          2.47㈡,28,10.25,7.68
300373,扬杰科技,32.1,0.387㈡,4.55,0,1.63,1.97,78.91,          8.50㈡,36.61,28.8,19.18
300374,恒通科技,14.8,0.110㈡,3.79,0,1.33,1.41,66.07,          2.74㈡,33.95,13.3,10.15
300375,鹏翎股份,14.87,0.333㈡,5.29,5.29,1.41,2.5,77.82,          6.43㈡,28.82,13.15,11.97
300376,易事特,29.96,0.422㈡,4.62,0,0.23,3.16,36.42,          9.13㈡,17.27,26,7.47
300377,赢时胜,48.29,0.059㈡,3.67,0,1.24,1.25,92.06,          1.62㈡,78.9,41,6.92
300378,鼎捷软件,35.87,0.090㈡,5.71,0,3.05,1.56,76.14,          1.96㈡,80.29,29.81,4.57
300379,东方通,50,0.060㈡,6.74,0,4.32,1.3,88.96,          0.88㈡,92.69,42.72,8.26
300380,安硕信息,41.91,0.080㈡,2.98,0,1.04,0.81,88.69,          1.72㈡,48.08,36,5.99
300381,溢多利,27.69,0.248㈡,7.07,0,3.12,2.61,76.31,          3.51㈡,46.35,24.6,9.81
300382,斯莱克,31.8,0.416㈡,5.03,0,1.48,2.19,81.89,          8.27㈡,48.75,28.41,36.45
300383,光环新网,--  ,0.171㈡,2.61,0,0.54,0.96,80.39,          6.55㈡,34.28,--  ,17.79
300384,三联虹普,41,0.431㈡,4.82,0,1.76,1.83,60.34,          8.94㈡,44.44,34.15,31.67
300385,雪浪环境,39.94,0.255㈡,5.6,0,2.97,1.74,53.77,          4.55㈡,37.97,35.15,12.53
300386,飞天诚信,33.37,0.287㈡,6.59,0,3.29,2.56,83.54,          4.35㈡,37.12,27.91,15.74
300387,富邦股份,39.53,0.487㈡,9.63,0,4.6,3.65,90.5,          5.06㈡,40.02,35.9,17.03
300388,国祯环保,26.37,0.088㈡,2.93,0,0.32,1.49,26.66,          3.01㈡,27.13,21.57,4.64
300389,艾比森,21.5,0.275㈡,4.68,0,1.3,2.12,62.23,          5.88㈡,31.91,19.8,9.7
300390,天华超净,19.49,0.200㈡,2.89,0,0.49,1.26,80.53,          6.92㈡,25.52,17.06,10.34
300391,康跃科技,15.5,0.050㈡,2.19,0,0.41,0.69,47.52,          2.30㈡,32.69,13.53,7.62
300392,腾信股份,68.2,0.443㈡,6.32,0,2.64,2.43,71.37,          7.01㈡,17.44,59,9.32
300393,中来股份,38.3,0.371㈡,6.37,0,2.73,2.36,64.94,          5.83㈡,34.54,34.66,18.32
300394,天孚通信,47.85,0.690㈡,8.36,0,4.48,2.57,96.86,          7.65㈡,62.35,42.35,42.02
300395,菲利华,21.96,0.288㈡,5.19,0,1.81,2.09,87.76,          5.56㈡,51.68,20.01,25.93
300396,迪瑞医疗,33.22,0.313㈡,6.11,0,2.67,2.24,87.99,          5.12㈡,55.08,29.71,21.2
300397,天和防务,67.5,-0.129㈡,10.66,0,5.4,4.06,82.09,         -1.21㈡,7.51,58.56,-155.18
300398,飞凯材料,49.87,0.498㈡,6.54,0,2.82,2.65,72.94,          7.61㈡,47.65,44.13,23.64
300399,京天利,66.58,0.176㈡,5.87,0,2.49,2.14,92.39,          3.00㈡,34.39,55.03,18.45
300400,劲拓股份,22.45,0.156㈡,3.08,0,0.7,1.23,77.63,          5.07㈡,39.85,19.99,13.92
300401,花园生物,16.68,0.060㈡,3.92,0,0.28,2.41,95.33,          1.53㈡,50.81,14.56,15.24
300402,宝色股份,13.15,0.010㈡,3.44,0,1.11,1.18,45.4,          0.29㈡,21.73,12,0.66
300403,地尔汉宇,36.87,0.494㈡,8.52,0,4.8,2.39,92.44,          5.79㈡,36.85,33,20.03
300404,博济医药,55.78,0.220㈡,6.29,0,3.38,1.74,82.02,          2.95㈡,46.36,47.7,20.17
300405,科隆精化,31.35,0.030㈡,9.02,0,4.05,3.51,44.53,          0.33㈡,15.77,29,0.53
300406,九强生物,30.18,0.427㈡,4.14,4.14,0.94,1.89,92.85,         10.35㈡,70.8,27,40.09
300407,凯发电气,--  ,0.263㈡,5.57,0,1.91,2.44,74.53,          4.73㈡,42.5,--  ,17.84
300408,三环集团,26.2,0.449㈡,4.41,0,0.98,2.06,86.02,         10.18㈡,47.62,24.3,32.17
300409,道氏技术,37.6,0.398㈡,5.85,0,2.5,2.09,72.77,          6.80㈡,43.11,31.01,15.98
300410,正业科技,--  ,0.275㈡,6.59,0,2.38,2.96,79.89,          4.18㈡,35.48,--  ,10.48
300411,金盾股份,--  ,0.137㈡,3.29,0,1.25,0.94,70.4,          4.17㈡,40.2,--  ,13.47
300412,迦南科技,--  ,0.179㈡,3.09,0,0.8,1.14,80.86,          5.80㈡,51.29,--  ,22.07
300413,快乐购,25.35,0.109㈡,3.8,0,1.67,0.99,69.58,          2.86㈡,25.79,22.3,2.94
300414,中光防雷,47.5,0.488㈡,7.57,0,3.5,2.74,85.6,          6.45㈡,35.95,42,22.34
300415,伊之密,29.19,0.390㈡,6.15,0,2.9,1.85,53.19,          6.06㈡,34.84,25.3,7.39
300416,苏试试验,59.97,0.280㈡,6.58,0,3.23,2.17,79.51,          4.10㈡,45.66,50.8,12.58
300417,南华仪器,56.89,0.360㈡,8.27,0,3.94,3.03,91.34,          4.11㈡,47.35,51.73,17.76
300418,昆仑万维,76.98,0.696㈡,8.73,0,5.08,2.5,76.97,          7.97㈡,63.76,66.99,21.98
300419,浩丰科技,83.75,0.576㈡,12.75,0,6.43,5.01,87.25,          4.52㈡,26.45,73.5,15.87
300420,五洋科技,29.88,0.140㈡,4.79,0,2.49,1.15,81.79,          2.59㈡,41.09,26.88,12.22
300421,力星股份,22.48,0.250㈡,4.92,0,2.87,0.86,78.69,          4.62㈡,22.88,20.3,10.6
300422,博世科,53.6,0.350㈡,5.57,0,2.24,2.08,45.04,          5.75㈡,30.29,47.2,8.88
300423,鲁亿通,26.5,0.260㈡,4.74,0,2.03,1.55,71.94,          4.96㈡,32.76,24.2,13.02
300424,航新科技,51.43,0.219㈡,6.12,0,2.28,2.61,76.69,          3.57㈡,53.96,45.62,14.59
300425,环能科技,56.8,0.540㈡,9.29,0,5.04,2.89,79.35,          5.28㈡,52.46,50.98,23.9
300426,唐德影视,90,0.740㈡,10.24,0,5.37,3.61,66.62,          6.64㈡,39.37,82,20.26
300427,红相电力,--  ,0.130㈡,5.86,0,2.25,2.34,88.18,          2.09㈡,35.88,--  ,10.49
300428,四通新材,35.25,0.470㈡,7.42,0,3.63,2.44,89.01,          5.58㈡,13.53,31.01,8.64
300429,强力新材,--  ,0.580㈡,6.97,0,3.73,2.09,92.8,          7.34㈡,44.89,--  ,27.68
300430,诚益通,54.58,0.570㈡,9.68,0,5.21,3.18,62.54,          5.17㈡,35.25,50.3,15.87
300431,暴风科技,86.28,0.056㈡,4.02,0,1.71,1.21,76.48,          1.39㈡,72.9,72.12,3.09
300432,富临精工,59.77,0.850㈡,6.87,0,2.99,2.58,67.89,         10.79㈡,35.08,53.89,20.25
300433,蓝思科技,59.38,1.070㈡,14.27,0,2.16,10.23,48.7,          7.13㈡,20.83,55.01,7.91
300434,金石东方,35.6,0.260㈡,5.52,0,2.08,2.19,87.94,          4.00㈡,40.65,31.6,21.41
300435,中泰股份,32.68,0.480㈡,7.26,0,3.53,2.46,60.75,          5.79㈡,34.74,28.82,18.09
300436,广生堂,122.5,0.870㈡,6.69,0,3.5,1.89,86.08,         11.24㈡,88,105.7,36.52
300437,清水源,55.99,0.330㈡,6.06,0,2.47,2.27,86.18,          4.57㈡,25.99,46.59,9.87
300438,鹏辉能源,--  ,0.440㈡,9.19,0,5.03,2.98,68.1,          3.98㈡,24.08,--  ,8.93
300439,美康生物,78.16,0.710㈡,10.52,0,6.03,3.19,89.4,          5.62㈡,61.62,69,21.48
300440,运达科技,45,0.440㈡,9.77,0,5.83,2.63,80.17,          3.74㈡,54.33,40.01,27.78
300441,鲍斯股份,--  ,0.290㈡,5.24,0,1.94,2.09,78.04,          4.65㈡,31.36,--  ,13.77
300442,普丽盛,36.74,0.320㈡,9.47,0,5.21,3.07,80.05,          2.85㈡,32.68,31.4,10.36
300443,金雷风电,86.58,1.240㈡,14.53,0,7.69,5.37,77.76,          7.67㈡,33.65,77,19.58
300444,双杰电气,33.97,0.130㈡,5.66,0,2.77,1.7,72.02,          1.84㈡,36.01,30.8,6.82
300445,康斯特,62.97,0.360㈡,8.33,0,3.64,3.28,94.1,          3.60㈡,70.9,56.74,19.81
300446,乐凯新材,61.89,0.870㈡,6.06,0,1.57,3.12,83.06,         12.01㈡,63.8,56.69,38.04
300447,全信股份,50,0.480㈡,6.39,0,2.47,2.66,84.51,          6.20㈡,57.87,43.2,25.83
300448,浩云科技,49.59,0.120㈡,6.54,0,3.62,1.69,88.85,          1.55㈡,39.74,43.02,4.51
300449,汉邦高科,54.69,0.400㈡,10.26,10.26,4.63,2.88,73.15,          3.91㈡,34.72,48.1,11.19
300450,先导股份,129.49,0.860㈡,9.45,0,6.22,2,50.49,          7.20㈡,39.83,109,24.04
300451,创业软件,100,0.140㈡,10.25,10.25,3.54,3.21,80.64,          1.34㈡,48.79,84.43,4.33
300452,山河药辅,55.44,0.560㈡,7.31,0,3.43,2.57,78.39,          6.01㈡,34.72,48.5,15.45
300453,三鑫医疗,37.78,0.380㈡,6.35,0,3.05,2.08,89.67,          4.74㈡,34.93,32.45,14.81
300455,康拓红外,28.58,0.140㈡,3.89,0,1.56,1.19,82.77,          2.88㈡,40.46,25.3,21.61
300456,耐威科技,--  ,0.290㈡,6.54,0,3.18,2.31,82.57,          3.53㈡,46.02,--  ,30.15
300457,赢合科技,62.15,0.490㈡,6.25,0,2.91,2.13,63.79,          6.25㈡,33.84,53.4,19.13
300458,全志科技,61,0.392㈡,9.17,0,2.53,5.27,89.66,          4.27㈡,37.57,52.11,12.08
300459,浙江金科,37.5,0.088㈡,2.27,0,1.21,0.6,81.21,          3.87㈡,23.08,32.68,9.92
300460,惠伦晶体,20.88,0.170㈡,3.76,0,1.53,1.12,69.99,          3.66㈡,28.58,18.6,11.75
300461,田中精机,35.6,0.230㈡,4.56,0,2.29,1.11,88,          4.04㈡,50.2,31.9,20.34
300462,华铭智能,44.57,0.400㈡,7.02,0,3.87,1.88,79.14,          4.53㈡,45.4,40.4,24.23
300463,迈克生物,70.57,0.880㈡,10.11,0,5.22,3.68,79.62,          7.28㈡,56.35,62,26.62
300464,星徽精密,39.98,0.143㈡,5.41,0,2.75,1.44,62.22,          2.64㈡,24.72,34.32,6.48
300465,高伟达,39.05,0.130㈡,5.38,0,2.66,1.57,82.09,          1.89㈡,28.89,34.01,3.77
300466,赛摩电气,--  ,0.130㈡,5.57,0,2.8,1.59,72.43,          1.91㈡,40.44,--  ,8.58
300467,迅游科技,--  ,0.960㈡,10.39,0,8.08,0.87,87.72,          7.34㈡,73.07,--  ,36.04
300468,四方精创,45,0.360㈡,7.47,0,4.69,1.49,95.51,          3.77㈡,49.46,38.79,20.09
300469,信息发展,44.44,-0.240㈡,4.35,0,1.9,1.27,50.27,         -4.21㈡,37.81,39.5,-9.13
300470,日机密封,69.64,0.840㈡,14.22,0,7.93,4.66,84.94,          4.41㈡,53.34,64,20.64
300471,厚普股份,87,1.180㈡,18.65,0,10.96,5.92,65.2,          4.99㈡,44.82,76,15.16
300472,新元科技,36.16,0.222㈡,5.47,0,2.77,1.55,75.32,          4.06㈡,37.46,31.82,15.13
300473,德尔股份,45.5,0.863㈡,14.49,0,9.92,3.15,78.77,          5.96㈡,40.46,40.11,21.97
300475,聚隆科技,20.84,0.340㈡,5.04,0,2.17,1.72,83.49,          5.08㈡,47.77,18.45,28.92
300476,胜宏科技,30.88,0.570㈡,8.05,0,4.97,1.92,66.47,          5.27㈡,25.43,27.88,10.91
300477,合纵科技,29.55,0.360㈡,6.24,0,2.2,2.78,47.43,          4.43㈡,26.34,26.26,6.2
300478,杭州高新,34.78,0.310㈡,6.96,0,3.6,2,75.88,          3.36㈡,25.96,31.51,6.62
300479,神思电子,41.45,0.290㈡,4.74,0,2.02,1.51,83.76,          6.11㈡,34.64,36,13.81
300480,光力科技,36.6,0.250㈡,4.87,0,1.98,1.68,92.17,          3.85㈡,57.04,32.7,26.31
300481,濮阳惠成,28.8,0.470㈡,5.04,0,1.99,1.86,86.73,          7.07㈡,28.32,25.3,15.37
300482,万孚生物,67.21,0.890㈡,7.51,0,4.3,1.97,88.65,          8.86㈡,66.17,57.88,30.53
300483,沃施股份,36.48,0.340㈡,6.23,0,3.09,1.95,68.56,          4.12㈡,26.69,32.95,8.21
300485,赛升药业,74.27,1.170㈡,14.9,0,9.67,3.85,97.96,          5.89㈡,59.81,66.52,36.24
300486,东杰智能,27.1,0.280㈡,4.91,0,2.02,1.71,68.08,          4.28㈡,31.05,23.61,14.19
300487,蓝晓科技,36,0.480㈡,8.22,0,4.79,2.18,83.75,          4.34㈡,37.95,32.01,18.99
300488,恒锋工具,44.97,0.630㈡,8.99,0,3.27,4.25,84.05,          5.63㈡,61.33,40.5,36.43
300489,中飞股份,54.4,0.470㈡,9.22,0,4.65,3.26,60.42,          3.81㈡,41.28,48.61,20.42
000033,*ST新都,--  ,-0.032㈡,-0.57,0,0.3,-1.91,-45.15,--  ,41.52,--  ,-31.19
600000,浦发银行,15.37,1.281㈡,15.32,0,3.25,3.48,6.21,          8.37㈡,--  ,14.9,33.81
600004,白云机场,12.7,0.538㈡,7.81,0,2.96,3.25,76.15,          6.89㈡,39.85,11.7,22.29
600005,武钢股份,4.71,0.052㈡,3.58,0,0.98,1.17,36.75,          1.44㈡,8.89,4.3,1.51
600006,东风汽车,12.48,0.118㈡,3.14,0,0.31,1.47,30.82,          3.75㈡,15.7,10.98,3.02
600007,中国国贸,14.39,0.303㈡,5.29,0,1.86,1.93,54.2,          5.73㈡,52.47,12.73,27.85
600008,首创股份,9.85,0.087㈡,3.36,0,1.39,0.63,24.2,          2.58㈡,36.11,9.08,11.35
600009,上海机场,27.05,0.670㈡,9.9,0,1.34,6.89,78.83,          6.77㈡,46.93,24.35,41.75
600010,包钢股份,4.35,-0.020㈡,1.48,0,0.41,0.03,34.6,         -0.95㈡,4.68,3.9,-3.95
600011,华能国际,10.38,0.628㈡,4.86,0,0.99,2.28,23.62,         12.94㈡,30.47,9.08,13.87
600012,皖通高速,10.61,0.284㈡,4.61,0,0.17,2.88,65.55,          6.15㈡,59.2,9.3,39.18
600015,华夏银行,10.89,0.867㈡,10.4,0,2.86,3.91,5.8,          8.34㈡,--  ,10.38,32.7
600016,民生银行,9.31,0.780㈡,7.68,0,1.77,2.82,6.52,          9.55㈡,--  ,8.6,34.82
600017,日照港,6.4,0.074㈡,3.26,0,0.96,1.13,54.31,          2.25㈡,24.28,6,10.26
600018,上港集团,7.69,0.134㈡,2.44,0,0.37,0.81,57.28,          5.48㈡,35.08,6.6,20.97
600019,宝钢股份,6.46,0.193㈡,6.98,0,2.05,2.43,49.34,          2.76㈡,11.45,5.62,3.93
600020,中原高速,5.51,0.353㈡,5.17,0,0.78,1.41,25.47,          6.84㈡,64.43,5.15,30.14
600021,上海电力,16,0.334㈡,4.56,0,1.96,1.3,20.49,          7.33㈡,27.06,14.3,8.59
600022,山东钢铁,3.6,0.001㈡,1.81,1.81,0.91,-0.38,24.48,          0.06㈡,5.55,3.3,0.03
600023,浙能电力,8.66,0.320㈡,3.9,0,1.72,0.88,50.2,          7.37㈡,26.08,7.55,19.99
600026,中海发展,--  ,0.074㈡,6.23,0,1.93,2.79,37.49,          1.19㈡,18.41,--  ,5.12
600027,华电国际,8.05,0.398㈡,3.73,0,1.05,1.45,17.57,         10.67㈡,31.26,7.25,11.46
600028,中国石化,5.03,0.202㈡,5.63,0,0.98,2.08,46.35,          3.58㈡,21.21,4.9,2.35
600029,南方航空,8.5,0.355㈡,3.94,0,1.47,1.33,20.54,          9.01㈡,18.31,7.75,6.53
600030,中信证券,15.15,1.130㈡,10.75,0,4.49,3.43,16.8,          9.57㈡,--  ,14.62,40.08
600031,三一重工,6.9,0.044㈡,3.08,0,0.1,1.81,38.81,          1.43㈡,26.7,6.58,2.44
600033,福建高速,3.98,0.117㈡,2.85,0,0.61,0.97,40.92,          4.10㈡,70.35,3.76,25.33
600035,楚天高速,4.83,0.194㈡,2.7,0,0.25,1,42.26,          7.18㈡,69.38,4.51,46.99
600036,招商银行,17.08,1.308㈡,13.17,0,2.68,6.13,6.36,          9.93㈡,--  ,16.45,31.67
600037,歌华有线,17.19,0.270㈡,6.74,0,2.99,2.26,76.41,          3.80㈡,16.89,15.55,26.48
600038,中直股份,44,0.317㈡,10.66,0,7.18,1.82,29.94,          2.97㈡,15.44,39.7,3.36
600039,四川路桥,4.55,0.108㈡,2.55,0,0.29,0.98,14.47,          4.22㈡,13.78,4.29,2.99
600048,保利地产,8.64,0.460㈡,5.97,0,0.66,4.16,16.93,          7.71㈡,36.3,8.22,11.69
600050,中国联通,6.55,0.109㈡,3.69,0,1.31,1.4,14.48,          2.95㈡,27.13,6.2,1.59
600051,宁波联合,8.9,0.360㈡,6.79,0,0.72,2.59,26.28,          5.14㈡,27.53,8.31,7.81
600052,浙江广厦,6.16,-0.077㈡,2.17,0,0.05,0.92,19.59,         -3.57㈡,38.19,5.57,-17.28
600053,中江地产,--  ,0.064㈡,2.03,0,0.44,0.49,33.65,          3.13㈡,38.89,--  ,16.26
600054,黄山旅游,18.12,0.260㈡,4.92,4.92,0.26,2.89,67.81,          5.37㈡,45.45,16.25,18.94
600055,华润万东,26.6,0.093㈡,3.14,0,0.52,1.24,50.87,          2.96㈡,33.92,24,5.85
600056,中国医药,14.6,0.369㈡,5.13,0,1.71,1.82,35.2,          7.19㈡,13.5,13.2,3.93
600057,象屿股份,10.65,0.173㈡,3.82,0,1.63,1.16,17.43,          4.53㈡,4.55,9.5,0.68
600058,五矿发展,--  ,-0.274㈡,7.71,0,3.54,2.24,16.11,         -3.55㈡,3.4,--  ,-0.83
600059,古越龙山,9.06,0.087㈡,4.67,0,2.33,1.1,90.4,          1.85㈡,35.79,8.4,9.85
600060,海信电器,14.75,0.478㈡,8.42,0,1.73,4.56,56.37,          5.67㈡,15.25,13.55,4.46
600061,国投安信,14.36,0.800㈡,6.9,0,4.75,0.9,13.22,          9.78㈡,-1.5,13.02,183.88
600062,华润双鹤,20.76,0.580㈡,10.52,0,2.03,6.95,88.1,          5.52㈡,50.92,19.4,15.75
600063,皖维高新,5,0.031㈡,2.7,0,0.36,0.09,51.48,          1.13㈡,19.26,4.6,3.04
600064,南京高科,17.46,0.667㈡,13.35,0,0.59,2.78,44.86,          5.00㈡,25.86,16.2,33.05
600066,宇通客车,18.46,0.427㈡,4.64,0,0.58,2.49,45.13,          9.20㈡,23.38,17.36,9.11
600067,冠城大通,7.37,0.240㈡,4.81,0,1.12,2.46,37.74,          4.32㈡,25.7,6.62,10.56
600068,葛洲坝,7.96,0.273㈡,4.17,0,1.61,0.97,16.74,          6.53㈡,15.68,7.28,3.71
600069,*ST银鸽,3.75,-0.090㈡,0.97,0.97,0.62,-0.69,15.48,         -9.70㈡,6.69,3.54,-6.33
600070,浙江富润,8.73,0.001㈡,3.14,0,0.09,0.14,49.16,          0.02㈡,13.35,7.83,0.06
600071,*ST光学,15.59,-0.025㈡,2.05,0,0.46,0.29,43.09,         -1.22㈡,8.35,14.89,-1.62
600072,钢构工程,--  ,-0.061㈡,2.3,0,0.85,0.19,51,         -2.64㈡,7.08,--  ,-6.59
600073,上海梅林,--  ,0.085㈡,3.36,0,1.92,0.37,50.42,          2.52㈡,15.69,--  ,1.65
600074,保千里,--  ,0.060㈡,0.52,0,-0.68,0.2,72.89,          8.72㈡,42.45,--  ,20.78
600075,新疆天业,--  ,0.060㈡,3.57,0,0.56,1.53,46.09,          1.67㈡,9.21,--  ,2.51
600076,青鸟华光,7.67,-0.035㈡,0.31,0,1.33,-2.25,14.58,        -11.06㈡,2.37,6.95,-618.07
600077,宋都股份,5.39,0.005㈡,2.79,0,0.96,1.4,27.02,          0.19㈡,16.99,4.92,0.52
600078,澄星股份,6.33,0.031㈡,2.7,0,0.59,0.9,31.47,          1.16㈡,15.14,5.79,1.59
600079,人福医药,16.29,0.233㈡,5.91,0,3.49,1.77,49.05,          3.94㈡,37.51,14.6,6.7
600080,金花股份,8.21,0.040㈡,3.38,0,0.83,1.22,81.69,          1.17㈡,35.23,7.48,3.02
600081,东风科技,19.08,0.377㈡,3.33,0,0.05,1.93,24.68,         11.32㈡,17.77,16.55,5.24
600082,海泰发展,5.13,0.013㈡,2.72,0,0.64,0.92,51.15,          0.49㈡,12.43,4.8,2.3
600083,博信股份,10.78,0.042㈡,0.22,0,0.42,-1.22,38.48,         19.69㈡,39.49,9.75,14.39
600084,中葡股份,5.6,-0.045㈡,2.12,0,2.41,-1.36,56.33,         -2.14㈡,54.75,5.19,-30.04
600085,同仁堂,24.35,0.370㈡,4.86,0,1.45,2.1,47.03,          7.35㈡,47.93,23.02,8.66
600086,东方金钰,32.75,0.630㈡,6.03,0,3.4,1.54,31.94,          9.63㈡,11.16,28.73,6.04
600088,中视传媒,22.88,0.092㈡,3.48,0,0.97,1.13,80.77,          2.64㈡,32.45,20.7,13.44
600089,特变电工,11.34,0.342㈡,6.16,0,2.51,2.57,30.28,          5.55㈡,17.69,10.75,5.97
600090,啤酒花,10.54,0.082㈡,1.31,0,1.05,-0.84,32.09,          6.23㈡,38.76,9.63,4.16
600091,*ST明科,7.37,-0.241㈡,0.65,0,3.62,-4.2,18.14,        -37.31㈡,7.67,7.1,-1154.34
600093,禾嘉股份,11.85,0.130㈡,4.73,4.73,3.6,0.12,93.23,          0.80㈡,20.39,10.8,23.5
600094,大名城,8.68,0.065㈡,2.78,0,1.24,0.43,17.98,          2.33㈡,37.46,7.89,6.33
600095,哈高科,8.35,-0.029㈡,1.95,0,0.74,0.05,58.53,         -1.51㈡,41.65,7.61,-10.04
600096,云天化,9.93,0.030㈡,4.93,0,3.62,-0.03,8.51,          0.62㈡,15.24,8.7,0.13
600097,开创国际,--  ,0.028㈡,4.4,0,0.13,1.97,66.43,          0.63㈡,3.9,--  ,2.01
600098,广州发展,10.04,0.196㈡,5.13,0,1.4,1.73,40.29,          3.82㈡,18.02,8.89,6.32
600099,林海股份,--  ,0.007㈡,2.15,0,0.91,0.13,80.1,          0.31㈡,13.5,--  ,0.84
600100,同方股份,14.8,0.330㈡,5.9,0,3.26,1.4,33.14,          5.04㈡,20.47,13.28,8.35
600101,明星电力,10.8,0.143㈡,5.72,0,1.42,2.96,67.57,          2.50㈡,16.79,9.65,7.74
600103,青山纸业,5.24,-0.070㈡,1.1,0,0.01,-0.1,33.11,         -6.35㈡,11.41,4.8,-7.33
600104,上汽集团,17.94,1.285㈡,14.43,0,3.42,6.87,33.54,          8.91㈡,10.25,16.8,4.43
600105,永鼎股份,13.1,0.200㈡,4.5,4.5,1.13,1.22,65.86,          4.36㈡,16.38,11.26,11.27
600106,重庆路桥,--  ,0.163㈡,3.5,0,0.06,1.37,41.82,          4.65㈡,88.43,--  ,92.48
600107,美尔雅,--  ,0.006㈡,1.46,0,0.44,-0.05,40.25,          0.39㈡,40.88,--  ,0.83
600108,亚盛集团,6.99,0.045㈡,2.42,0,0.28,0.88,64.18,          1.85㈡,21.31,6.28,9.77
600109,国金证券,12.78,0.430㈡,5.17,0,2.59,1.08,21.91,          7.89㈡,--  ,12.1,37.34
600110,中科英华,--  ,0.031㈡,1.58,0,0.62,-0.15,26.73,          1.97㈡,11.54,--  ,4.06
600111,北方稀土,13.46,0.072㈡,2.27,0,0.05,0.93,53.77,          3.15㈡,25.96,12.5,8.08
600112,天成控股,13.31,0.007㈡,2.49,0,0.77,0.68,45.95,          0.27㈡,27.37,11.44,1.21
600113,浙江东日,8.19,0.036㈡,1.88,0,0.34,0.4,48.72,          1.91㈡,16.68,7.6,9.8
600114,东睦股份,11.99,0.230㈡,3.8,3.8,1.9,0.67,66.19,          5.94㈡,32.58,10.58,12.39
600115,东方航空,8.47,0.281㈡,2.47,0,1.37,0.32,17.75,         11.40㈡,16.63,7.51,8.04
600116,三峡水利,12.58,0.350㈡,6.34,0,3.88,1.25,47.31,          5.29㈡,36.09,11.68,22.31
600117,西宁特钢,5.1,-0.318㈡,3.32,0,0.54,1.5,10.16,         -9.58㈡,13.44,4.6,-9.94
600118,中国卫星,40.94,0.142㈡,3.71,0,1.36,1.27,44.37,          3.83㈡,14.53,37.01,8.36
600119,长江投资,14.58,0.079㈡,2.49,0,1.05,0.36,34.42,          3.15㈡,8.76,12.8,2.11
600120,浙江东方,18.56,0.588㈡,10.65,0,0.08,4.43,45.31,          5.52㈡,12.03,16.5,9.23
