代码	名称	涨幅%%	涨跌	最高%%	现价	开盘%%	现量	投资收益	市现率	市净率	市盈(动)	每股未分配	每股未分配	昨收	资产负债率%%	人均持股	净利润率%%	细分行业	流通股本(万)	地区	振幅%%	
600580	卧龙电气	4.18	0.44	5.13	10.97	-3.61	97	1070.87	70.59	          3.14	    30.81	          1.60	          1.60	10.53	63.46	         13508	          4.50	电气设备	      68772.88	浙江	10.83	
600581	八一钢铁	-10.04	-0.72	2.23	6.45	-7.25	70	0.00	68.64	          6.21	--  	         -2.38	         -2.38	7.17	96.16	          7488	        -13.40	普钢	      76644.89	新疆	12.27	
600582	天地科技	-7.36	-0.79	1.49	9.94	-2.24	110	-4.03	92.55	          1.58	    19.36	          3.28	          3.28	10.73	42.64	         40269	          8.90	工程机械	     121392.00	北京	9.23	
600583	海油工程	-1.04	-0.10	0.93	9.53	-6.13	10295	15904.99	26.61	          1.99	    13.54	          2.41	          2.41	9.63	27.57	         17495	         22.43	石油开采	     404901.41	天津	8.41	
600584	长电科技	-6.79	-0.98	0.76	13.46	-9.56	49	-434.25	22.94	          3.48	    53.59	          0.81	          0.81	14.44	60.55	          9013	          3.62	半导体	      85313.35	江苏	10.32	
600585	海螺水泥	0.22	0.04	0.71	18.26	-2.85	152	188515.38	23.11	          1.43	    10.28	          9.12	          9.12	18.22	32.13	         23533	         19.42	水泥	     399970.25	安徽	5.76	
600586	金晶科技	-2.39	-0.10	4.53	4.09	-4.30	25	-1081.32	19.19	          1.51	--  	          0.31	          0.31	4.19	58.40	          9405	         -4.68	玻璃	     142270.73	山东	9.55	
600587	新华医疗	0.77	0.21	3.52	27.45	-3.67	539	-31.68	-44.94	          3.51	    40.27	          2.55	          2.55	27.24	56.09	         13439	          4.03	医疗保健	      36369.98	山东	8.22	
600588	用友网络	-0.54	-0.13	3.19	24.00	-6.55	213	689.71	-64.29	          9.65	--  	          0.66	          0.66	24.13	54.40	         20792	        -11.13	软件服务	     139710.52	北京	10.98	
600589	广东榕泰	-10.01	-0.79	-2.66	7.10	-10.01	10	-13.71	120.14	          2.10	   102.84	          1.22	          1.22	7.89	45.83	         16807	          4.05	塑料	      60173.00	广东	7.35	
600590	泰豪科技	0.00	0.00	--  	13.90	--  	0	-84.60	-22.96	          3.24	   320.94	          0.74	          0.74	13.90	60.79	         13020	          1.33	电气设备	      50032.57	江西	0.00	
600592	龙溪股份	-10.04	-0.98	2.66	8.78	-7.58	66	2831.11	416.90	          1.59	    86.57	          0.99	          0.99	9.76	26.33	         15247	          6.13	机械基件	      36955.35	福建	12.70	
600593	大连圣亚	0.00	0.00	--  	29.49	--  	0	0.00	65.30	          7.71	   160.14	          0.51	          0.51	29.49	46.26	         15802	          7.24	旅游景点	       9200.00	辽宁	0.00	
600594	益佰制药	1.69	0.25	4.52	15.07	-6.28	1151	-68.19	227.38	          3.42	    99.61	          2.14	          2.14	14.82	29.42	         44422	          3.77	中成药	      78235.82	贵州	11.94	
600595	中孚实业	-5.05	-0.22	2.98	4.14	-8.26	21	230.91	19.94	          1.33	--  	          0.18	          0.18	4.36	76.72	         11391	         -1.70	铝	     151487.38	河南	11.24	
600596	新安股份	-3.89	-0.28	4.03	6.91	-5.01	8	2169.74	16.68	          1.12	--  	          3.41	          3.41	7.19	43.58	         11517	         -0.85	农药化肥	      67918.46	浙江	13.49	
600597	光明乳业	-0.38	-0.06	1.60	15.60	-5.49	46	-141.90	23.25	          4.87	    47.74	          0.86	          0.86	15.66	70.52	         21300	          2.00	乳制品	     122430.20	上海	8.17	
600598	北大荒	-9.91	-1.23	1.93	11.18	-7.17	192	323.91	11.52	          3.55	    16.36	          0.14	          0.14	12.41	37.03	         18464	         32.18	种植业	     177767.98	黑龙江	11.93	
600599	熊猫金控	-3.27	-0.85	6.92	25.17	-7.76	1	1278.91	-131.52	          6.07	   342.02	          0.04	          0.04	26.02	21.73	          5854	          3.94	日用化工	      12600.00	湖南	15.45	
600600	青岛啤酒	1.55	0.52	1.88	34.08	-3.16	23	2559.33	10.41	          2.88	    19.20	          6.85	          6.85	33.56	48.26	         20707	          7.46	啤酒	      69591.35	山东	6.23	
600601	方正科技	-7.67	-0.44	3.66	5.30	-8.71	215	37.45	-45.40	          3.25	  2067.05	          0.55	          0.55	5.74	59.90	          6785	          0.10	电脑设备	     219489.13	上海	13.24	
600602	仪电电子	-8.42	-0.62	3.26	6.74	-6.52	1393	5096.75	-42.13	          3.00	   109.67	          0.05	          0.05	7.36	9.93	          7058	          7.35	元器件	      87957.25	上海	12.36	
600603	大洲兴业	0.00	0.00	--  	13.85	--  	0	-59.72	-267.88	         82.23	--  	         -4.00	         -4.00	13.85	80.02	          8926	        -56.39	综合类	      19464.18	福建	0.00	
600604	市北高新	-8.94	-0.93	2.88	9.47	-9.23	293	-67.64	-11.10	          2.96	--  	          0.55	          0.55	10.40	56.60	          6849	        -23.80	园区开发	      33352.42	上海	12.50	
600605	汇通能源	-6.40	-0.84	4.27	12.28	-4.04	20	-92.76	99.65	          3.69	   120.97	          1.00	          1.00	13.12	59.03	         12770	          1.09	商贸代理	      14734.45	上海	13.64	
600606	绿地控股	-2.87	-0.38	1.81	12.88	-4.75	10	134857.06	-5.61	          3.24	    19.92	          2.05	          2.05	13.26	88.21	         10158	          4.58	房产服务	      51832.01	上海	6.86	
600608	*ST沪科	-5.03	-0.37	-0.27	6.99	-5.03	1	0.00	-497.24	        -63.29	--  	         -2.59	         -2.59	7.36	112.38	         11735	        -13.41	通信设备	      31837.14	上海	4.76	
600609	金杯汽车	0.00	0.00	--  	7.19	--  	0	187.65	-32.21	         29.32	   330.92	         -2.15	         -2.15	7.19	93.15	         13302	          0.53	汽车整车	     109266.71	辽宁	0.00	
600610	中毅达	0.00	0.00	--  	7.43	--  	0	223.16	273.58	          7.87	   659.93	         -0.26	         -0.26	7.43	17.36	          2793	          8.42	纺织机械	      11892.25	上海	0.00	
600611	大众交通	2.37	0.22	6.78	9.51	-7.43	396	17639.34	22.29	          2.02	    30.20	          1.60	          1.60	9.29	38.57	          6457	         22.75	公共交通	     104221.09	上海	14.75	
600612	老凤祥	-5.08	-2.39	0.36	44.63	-3.23	32	2208.35	30.41	          5.21	    21.79	          5.62	          5.62	47.02	56.33	         10104	          2.55	服饰	      31710.96	上海	8.17	
600613	神奇制药	-9.07	-1.91	8.97	19.16	-10.01	12	395.25	163.89	          4.63	    54.28	          0.95	          0.95	21.07	14.27	          5963	         14.86	中成药	      17723.01	上海	18.98	
600614	鼎立股份	0.00	0.00	--  	20.32	--  	0	4513.31	-91.87	          5.11	   111.95	          0.27	          0.27	20.32	51.52	         15262	          7.94	综合类	      44675.94	上海	0.00	
600615	丰华股份	-5.22	-0.72	1.30	13.08	-7.10	10	1024.33	-279.14	          4.93	   190.66	         -1.11	         -1.11	13.80	21.56	         15419	         18.07	区域地产	      18762.44	上海	11.30	
600616	金枫酒业	-5.75	-0.51	4.62	8.36	-5.41	48	727.03	-153.40	          2.24	    57.86	          1.58	          1.58	8.87	17.52	         11985	          8.42	红黄药酒	      48803.76	上海	12.06	
600617	国新能源	5.71	0.84	6.87	15.55	-2.86	47	157.32	97.80	          6.67	    29.81	          1.24	          1.24	14.71	81.44	          5193	          7.85	供气供热	      22548.17	山西	12.51	
600618	氯碱化工	-4.04	-0.38	6.38	9.02	-6.91	32	4416.83	169.80	          4.91	--  	         -0.64	         -0.64	9.40	62.65	          8668	         -1.53	化工原料	      74984.00	上海	14.89	
600619	海立股份	-3.43	-0.27	4.06	7.61	-4.82	500	565.50	61.80	          2.13	    60.88	          0.80	          0.80	7.88	63.37	          6121	          1.55	机械基件	      31857.44	上海	11.42	
600620	天宸股份	0.00	0.00	--  	19.27	--  	0	8280.32	-4782.34	          1.48	    62.72	          0.67	          0.67	19.27	23.06	         16896	        275.01	综合类	      45778.46	上海	0.00	
600621	华鑫股份	-8.69	-1.21	6.25	12.72	-9.55	50	3600.11	-107.36	          3.45	    21.24	          1.85	          1.85	13.93	39.90	         14746	         52.56	全国地产	      52408.23	上海	15.79	
600622	嘉宝集团	-3.66	-0.38	8.00	9.99	-4.44	30	2831.28	34.27	          1.68	    13.97	          3.10	          3.10	10.37	61.93	          8372	         17.79	综合类	      51430.37	上海	15.33	
600623	双钱股份	-3.96	-0.52	6.09	12.61	-5.33	2	996.99	14.05	          3.76	--  	          0.99	          0.99	13.13	64.67	         12133	         -1.56	汽车配件	      64636.76	上海	15.61	
600624	复旦复华	-8.20	-0.81	3.74	9.07	-4.86	104	-27.96	72.60	          4.63	   130.27	          0.33	          0.33	9.88	34.54	          8486	          5.19	综合类	      44870.16	上海	12.45	
600626	申达股份	-9.95	-1.07	4.19	9.68	-9.77	33	1056.57	-67.14	          3.05	    65.44	          0.97	          0.97	10.75	39.18	         11671	          1.56	纺织	      71024.28	上海	14.14	
600628	新世界	-6.55	-1.18	7.44	16.84	-6.33	88	-7561.13	80.91	          3.44	   127.17	          2.46	          2.46	18.02	44.18	          8308	          2.32	百货	      53179.92	上海	15.32	
600629	棱光实业	-8.08	-1.63	2.83	18.54	-8.23	1	270.48	25.47	          8.25	  2259.39	         -0.65	         -0.65	20.17	29.83	         25435	          0.68	玻璃	      34799.98	上海	12.54	
600630	龙头股份	7.52	1.17	10.03	16.72	-8.04	30	605.30	-522.53	          4.30	    91.11	          0.64	          0.64	15.55	31.40	          8274	          1.98	纺织	      42486.16	上海	18.84	
600633	浙报传媒	0.00	0.00	--  	18.02	--  	0	12367.11	576.65	          5.58	    37.84	          0.92	          0.92	18.02	30.77	         19187	         18.80	出版业	     113407.17	浙江	0.00	
600634	中技控股	0.00	0.00	--  	37.38	--  	0	-268.54	-181.96	          8.93	   279.14	          1.12	          1.12	37.38	63.58	         10103	          4.64	其他建材	      39797.87	上海	0.00	
600635	大众公用	-1.47	-0.09	5.24	6.02	-4.75	150	46088.87	43.56	          2.73	    20.24	          0.36	          0.36	6.11	54.66	         10321	         14.30	供气供热	     246730.45	上海	13.26	
600636	三爱富	-7.17	-0.85	5.06	11.00	-6.24	185	116.70	67.05	          3.10	--  	          2.30	          2.30	11.85	58.81	          8450	         -1.61	化工原料	      38195.05	上海	12.74	
600637	东方明珠	4.90	1.40	6.76	29.96	-4.90	591	42972.12	195.55	          2.93	    26.89	          2.53	          2.53	28.56	30.52	          6102	         13.30	影视音像	     158038.48	上海	12.11	
600638	新黄浦	-3.53	-0.37	4.58	10.12	-5.15	80	6268.78	12.22	          1.60	    34.46	          2.80	          2.80	10.49	61.83	         10171	         13.05	区域地产	      56116.39	上海	12.11	
600639	浦东金桥	2.18	0.41	5.69	19.22	-9.46	21	3368.66	-37.05	          2.18	    46.27	          2.38	          2.38	18.81	44.93	          7601	         31.17	园区开发	      65664.88	上海	15.26	
600640	号百控股	-9.99	-1.98	1.46	17.83	-9.99	35	3306.23	-34.98	          3.75	   112.09	          0.79	          0.79	19.81	17.08	         21270	          2.75	酒店餐饮	      53536.44	上海	11.46	
600641	万业企业	0.00	0.00	--  	11.08	--  	0	4.86	85.00	          2.45	    29.74	          2.24	          2.24	11.08	42.47	         13222	         15.33	区域地产	      80615.88	上海	0.00	
600642	申能股份	1.01	0.08	4.91	8.03	-5.91	82	132411.45	18.54	          1.54	    11.78	          0.98	          0.98	7.95	33.57	         17475	         10.03	火力发电	     455203.84	上海	12.70	
600643	爱建股份	0.00	0.00	--  	16.73	--  	0	11111.71	102.93	          4.36	    39.95	          0.89	          0.89	16.73	44.23	         16921	        177.51	多元金融	     143402.78	上海	0.00	
600644	*ST乐电	-3.51	-0.24	2.49	6.59	-3.22	23	164.52	128.25	          3.81	    47.83	         -2.01	         -2.01	6.83	60.39	         13286	          4.80	水力发电	      32648.00	四川	6.59	
600645	中源协和	0.00	0.00	--  	79.34	--  	0	30511.64	639.91	         19.20	    53.09	          0.34	          0.34	79.34	41.45	         14212	         87.00	生物制药	      32486.23	天津	0.00	
600647	同达创业	-8.96	-1.48	2.97	15.03	-7.33	1	10437.67	205.14	          7.72	    15.84	          0.85	          0.85	16.51	45.54	         18165	        101.56	综合类	      13914.36	上海	12.05	
600648	外高桥	5.81	1.36	6.71	24.77	-6.49	356	3880.95	-38.34	          3.14	    45.09	          2.50	          2.50	23.41	66.55	         12543	          8.85	园区开发	      93479.15	上海	15.42	
600649	城投控股	-3.10	-0.40	2.09	12.49	-3.03	54	332838.81	50.01	          1.88	     6.31	          3.23	          3.23	12.89	54.26	         22526	        109.85	区域地产	     298752.34	上海	7.06	
600650	锦江投资	9.77	1.89	9.98	21.23	-7.91	53	9249.94	100.85	          3.03	    50.91	          1.80	          1.80	19.34	25.91	          6562	         10.81	公共交通	      39056.01	上海	17.89	
600651	飞乐音响	-0.90	-0.09	2.20	9.89	-8.22	58	6929.60	-20.24	          3.25	    68.82	          0.51	          0.51	9.98	49.84	         12938	          4.80	电器仪表	      73906.53	上海	12.22	
600652	游久游戏	0.00	0.00	--  	36.50	--  	0	1900.73	107.61	         14.83	   658.13	          0.32	          0.32	36.50	37.50	          8296	          2.50	煤炭开采	      55700.26	上海	0.00	
600653	申华控股	-9.89	-0.54	2.93	4.92	-7.51	104	14723.50	741.24	          4.58	    78.33	          0.01	          0.01	5.46	75.57	          7126	          1.83	汽车服务	     174638.03	上海	13.00	
600654	中安消	0.00	0.00	--  	30.91	--  	0	9.60	81.91	         13.68	   181.61	          0.38	          0.38	30.91	39.40	         12798	         16.15	软件服务	      75504.31	上海	0.00	
600655	豫园商城	5.22	0.74	8.68	14.91	-5.43	149	17916.84	-34.50	          2.77	    26.13	          3.24	          3.24	14.17	43.87	         13139	          4.31	百货	     143732.20	上海	14.82	
600657	信达地产	5.45	0.32	8.01	6.19	-4.26	54	10128.13	-5.54	          1.18	    20.02	          3.02	          3.02	5.87	80.15	         26580	         10.89	全国地产	     152426.05	北京	14.31	
600658	电子城	-4.81	-0.46	-0.84	9.10	-5.54	113	97.69	-85.24	          1.80	    68.98	          2.53	          2.53	9.56	31.70	         32676	         23.16	园区开发	      58009.73	北京	8.37	
600660	福耀玻璃	2.53	0.31	4.16	12.56	-3.35	65	2110.60	24.10	          2.10	    12.96	          2.17	          2.17	12.25	35.31	         19554	         18.44	汽车配件	     200298.64	福建	8.57	
600661	新南洋	-8.35	-1.69	5.58	18.55	-8.55	110	1199.45	62.70	          5.78	    78.13	          0.40	          0.40	20.24	46.82	          8399	          5.88	文教休闲	      17367.67	上海	14.13	
600662	强生控股	1.24	0.13	9.99	10.64	-8.47	92	976.49	41.37	          3.51	    62.34	          0.91	          0.91	10.51	48.34	         14913	          4.40	公共交通	     105336.21	上海	18.93	
600663	陆家嘴	4.66	1.89	5.18	42.45	-9.76	59	21371.10	265.15	          6.59	    58.83	          3.72	          3.72	40.56	68.97	         11318	         26.90	园区开发	     135808.41	上海	14.94	
600664	哈药股份	10.01	0.99	10.01	10.88	-4.85	12	24.33	389.72	          2.42	    27.80	          2.31	          2.31	9.89	41.66	         21854	          4.10	化学制药	     191748.31	黑龙江	18.10	
600665	天地源	-3.89	-0.19	3.89	4.69	-4.71	5	0.00	-5.73	          1.64	--  	          1.31	          1.31	4.88	83.09	         14803	         -4.35	全国地产	      86412.25	上海	10.45	
600666	奥瑞德	0.00	0.00	--  	26.03	--  	0	10.86	350.89	         10.38	    89.78	          0.45	          0.45	26.03	46.42	         13907	         19.68	化学制药	      29014.63	重庆	0.00	
600667	太极实业	-7.01	-0.37	4.17	4.91	-4.17	5	0.00	-46.96	          3.75	--  	          0.08	          0.08	5.28	56.71	         24689	         -0.39	半导体	     119127.42	江苏	11.74	
600668	尖峰集团	-2.11	-0.22	5.47	10.20	-2.59	120	5680.02	-128.86	          1.70	    19.12	          3.09	          3.09	10.42	37.43	         11784	          8.67	水泥	      34385.21	浙江	9.02	
600671	天目药业	0.00	0.00	--  	24.77	--  	0	0.00	-1624.46	         41.23	--  	         -1.02	         -1.02	24.77	70.60	         15688	        -12.82	中成药	      12172.04	浙江	0.00	
600673	东阳光科	-6.03	-0.32	2.64	4.99	-7.34	384	151.77	59.78	          3.46	   124.79	          0.36	          0.36	5.31	62.40	         14586	          2.00	铝	     245625.20	广东	10.73	
600674	川投能源	-0.94	-0.10	1.98	10.49	-4.53	814	153728.92	129.32	          2.91	    15.02	          1.29	          1.29	10.59	26.82	         52204	        300.69	火力发电	     440214.06	四川	6.61	
600675	中华企业	-7.95	-0.53	3.45	6.14	-5.10	118	5982.77	10.63	          2.51	--  	          1.03	          1.03	6.67	84.06	         14499	        -58.07	区域地产	     186705.94	上海	13.19	
600676	交运股份	-2.79	-0.29	7.79	10.11	-7.69	109	1732.95	29.90	          2.46	    25.61	          1.44	          1.44	10.40	44.82	         15209	          3.94	汽车配件	      86237.39	上海	16.15	
