代码,名称,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万)
002472,双环传动,980,--  ,18566.61,         26.87亿,         41.73亿,-6.66,2147,32,0.0017,20150826,20100910,28837.19,0,0,249660.38
002473,圣莱达,0,--  ,16000,         52.80亿,         52.80亿,1.06,0,--  ,--  ,20150825,20100910,16000,0,0,42538.81
002474,榕基软件,0,--  ,43849.07,         50.34亿,         71.43亿,1.06,0,--  ,--  ,20150813,20100915,62220,0,0,167282.73
002475,立讯精密,67,--  ,114968.7,        332.95亿,        361.39亿,3.39,2733,52,0.0005,20150816,20100915,124789.78,0,0,1028026.5
002476,宝莫股份,14185,--  ,60431.51,         41.15亿,         41.68亿,-8.86,3563,119,0.002,20150811,20100915,61200,0,0,146437.8
002477,雏鹰农牧,1091,--  ,52757.33,         55.40亿,        109.73亿,-5.27,3270,60,0.0011,20150814,20100915,104505.32,0,0,922998
002478,常宝股份,2842,--  ,28217.83,         29.15亿,         41.33亿,-2.67,2385,38,0.0013,20150821,20100921,40010,0,0,383142.78
002479,富春环保,4345,--  ,73166.97,         75.87亿,         82.58亿,0.2,3107,97,0.0013,20150731,20100921,79635,0,0,371550.88
002480,新筑股份,226,--  ,62486.78,         55.93亿,         57.76亿,-8.72,3004,66,0.0011,20150824,20100921,64536.82,0,0,500646.59
002481,双塔食品,0,--  ,37455.17,        130.01亿,        175.41亿,1.06,0,--  ,--  ,20150818,20100921,50535.6,0,0,391523.31
002482,广田股份,913,--  ,47977.71,         80.36亿,         90.16亿,2.21,1545,42,0.0009,20150826,20100929,53829.42,0,0,1199998.88
002483,润邦股份,1145,--  ,36000,         32.40亿,         39.94亿,-0.15,1799,44,0.0012,20150825,20100929,44373.8,0,0,394355.88
002484,江海股份,183,--  ,30597.26,         43.57亿,         47.39亿,-8.93,1489,31,0.001,20150825,20100929,33280,0,0,198068.8
002485,希努尔,168,--  ,32000,         44.48亿,         44.48亿,0.92,1031,32,0.001,20150822,20101015,32000,0,0,262546.03
002486,嘉麟杰,744,--  ,80050,         34.42亿,         35.78亿,-3.38,2693,59,0.0007,20150825,20101015,83200,0,0,172523.06
002487,大金重工,100,--  ,54000,         33.48亿,         33.48亿,-5.14,2181,35,0.0007,20150829,20101015,54000,0,0,224576.72
002488,金固股份,7812,--  ,32644.5,         44.46亿,         69.26亿,-8.92,3637,49,0.0015,20150807,20101021,50848.33,0,0,368432
002489,浙江永强,1177,--  ,53378.19,        110.92亿,        129.18亿,-1.79,4341,89,0.0017,20150825,20101021,62163.89,0,0,549155.44
002490,山东墨龙,101,--  ,29993.17,         21.15亿,         38.19亿,-7.02,2404,47,0.0016,20150829,20101021,79784.84,0,25612.64,592697.63
002491,通鼎互联,271,--  ,107928.15,         94.65亿,        105.16亿,-0.07,3776,80,0.0007,20150828,20101021,119911.63,0,0,517873.06
002492,恒基达鑫,57,--  ,23549.32,         19.33亿,         22.17亿,-2.92,1829,36,0.0015,20150820,20101102,27000,0,0,149150.45
002493,荣盛石化,703,--  ,101907.5,        152.56亿,        166.47亿,-4.13,1253,28,0.0003,20150825,20101102,111200,0,0,3473616.5
002494,华斯股份,183,--  ,24912.99,         20.95亿,         29.31亿,-5.6,3090,44,0.0018,20150828,20101102,34847.8,0,0,218011.27
002495,佳隆股份,26,--  ,37369.6,         18.68亿,         33.42亿,-4.24,2720,79,0.0021,20150818,20101102,66830.39,0,0,115118.92
002496,辉丰股份,69,--  ,22939.58,         31.54亿,         54.55亿,-4.24,1920,41,0.0018,20150818,20101109,39670.39,0,0,594980.88
002497,雅化集团,1919,--  ,70846.85,         36.98亿,         50.11亿,-2.63,2861,57,0.0008,20150811,20101109,96000,0,0,293831.84
002498,汉缆股份,2225,--  ,107257.27,        161.10亿,        161.19亿,-7.02,3907,45,0.0004,20150826,20101109,107316,0,0,585409.13
002499,科林环保,7621,--  ,12945.95,         28.03亿,         40.92亿,-8.92,2378,189,0.0146,20150821,20101109,18900,0,0,99624.88
002500,山西证券,2160,--  ,248846.95,        263.03亿,        266.23亿,0.97,3743,183,0.0007,20150818,20101115,251872.52,0,0,5820143.5
002501,利源精制,2983,--  ,67131.04,         61.22亿,         85.36亿,-3.24,3744,85,0.0013,20150731,20101117,93600,0,0,760468.88
002502,骅威股份,0,--  ,18800.52,         47.94亿,         88.94亿,1.06,0,--  ,--  ,20150822,20101117,34878.69,0,0,189166.81
002503,搜于特,58,--  ,62974.37,         63.48亿,        104.51亿,-0.98,3274,56,0.0009,20150728,20101117,103680,0,0,327493.13
002504,弘高创意,984,--  ,11035.58,         16.63亿,         62.20亿,-8.92,1722,29,0.0026,20150831,20101118,41273.41,0,0,322329.53
002505,大康牧业,996,--  ,69729.82,         36.82亿,        152.44亿,-4.99,3298,70,0.001,20150812,20101118,288703.81,0,0,703982.5
002506,协鑫集成,38370,--  ,220824.09,        157.01亿,        179.42亿,-8.94,4108,423,0.0019,20150829,20101118,252352,0,0,613383.94
002507,涪陵榨菜,396,--  ,18537.83,         28.60亿,         49.75亿,-2.2,1243,16,0.0009,20150804,20101123,32240,0,0,146505.77
002508,老板电器,165,--  ,47156.25,        163.16亿,        168.18亿,3.58,1923,22,0.0005,20150723,20101123,48607.5,0,0,415107.78
002509,天广消防,727,--  ,28747.55,         31.59亿,         50.16亿,-6.9,2694,55,0.0019,20150825,20101123,45644.12,0,0,186733.92
002510,天汽模,211,--  ,31875.19,         27.16亿,         35.06亿,-4.8,1986,39,0.0012,20150829,20101125,41152,0,0,373242.47
002511,中顺洁柔,948,--  ,48541.92,         35.24亿,         35.34亿,1.06,2156,44,0.0009,20150826,20101125,48672,0,0,454286.56
002512,达华智能,1313,--  ,17035.83,         56.47亿,        117.44亿,7.45,2840,34,0.002,20150826,20101203,35428.21,0,0,269338
002513,蓝丰生化,42,--  ,21312,         22.93亿,         22.93亿,-8.97,2312,54,0.0025,20150825,20101203,21312,0,0,268890.53
002514,宝馨科技,0,--  ,21062.49,         31.17亿,         41.00亿,1.06,0,--  ,--  ,20150813,20101203,27701.71,0,0,125848.96
002515,金字火腿,12759,--  ,19617.18,         35.37亿,         64.85亿,-8.93,3435,58,0.003,20150826,20101203,35967.39,0,0,143517.17
002516,旷达科技,354,--  ,27224.46,         25.48亿,         62.01亿,-2.84,2352,32,0.0012,20150828,20101207,66250,0,0,522626.91
002517,泰亚股份,71,--  ,17680,         54.44亿,         54.44亿,-8.91,1952,24,0.0014,20150826,20101207,17680,0,0,79183.68
002518,科士达,409,--  ,27993.71,         46.50亿,         49.36亿,-3.37,2321,36,0.0013,20150808,20101207,29717.66,0,0,204693.5
002519,银河电子,899,--  ,39770.6,         58.74亿,         84.07亿,-7.54,2414,37,0.0009,20150825,20101207,56916.19,0,0,255424.63
002520,日发精机,2947,--  ,31259.55,         45.26亿,         46.92亿,-8.95,2564,30,0.001,20150731,20101210,32400,0,0,133627.17
002521,齐峰新材,957,--  ,40356.76,         34.63亿,         42.44亿,-0.55,2216,50,0.0012,20150829,20101210,49468.57,0,0,409523.69
002522,浙江众成,1578,--  ,50948.21,         53.09亿,         92.04亿,-8.02,3618,69,0.0014,20150820,20101210,88328.21,0,0,191124.38
002523,天桥起重,446,--  ,30123.91,         18.29亿,         34.12亿,-2.44,1787,42,0.0014,20150827,20101210,56215.91,0,0,153581.34
002524,光正集团,234,--  ,49055.73,         27.37亿,         28.09亿,-1.9,2564,82,0.0017,20150820,20101217,50333.28,0,0,189476.02
002526,山东矿机,1123,--  ,41731.82,         30.46亿,         38.98亿,-7.46,3588,75,0.0018,20150827,20101217,53400,0,0,344679.38
002527,新时达,0,--  ,34583.78,        106.93亿,        182.36亿,1.06,0,--  ,--  ,20150825,20101224,58977.05,0,0,302168.34
002528,英飞拓,0,--  ,51349.6,         56.07亿,         76.07亿,1.06,0,--  ,--  ,20150826,20101224,69662.56,0,0,250676.22
002529,海源机械,19091,--  ,20000,         36.30亿,         36.30亿,-8.95,3896,61,0.003,20150805,20101224,20000,0,0,114273.86
002530,丰东股份,0,--  ,26800,         63.54亿,         63.54亿,1.06,0,--  ,--  ,20150829,20101231,26800,0,0,99721.55
002531,天顺风能,247,--  ,82121.86,         77.03亿,         77.20亿,-2.54,2543,30,0.0004,20150810,20101231,82300,0,0,391212
002532,新界泵业,324,--  ,22798.35,         22.41亿,         31.58亿,-3.04,1880,33,0.0014,20150818,20101231,32127,0,0,167747.38
002533,金杯电工,2035,--  ,50027.28,         28.52亿,         31.55亿,-3.3,2218,46,0.0009,20150902,20101231,55350.39,0,0,294257.84
002534,杭锅股份,81,--  ,39362.71,         43.10亿,         43.86亿,-1.26,1070,26,0.0007,20150825,20110110,40052,0,0,690286
002535,林州重机,0,--  ,32372.75,         27.42亿,         52.23亿,1.06,0,--  ,--  ,20150825,20110111,61667.92,0,0,775972
002536,西泵股份,34,--  ,4621.25,         12.52亿,         30.14亿,0.66,1078,20,0.0043,20150812,20110111,11126.92,0,0,311971.16
002537,海立美达,0,--  ,30000,         49.77亿,         50.22亿,1.06,0,--  ,--  ,20150725,20110110,30270,0,0,295374.66
002538,司尔特,1732,--  ,57358,         54.38亿,         56.12亿,-7.17,3246,54,0.0009,20150819,20110118,59200,0,0,371740.03
002539,新都化工,228,--  ,15864.53,         30.46亿,         77.58亿,-3.42,2206,21,0.0013,20150827,20110118,40404,0,0,812976.06
002540,亚太科技,6487,--  ,70512.31,         53.59亿,         79.04亿,-3.1,2773,37,0.0005,20150829,20110118,104000,0,0,298441.72
002541,鸿路钢构,20,--  ,16454,         22.21亿,         36.18亿,-1.61,1082,34,0.0021,20150828,20110118,26800,0,0,721817.44
002542,中化岩土,69,--  ,35954.12,         33.69亿,         97.26亿,-4.48,2309,31,0.0009,20150901,20110128,103800,0,0,326922.03
002543,万和电气,300,--  ,31872.5,         37.71亿,         52.05亿,-2.29,2232,30,0.0009,20150828,20110128,44000,0,0,389817.06
002544,杰赛科技,0,--  ,50931.21,        151.01亿,        152.92亿,1.06,0,--  ,--  ,20150826,20110128,51576,0,0,283566.72
002545,东方铁塔,0,--  ,11400,         30.54亿,         69.72亿,1.06,0,--  ,--  ,20150802,20110211,26025,0,0,410582.5
002546,新联电子,5,--  ,23500.39,         34.08亿,         36.54亿,-0.23,1891,23,0.001,20150804,20110211,25200,0,0,167266.66
002547,春兴精工,1108,--  ,17471.48,         37.21亿,         71.85亿,-8.88,3329,40,0.0023,20150808,20110218,33732.6,0,0,284564.28
002548,金新农,93,--  ,31020,         32.07亿,         32.07亿,-2.21,2830,30,0.001,20150818,20110218,31020,0,0,140338.47
002549,凯美特气,403380,--  ,19698,         28.64亿,         82.44亿,-8.91,81,15,0.0008,20150828,20110218,56700,0,0,124683.7
002550,千红制药,288,--  ,40693.37,         48.06亿,         75.58亿,-2.3,2608,39,0.001,20150822,20110218,64000,0,0,244598.8
002551,尚荣医疗,366,--  ,26765.74,         45.90亿,         74.70亿,3.82,3132,47,0.0018,20150829,20110225,43555.14,0,0,286935.31
002552,宝鼎重工,3758,--  ,16837.5,         16.69亿,         29.73亿,-8.69,1711,31,0.0019,20150812,20110225,30000,0,0,109475.27
002553,南方轴承,0,--  ,21924.01,         41.04亿,         65.15亿,1.06,0,--  ,--  ,20150820,20110225,34800,0,0,68286.43
002554,惠博普,724,--  ,25321.07,         21.22亿,         43.21亿,-4.78,2346,83,0.0033,20150827,20110225,51562.5,0,0,290742.75
002555,顺荣三七,298,--  ,15903,         39.76亿,        219.28亿,-7.43,3022,29,0.0018,20150825,20110302,87710.81,0,0,410035.81
002556,辉隆股份,6031,--  ,46327.57,         54.02亿,         55.78亿,-8.97,3545,81,0.0017,20150828,20110302,47840,0,0,628147.69
002557,洽洽食品,2132,--  ,50700,         67.23亿,         67.23亿,6.89,2414,50,0.001,20150730,20110302,50700,0,0,381642.06
002558,世纪游轮,0,--  ,3246.15,         10.27亿,         20.71亿,1.06,0,--  ,--  ,20150829,20110302,6545,0,0,65556.65
002559,亚威股份,16,--  ,29178.64,         29.53亿,         35.62亿,-6.6,2813,39,0.0013,20150826,20110303,35200,0,0,166411.69
002560,通达股份,478,--  ,8852.33,         15.92亿,         25.14亿,-4.26,2039,24,0.0027,20150826,20110303,13980.3,0,0,211045.13
002561,徐家汇,62,--  ,38629.69,         46.05亿,         49.56亿,0.64,2694,34,0.0009,20150822,20110303,41576.3,0,0,224051.55
002562,兄弟科技,332,--  ,10824.46,         16.04亿,         31.63亿,3.62,2949,34,0.0031,20150821,20110310,21340,0,0,115514.76
002563,森马服饰,2,--  ,91683.4,        179.70亿,        262.64亿,-1.91,1649,25,0.0003,20150829,20110311,134000,0,0,992623.81
002564,天沃科技,779,--  ,49876.89,         35.91亿,         53.26亿,-5.31,3398,103,0.0021,20150826,20110310,73971.2,0,0,718735.31
002565,上海绿新,1338,--  ,68733.79,         42.07亿,         42.64亿,-8.94,3469,107,0.0016,20150820,20110318,69668,0,0,324923.53
002566,益盛药业,3128,--  ,20651.94,         31.99亿,         51.26亿,-8.93,3757,60,0.0029,20150811,20110318,33095.16,0,0,276161.94
002567,唐人神,1168,--  ,41985.6,         32.29亿,         32.36亿,-0.98,2319,41,0.001,20150831,20110325,42078.6,0,0,366393.09
002568,百润股份,45,--  ,10751.87,         81.80亿,        340.84亿,-1.39,1848,12,0.0011,20150731,20110325,44800,0,0,211962.59
002569,步森股份,7,--  ,13802.16,         21.95亿,         22.26亿,-5.02,872,25,0.0018,20150821,20110412,14001,0,0,76537.13
002570,贝因美,4460,--  ,101861.95,        107.87亿,        108.28亿,-5.64,3165,56,0.0005,20150825,20110412,102252,0,0,467102.06
002571,德力股份,0,--  ,24707.57,         45.61亿,         72.35亿,1.06,0,--  ,--  ,20150828,20110412,39195.07,0,0,215157.88
002572,索菲亚,37,--  ,26682.4,         92.77亿,        153.33亿,0.12,1207,13,0.0005,20150807,20110412,44099,0,0,277513.09
002573,清新环境,2290,--  ,106490.81,        170.60亿,        170.71亿,5.15,3930,76,0.0007,20150827,20110422,106560,0,0,518929.44
002574,明牌珠宝,0,--  ,52800,        120.91亿,        120.91亿,1.06,0,--  ,--  ,20150828,20110422,52800,0,0,485734.19
002575,群兴玩具,0,--  ,57992,         96.03亿,         97.49亿,1.06,0,--  ,--  ,20150818,20110422,58872,0,0,98831.93
002576,通达动力,4412,--  ,11852.41,         18.48亿,         25.74亿,-8.93,1930,29,0.0025,20150825,20110428,16510,0,0,113846.26
002577,雷柏科技,0,--  ,28125.25,        226.69亿,        228.89亿,1.06,0,--  ,--  ,20150829,20110428,28397.69,0,0,194734.56
002578,闽发铝业,549,--  ,26504.75,         17.02亿,         27.57亿,-3.4,1732,53,0.002,20150825,20110428,42950,0,0,133658.41
002579,中京电子,99,--  ,35046,         24.88亿,         24.88亿,-3.77,2133,47,0.0013,20150825,20110506,35046,0,0,113112.6
002580,圣阳股份,113,--  ,14919.9,         15.05亿,         21.95亿,-5.25,2321,35,0.0023,20150731,20110506,21755.23,0,0,181227.25
002581,万昌科技,6642,--  ,19415.43,         36.95亿,         53.57亿,-8.92,2948,51,0.0026,20150820,20110520,28152.8,0,0,82588.81
002582,好想你,109,--  ,9514.4,         14.28亿,         22.15亿,-1.47,1542,21,0.0023,20150804,20110520,14760,0,0,220602.3
002583,海能达,140,--  ,38118.55,         53.67亿,         98.33亿,-6.85,3247,54,0.0014,20150827,20110527,69833.17,0,0,356345.19
002584,西陇化工,481,--  ,10292.34,         21.40亿,         41.58亿,-5.46,1758,17,0.0017,20150902,20110602,20000,0,0,173136.19
002585,双星新材,80,--  ,54048.82,         48.32亿,         64.13亿,2.08,1850,43,0.0008,20150826,20110602,71732.77,0,0,582151.81
002586,围海股份,1208363,--  ,69188.95,         77.56亿,         81.62亿,-8.9,188,12,0.0002,20150825,20110602,72812.65,0,0,389889.22
002587,奥拓电子,99,--  ,23763.15,         17.49亿,         27.49亿,-1.84,1658,33,0.0014,20150807,20110610,37345.08,0,0,67880.71
002588,史丹利,2,--  ,35197.32,         78.91亿,        130.83亿,7.87,1974,34,0.001,20150828,20110610,58356,0,0,543014.31
002589,瑞康医药,0,--  ,14516.21,        151.23亿,        288.86亿,1.06,0,--  ,--  ,20150829,20110610,27727.16,0,0,739560
002590,万安科技,133,--  ,36039.92,         27.03亿,         30.94亿,-6.46,2077,38,0.0011,20150807,20110610,41256.28,0,0,189423.31
002591,恒大高新,14525,--  ,15097.08,         18.30亿,         31.76亿,-8.96,2434,71,0.0047,20150818,20110621,26204,0,0,92390.28
002592,八菱科技,15,--  ,11357.01,         52.44亿,        115.12亿,-8.94,1308,22,0.0019,20150819,20111111,24933.66,0,0,159197.56
002593,日上集团,5974,--  ,13085.37,         20.61亿,         36.71亿,-8.94,2638,35,0.0027,20150823,20110628,23310,0,0,326597.03
002594,比亚迪,4258,--  ,74675.63,        342.01亿,        714.94亿,-6.58,3948,34,0.0005,20150827,20110630,247600,0,91500,9525837
002595,豪迈科技,390,--  ,41445.19,         82.89亿,        160.00亿,7.56,2121,28,0.0007,20150827,20110628,80000,0,0,304337.53
002596,海南瑞泽,0,--  ,15849.25,         26.80亿,         45.28亿,1.06,0,--  ,--  ,20150814,20110707,26777.94,0,0,203898.8
002597,金禾实业,18,--  ,55485.48,         39.56亿,         40.52亿,-2.59,2184,38,0.0007,20150818,20110707,56832,0,0,350609.47
002598,山东章鼓,251,--  ,26388.83,         25.07亿,         29.64亿,6.26,2976,70,0.0027,20150816,20110707,31200,0,0,98078.78
002599,盛通股份,5173,--  ,8981.25,         14.74亿,         21.66亿,-8.92,1413,24,0.0027,20150831,20110715,13200,0,0,122608.77
002600,江粉磁材,0,--  ,38768.19,         26.05亿,         42.71亿,1.06,0,--  ,--  ,20150828,20110715,63560,0,0,316601.94
002601,佰利联,412,--  ,16426.23,         38.44亿,         47.84亿,-3.74,1432,20,0.0012,20150825,20110715,20442.41,0,0,576133.06
002602,世纪华通,0,--  ,56597.8,         74.94亿,        135.99亿,1.06,0,--  ,--  ,20150902,20110728,102709.2,0,0,456116.84
002603,以岭药业,244,--  ,88611.71,        118.30亿,        150.39亿,-0.27,2892,52,0.0006,20150825,20110728,112650.2,0,0,549607.38
002604,龙力生物,0,--  ,43213.96,         35.61亿,         41.53亿,1.06,0,--  ,--  ,20150826,20110728,50402.55,0,0,257361.16
002605,姚记扑克,0,--  ,25465.92,         73.88亿,        108.50亿,1.06,0,--  ,--  ,20150826,20110805,37400,0,0,150241.77
002606,大连电瓷,199,--  ,15031.25,         15.41亿,         20.50亿,-3.68,2013,40,0.0027,20150828,20110805,20000,0,0,138783.91
002607,亚夏汽车,9004,--  ,24930.03,         17.45亿,         24.98亿,-8.97,3378,58,0.0023,20150728,20110810,35692.8,0,0,345716.66
002608,*ST舜船,0,--  ,32281.41,         28.25亿,         32.80亿,1.06,0,--  ,--  ,20150829,20110810,37485,0,0,842580.19
002609,捷顺科技,90,--  ,27591.14,         33.80亿,         73.63亿,-6.97,3588,46,0.0017,20150822,20110815,60104.16,0,0,108589.57
002610,爱康科技,53,--  ,58996.3,         48.49亿,         59.60亿,-6.27,2771,47,0.0008,20150828,20110815,72500,0,0,946745.13
002611,东方精工,1997,--  ,31445.41,         25.22亿,         46.56亿,-8.93,2713,45,0.0014,20150829,20110830,58059.19,0,0,198085.25
002612,朗姿股份,932,--  ,10010.23,         24.53亿,         49.00亿,-7.15,2607,31,0.0031,20150825,20110830,20000,0,0,325654.28
002613,北玻股份,367,--  ,36464.5,         19.44亿,         38.42亿,-4.77,1980,45,0.0012,20150831,20110830,72090,0,0,201195.75
