,date,price,change,vol,amount,bid
974,13:17:14,4.54,,432,196563,ÂôÅÌ
975,13:17:09,4.54,-0.01,648,294627,ÂôÅÌ
976,13:17:04,4.55,,510,232086,ÂòÅÌ
977,13:16:59,4.55,0.01,399,181563,ÂòÅÌ
978,13:16:54,4.54,,616,280099,ÂòÅÌ
979,13:16:49,4.54,,1090,495259,ÂòÅÌ
980,13:16:44,4.54,-0.01,7238,3286088,ÂôÅÌ
981,13:16:39,4.55,,5520,2511600,ÂòÅÌ
982,13:16:34,4.55,0.01,1038,472326,ÂòÅÌ
983,13:16:29,4.54,,192,87168,ÂôÅÌ
984,13:16:24,4.54,,2716,1233427,ÂôÅÌ
985,13:16:19,4.54,,1056,479859,ÂôÅÌ
986,13:16:14,4.54,-0.01,718,326008,ÂôÅÌ
987,13:16:09,4.55,,1980,900972,ÂòÅÌ
988,13:16:04,4.55,0.01,333,151860,ÂòÅÌ
989,13:15:59,4.54,,253,114916,ÂôÅÌ
990,13:15:48,4.54,,305,138887,ÂôÅÌ
991,13:15:48,4.54,,5136,2331744,ÂôÅÌ
992,13:15:43,4.54,0.01,3867,1755708,ÂòÅÌ
993,13:15:38,4.53,,596,270350,ÂôÅÌ
994,13:15:33,4.53,-0.01,452,204828,ÂôÅÌ
995,13:15:28,4.54,,1001,454871,ÂòÅÌ
996,13:15:23,4.54,0.01,2044,928193,ÂòÅÌ
997,13:15:13,4.53,-0.01,616,279048,ÂôÅÌ
998,13:15:08,4.54,,3136,1424179,ÂòÅÌ
999,13:14:53,4.54,,475,215740,ÂòÅÌ
1000,13:14:48,4.54,,1200,545235,ÂòÅÌ
1001,13:14:37,4.54,0.01,232,105763,ÂòÅÌ
1002,13:14:32,4.53,-0.01,3322,1505264,ÂôÅÌ
1003,13:14:17,4.54,,2913,1322774,ÂòÅÌ
1004,13:14:02,4.54,0.01,574,260632,ÂòÅÌ
1005,13:13:57,4.53,-0.01,826,374576,ÂôÅÌ
1006,13:13:47,4.54,0.01,759,344604,ÂòÅÌ
1007,13:13:42,4.53,-0.01,1825,827141,ÂôÅÌ
1008,13:13:32,4.54,,1091,495404,ÂòÅÌ
1009,13:13:27,4.54,0.01,928,421312,ÂòÅÌ
1010,13:13:22,4.53,-0.01,1268,574766,ÂôÅÌ
1011,13:13:17,4.54,0.01,1044,474048,ÂòÅÌ
1012,13:13:02,4.53,,547,248171,ÂôÅÌ
1013,13:12:57,4.53,,1430,647826,ÂôÅÌ
1014,13:12:47,4.53,,4029,1825191,ÂôÅÌ
1015,13:12:42,4.53,,457,207147,ÂôÅÌ
1016,13:12:37,4.53,,2779,1258977,ÂôÅÌ
1017,13:12:32,4.53,,859,389507,ÂôÅÌ
1018,13:12:27,4.53,,385,174821,ÂôÅÌ
1019,13:12:22,4.53,,1875,849610,ÂôÅÌ
1020,13:12:12,4.53,,744,337032,ÂôÅÌ
1021,13:12:12,4.53,,0,0,ÂôÅÌ
1022,13:12:08,4.53,-0.01,1288,583753,ÂôÅÌ
1023,13:11:58,4.54,0.01,1395,633711,ÂòÅÌ
1024,13:11:53,4.53,,820,371532,ÂôÅÌ
1025,13:11:48,4.53,-0.01,2649,1200413,ÂôÅÌ
1026,13:11:38,4.54,,278,126248,ÂòÅÌ
1027,13:11:33,4.54,0.01,516,234627,ÂòÅÌ
1028,13:11:28,4.53,-0.01,670,303546,ÂôÅÌ
1029,13:11:23,4.54,,602,273562,ÂòÅÌ
1030,13:11:13,4.54,0.01,307,139759,ÂòÅÌ
1031,13:11:13,4.53,,333,150903,ÂôÅÌ
1032,13:11:08,4.53,-0.01,1169,529973,ÂôÅÌ
1033,13:11:03,4.54,,1123,509932,ÂòÅÌ
1034,13:10:58,4.54,0.01,2112,958848,ÂòÅÌ
1035,13:10:53,4.53,-0.01,379,172067,ÂôÅÌ
1036,13:10:48,4.54,,384,174336,ÂòÅÌ
1037,13:10:43,4.54,,1356,615696,ÂòÅÌ
1038,13:10:38,4.54,,578,262811,ÂòÅÌ
1039,13:10:33,4.54,,486,220680,ÂòÅÌ
1040,13:10:28,4.54,,1993,905239,ÂôÅÌ
1041,13:10:23,4.54,,1448,657827,ÂòÅÌ
1042,13:10:18,4.54,,917,416372,ÂòÅÌ
1043,13:10:13,4.54,,810,368139,ÂòÅÌ
1044,13:10:08,4.54,,1833,832599,ÂòÅÌ
1045,13:10:03,4.54,,1868,848144,ÂòÅÌ
1046,13:09:58,4.54,,603,274143,ÂôÅÌ
1047,13:09:53,4.54,-0.01,1368,621072,ÂôÅÌ
1048,13:09:48,4.55,,837,380889,ÂòÅÌ
1049,13:09:43,4.55,,1559,709363,ÂòÅÌ
1050,13:09:38,4.55,0.01,296,135116,ÂòÅÌ
1051,13:09:33,4.54,,1738,789451,ÂôÅÌ
1052,13:09:27,4.54,-0.01,1136,515744,ÂôÅÌ
1053,13:09:22,4.55,,506,230339,ÂòÅÌ
1054,13:09:17,4.55,,1776,808080,ÂòÅÌ
1055,13:09:12,4.55,0.01,528,240385,ÂòÅÌ
1056,13:09:07,4.54,,200,90800,ÂôÅÌ
1057,13:09:02,4.54,-0.01,3708,1683504,ÂôÅÌ
1058,13:08:57,4.55,0.01,1517,690580,ÂòÅÌ
1059,13:08:52,4.54,,1622,736424,ÂôÅÌ
1060,13:08:47,4.54,,769,349543,ÂôÅÌ
1061,13:08:42,4.54,,740,336032,ÂôÅÌ
1062,13:08:37,4.54,,2464,1119091,ÂôÅÌ
1063,13:08:32,4.54,-0.01,455,206588,ÂôÅÌ
1064,13:08:27,4.55,0.01,544,247956,ÂòÅÌ
1065,13:08:22,4.54,,437,198452,ÂôÅÌ
1066,13:08:17,4.54,,1146,520683,ÂôÅÌ
1067,13:08:12,4.54,,153,69879,ÂôÅÌ
1068,13:08:07,4.54,-0.01,550,249736,ÂôÅÌ
1069,13:08:02,4.55,0.01,673,306633,ÂòÅÌ
1070,13:07:57,4.54,,1099,499036,ÂôÅÌ
1071,13:07:47,4.54,-0.01,571,259470,ÂôÅÌ
1072,13:07:47,4.55,0.01,700,318864,ÂòÅÌ
1073,13:07:42,4.54,-0.01,1435,651580,ÂôÅÌ
1074,13:07:37,4.55,0.01,712,324396,ÂòÅÌ
1075,13:07:32,4.54,,409,186103,ÂôÅÌ
1076,13:07:27,4.54,,428,194384,ÂôÅÌ
1077,13:07:22,4.54,-0.01,560,254240,ÂôÅÌ
1078,13:07:17,4.55,0.02,603,274747,ÂòÅÌ
1079,13:07:12,4.53,-0.01,680,308474,ÂôÅÌ
1080,13:07:07,4.54,,1387,629788,ÂòÅÌ
1081,13:07:02,4.54,,476,216467,ÂòÅÌ
1082,13:06:57,4.54,,467,212108,ÂòÅÌ
1083,13:06:52,4.54,,437,198743,ÂòÅÌ
1084,13:06:47,4.54,,567,257436,ÂòÅÌ
1085,13:06:42,4.54,,348,158064,ÂòÅÌ
1086,13:06:37,4.54,,3985,1809607,ÂôÅÌ
1087,13:06:32,4.54,-0.01,1558,707368,ÂôÅÌ
1088,13:06:27,4.55,,1504,684756,ÂòÅÌ
1089,13:06:22,4.55,0.01,642,292510,ÂòÅÌ
1090,13:06:17,4.54,,764,346928,ÂôÅÌ
1091,13:06:12,4.54,,1249,567463,ÂôÅÌ
1092,13:06:07,4.54,-0.01,410,186539,ÂôÅÌ
1093,13:06:02,4.55,0.01,1672,760760,ÂòÅÌ
1094,13:05:57,4.54,,1432,650128,ÂôÅÌ
1095,13:05:52,4.54,-0.01,1000,454435,ÂôÅÌ
1096,13:05:47,4.55,0.01,1578,718099,ÂòÅÌ
1097,13:05:42,4.54,,5117,2323463,ÂôÅÌ
1098,13:05:37,4.54,-0.01,403,183052,ÂôÅÌ
1099,13:05:32,4.55,0.01,567,258003,ÂòÅÌ
1100,13:05:27,4.54,-0.01,1418,643880,ÂôÅÌ
1101,13:05:22,4.55,,3386,1540739,ÂòÅÌ
1102,13:05:17,4.55,,853,388460,ÂòÅÌ
1103,13:05:12,4.55,,322,146619,ÂòÅÌ
1104,13:05:07,4.55,0.01,499,227427,ÂòÅÌ
1105,13:05:02,4.54,-0.01,3485,1582244,ÂôÅÌ
1106,13:04:57,4.55,,1528,695240,ÂòÅÌ
1107,13:04:52,4.55,,1147,522267,ÂòÅÌ
1108,13:04:47,4.55,,2071,942323,ÂòÅÌ
1109,13:04:42,4.55,0.01,1368,622731,ÂòÅÌ
1110,13:04:32,4.54,-0.01,507,230559,ÂôÅÌ
1111,13:04:32,4.55,0.01,2801,1274873,ÂòÅÌ
1112,13:04:27,4.54,-0.01,674,306104,ÂôÅÌ
1113,13:04:22,4.55,0.01,3144,1430956,ÂòÅÌ
1114,13:04:07,4.54,-0.01,1085,492644,ÂôÅÌ
1115,13:04:07,4.55,,1208,550076,ÂòÅÌ
1116,13:04:02,4.55,0.01,746,339830,ÂòÅÌ
1117,13:03:57,4.54,,3181,1444373,ÂôÅÌ
1118,13:03:47,4.54,-0.01,2689,1221078,ÂôÅÌ
1119,13:03:37,4.55,0.01,862,392246,ÂòÅÌ
1120,13:03:32,4.54,,1803,818943,ÂôÅÌ
1121,13:03:27,4.54,-0.01,456,207024,ÂôÅÌ
1122,13:03:22,4.55,,277,126089,ÂòÅÌ
1123,13:03:17,4.55,,2237,1018180,ÂòÅÌ
1124,13:03:06,4.55,,4548,2069412,ÂòÅÌ
1125,13:03:06,4.55,,1099,500427,ÂôÅÌ
1126,13:03:01,4.55,,2195,998816,ÂôÅÌ
1127,13:02:56,4.55,,7107,3234067,ÂôÅÌ
1128,13:02:51,4.55,,1846,839966,ÂôÅÌ
1129,13:02:46,4.55,,1896,863116,ÂôÅÌ
1130,13:02:41,4.55,,7297,3320408,ÂôÅÌ
1131,13:02:36,4.55,-0.01,2916,1326998,ÂôÅÌ
1132,13:02:31,4.56,0.01,2483,1132631,ÂòÅÌ
1133,13:02:26,4.55,,1241,564782,ÂôÅÌ
1134,13:02:21,4.55,-0.01,2335,1062443,ÂôÅÌ
1135,13:02:16,4.56,0.01,797,363778,ÂòÅÌ
1136,13:02:11,4.55,-0.01,1298,590699,ÂôÅÌ
1137,13:02:06,4.56,,7362,3357473,ÂôÅÌ
1138,13:02:01,4.56,,4320,1970357,ÂôÅÌ
1139,13:01:56,4.56,,4217,1923371,ÂôÅÌ
1140,13:01:51,4.56,-0.01,2621,1195230,ÂôÅÌ
1141,13:01:46,4.57,0.01,1605,733539,ÂòÅÌ
1142,13:01:41,4.56,-0.01,5128,2338805,ÂôÅÌ
1143,13:01:36,4.57,0.01,5430,2481692,ÂòÅÌ
1144,13:01:31,4.56,,2926,1334292,ÂôÅÌ
1145,13:01:26,4.56,-0.01,2577,1175531,ÂôÅÌ
1146,13:01:21,4.57,0.01,7736,3535352,ÂòÅÌ
1147,13:01:16,4.56,-0.01,4985,2273579,ÂôÅÌ
1148,13:01:11,4.57,,2544,1163046,ÂòÅÌ
1149,13:01:06,4.57,,3240,1481118,ÂòÅÌ
1150,13:01:01,4.57,,2264,1034648,ÂòÅÌ
1151,13:00:56,4.57,0.01,1229,561707,ÂòÅÌ
1152,13:00:51,4.56,,956,436008,ÂôÅÌ
1153,13:00:46,4.56,,260,118924,ÂôÅÌ
1154,13:00:41,4.56,,4919,2243374,ÂòÅÌ
1155,13:00:36,4.56,,6622,3019960,ÂòÅÌ
1156,13:00:26,4.56,,1114,508093,ÂòÅÌ
1157,13:00:26,4.56,0.01,1449,661163,ÂòÅÌ
1158,13:00:21,4.55,-0.01,3046,1386112,ÂôÅÌ
1159,13:00:16,4.56,0.01,3588,1636200,ÂòÅÌ
1160,13:00:11,4.55,,32539,14805336,ÂòÅÌ
1161,13:00:06,4.55,,42639,19400908,ÂòÅÌ
1162,13:00:01,4.55,0.01,254,115606,ÂòÅÌ
1163,11:30:02,4.54,,258,117531,ÂôÅÌ
1164,11:29:57,4.54,-0.01,1415,642428,ÂôÅÌ
1165,11:29:52,4.55,0.01,1852,842732,ÂòÅÌ
1166,11:29:47,4.54,,467,212399,ÂôÅÌ
1167,11:29:42,4.54,,6558,2977658,ÂòÅÌ
1168,11:29:37,4.54,,1992,904368,ÂòÅÌ
1169,11:29:32,4.54,0.01,1337,607125,ÂòÅÌ
1170,11:29:27,4.53,,1267,574041,ÂôÅÌ
1171,11:29:22,4.53,,3556,1611230,ÂôÅÌ
1172,11:29:17,4.53,,7654,3467298,ÂôÅÌ
1173,11:29:12,4.53,,1201,544469,ÂôÅÌ
1174,11:29:07,4.53,,1004,454884,ÂôÅÌ
1175,11:29:02,4.53,,713,323405,ÂôÅÌ
1176,11:28:57,4.53,,399,180765,ÂôÅÌ
1177,11:28:52,4.53,,5091,2306603,ÂòÅÌ
1178,11:28:47,4.53,,6084,2756124,ÂòÅÌ
1179,11:28:37,4.53,0.01,1240,562154,ÂòÅÌ
1180,11:28:32,4.52,,2655,1200078,ÂôÅÌ
1181,11:28:22,4.52,,1574,711484,ÂôÅÌ
1182,11:28:17,4.52,,643,291015,ÂôÅÌ
1183,11:28:12,4.52,,627,283494,ÂôÅÌ
1184,11:28:07,4.52,,1995,901975,ÂôÅÌ
1185,11:28:02,4.52,,816,368831,ÂôÅÌ
1186,11:27:57,4.52,,1168,528369,ÂôÅÌ
1187,11:27:47,4.52,-0.01,1118,505516,ÂôÅÌ
1188,11:27:42,4.53,,1331,603323,ÂòÅÌ
1189,11:27:37,4.53,,267,121041,ÂòÅÌ
1190,11:27:32,4.53,,348,158006,ÂòÅÌ
1191,11:27:27,4.53,,1203,545049,ÂòÅÌ
1192,11:27:22,4.53,0.01,217,98717,ÂòÅÌ
1193,11:27:17,4.52,-0.01,1053,476010,ÂôÅÌ
1194,11:27:12,4.53,0.01,1510,684211,ÂòÅÌ
1195,11:27:07,4.52,,1509,682122,ÂòÅÌ
1196,11:27:02,4.52,-0.01,3625,1638626,ÂôÅÌ
1197,11:26:57,4.53,0.01,699,316737,ÂòÅÌ
1198,11:26:52,4.52,,757,342362,ÂòÅÌ
1199,11:26:47,4.52,-0.01,3174,1434684,ÂôÅÌ
1200,11:26:42,4.53,0.01,658,298472,ÂòÅÌ
1201,11:26:37,4.52,,432,195263,ÂôÅÌ
1202,11:26:32,4.52,,5626,2543349,ÂòÅÌ
1203,11:26:27,4.52,,862,389660,ÂòÅÌ
1204,11:26:22,4.52,,1105,499875,ÂòÅÌ
1205,11:26:17,4.52,,526,237788,ÂòÅÌ
1206,11:26:12,4.52,,985,445635,ÂòÅÌ
1207,11:26:07,4.52,0.01,1849,835874,ÂòÅÌ
1208,11:25:57,4.51,-0.01,741,334533,ÂôÅÌ
1209,11:25:57,4.52,,466,210740,ÂòÅÌ
1210,11:25:52,4.52,,698,315893,ÂòÅÌ
1211,11:25:47,4.52,,665,300995,ÂòÅÌ
1212,11:25:42,4.52,0.01,515,232870,ÂòÅÌ
1213,11:25:37,4.51,,4678,2110102,ÂôÅÌ
1214,11:25:32,4.51,-0.01,794,358202,ÂôÅÌ
1215,11:25:27,4.52,,241,109347,ÂòÅÌ
1216,11:25:17,4.52,0.01,439,198446,ÂòÅÌ
1217,11:25:17,4.51,,1324,597484,ÂôÅÌ
1218,11:25:12,4.51,,1384,624184,ÂôÅÌ
1219,11:25:07,4.51,,612,276084,ÂôÅÌ
1220,11:25:02,4.51,,302,136238,ÂôÅÌ
1221,11:24:57,4.51,,5388,2430348,ÂòÅÌ
1222,11:24:52,4.51,,824,372056,ÂòÅÌ
1223,11:24:47,4.51,,2828,1275500,ÂòÅÌ
1224,11:24:42,4.51,,3001,1353865,ÂòÅÌ
1225,11:24:37,4.51,,792,357192,ÂòÅÌ
1226,11:24:32,4.51,,8883,4006323,ÂôÅÌ
1227,11:24:27,4.51,,1408,635008,ÂôÅÌ
1228,11:24:22,4.51,,2281,1029145,ÂôÅÌ
1229,11:24:17,4.51,,2280,1028712,ÂôÅÌ
1230,11:24:12,4.51,-0.01,1856,837488,ÂôÅÌ
1231,11:24:07,4.52,,1841,832547,ÂòÅÌ
1232,11:24:02,4.52,0.01,1405,635114,ÂòÅÌ
1233,11:23:57,4.51,,461,207965,ÂôÅÌ
1234,11:23:52,4.51,,821,370613,ÂôÅÌ
1235,11:23:47,4.51,-0.01,595,268435,ÂôÅÌ
1236,11:23:42,4.52,,699,316327,ÂòÅÌ
1237,11:23:37,4.52,,1278,577692,ÂòÅÌ
1238,11:23:32,4.52,,1078,487292,ÂòÅÌ
1239,11:23:27,4.52,0.01,344,155921,ÂòÅÌ
1240,11:23:22,4.51,-0.01,1825,823489,ÂôÅÌ
1241,11:23:17,4.52,,4565,2063434,ÂòÅÌ
1242,11:23:12,4.52,,880,397759,ÂòÅÌ
1243,11:23:07,4.52,,291,131911,ÂòÅÌ
1244,11:23:02,4.52,,2268,1025208,ÂôÅÌ
1245,11:22:52,4.52,,9976,4509585,ÂôÅÌ
1246,11:22:52,4.52,,955,432039,ÂôÅÌ
1247,11:22:41,4.52,,912,412223,ÂôÅÌ
1248,11:22:41,4.52,,1907,862054,ÂôÅÌ
1249,11:22:36,4.52,-0.01,568,256735,ÂôÅÌ
1250,11:22:31,4.53,0.01,2090,947168,ÂòÅÌ
1251,11:22:26,4.52,,622,281180,ÂôÅÌ
1252,11:22:21,4.52,,2676,1209913,ÂôÅÌ
1253,11:22:16,4.52,,431,194830,ÂôÅÌ
1254,11:22:11,4.52,,1279,578126,ÂôÅÌ
