代码,名称,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收
000650,仁和药业,23994.6,1050.33,24658.55,18571.25,16545.2,47881.26,29595.5,26085.14,98775,12534,21.52万,0,--  ,--  ,17.17
000651,格力电器,658934.75,8873.76,682329.75,576792.88,572075.38,3153848.25,2975624,3362814.75,304768,19599,34.98万,2.7,0,17.25,18.19
000652,泰达股份,574.09,15089.76,1241.62,1155.45,1828.29,50673.25,-77778.63,69794.75,106060,13819,7.68万,2.39,-0.71,4.9,5.35
000655,金岭矿业,-4767.21,162.67,-4186.31,-4369.58,-4105.68,173674.38,-1225.37,4061.16,37249,15983,14.40万,8.23,0,9.01,10.01
000656,金科股份,59830.26,4394.45,62361.26,50048.35,46855.84,567022.31,-18411.71,123225.85,355813,8388,4.38万,1.96,-0.57,4.86,5.26
000657,中钨高新,-13735.57,21,-12050.25,-13272.22,-13391,6.45,26174.7,39695.89,27329,8986,14.39万,0,--  ,--  ,16.01
000659,*ST中富,1866.26,3.77,1871.92,428.3,390.54,-79117.03,18793.59,-21727.39,105250,12216,5.50万,0,--  ,--  ,4.5
000661,长春高新,30048.63,45.6,30476.15,24999.17,17580.52,108090.86,32629.52,7433.82,11766,11161,101.72万,4.54,-0.02,80.9,89.89
000662,索芙特,-317.67,518.76,-280.23,-9.45,-15.61,-4275.93,2918.34,-9574.76,19880,14486,12.72万,4.97,0,8.78,9.75
000663,永安林业,-55.09,1325.78,535.06,533.06,259.67,-3234.62,-133.33,1391.83,16878,10091,12.46万,10.61,-0.96,11.42,12.69
000665,湖北广电,20832.93,574.39,21166.8,21201.06,21270.96,103239.25,42498.9,-48995.31,16381,11596,32.26万,0,--  ,--  ,27.82
000666,经纬纺机,123477.82,6161.62,139083.38,103939.6,31130.15,216844.52,57884.18,275920.56,36955,7942,11.84万,7.91,-0.73,14.66,16.23
000667,美好集团,5779.28,0,5857.22,3338.09,3649.4,112979.45,-30381.41,-46033.4,390191,6560,2.89万,4.69,0,4.26,4.65
000668,荣丰控股,-2478.88,413.64,-455.18,-343.6,-308.73,28069.9,-12469.82,-4576.55,8598,17061,59.35万,0,--  ,--  ,34.79
000669,金鸿能源,21089.02,511.14,21587.67,15533.32,14277.22,136092.38,10413.19,-98926.71,12728,17545,29.44万,3.39,0.47,15.2,16.74
000670,盈方微,-3217.36,-657.72,-2891.26,-3058.9,-2882.17,4297.62,-3712.61,-9930.92,56423,9943,9.38万,3.25,-0.21,9.38,10.37
000671,阳 光 城,50291.12,-564.65,50677.07,30696.35,31884.05,280187.88,247625.97,51197.87,28180,36877,50.85万,1.5,-0.21,13,13.9
000672,上峰水泥,2895.57,36.5,6733.11,5310.9,5398.01,123600.4,10411.26,2176.33,24267,8879,10.65万,0,--  ,--  ,12
000673,当代东方,3333.6,0,3523.01,2587.25,2587.25,-22941.55,-3430.46,88244.75,10527,19766,36.29万,0,--  ,--  ,18.36
000676,智度投资,-2504.62,1.15,-2537.01,-2549.88,-2099.87,-29228.43,3677.33,-2956.95,21024,11939,9.74万,0,--  ,--  ,8.16
000677,*ST海龙,-18931.85,50.75,-17443.32,-17484.36,-17892.25,-174193.05,5708,-4926.62,64269,13443,8.78万,0,--  ,--  ,6.53
000678,襄阳轴承,-2300.99,6.86,-873.35,-985.74,-1184.71,-1433.3,-12197.71,2219.73,35062,8587,5.15万,4.33,0,5.99,6.65
000679,大连友谊,1393.41,98.05,19616.31,14495.88,12483.9,99127.21,-26430.03,-111526.01,33508,10635,17.47万,0,--  ,--  ,16.43
000680,山推股份,-38585.12,1880.43,-37487.73,-33449.46,-30515.77,95744.5,16908.56,-14218.82,144544,6606,3.19万,2.43,-0.82,4.7,5.08
000681,视觉中国,5897.39,0,6123.52,4712.41,4785.2,29478.05,5456.43,-5022.28,21698,9064,16.90万,4.81,0.86,16.48,18.31
000682,东方电子,3411.87,748.28,5309.01,4850.58,1968.67,14772.3,-17309.32,-8619.78,150056,6518,3.15万,3.07,-0.41,4.71,5.08
000683,远兴能源,19703.25,-826.3,21118.85,10902.55,7527.61,278949.56,57534.3,-99134.42,99123,7746,3.75万,4.53,-0.41,4.8,5.33
000685,中山公用,97821.22,90540.3,98485.74,95307.03,93928.4,541847.88,15945.95,9118.48,30805,32380,37.95万,2.45,0,10.68,11.45
000686,东北证券,236907.25,176843.48,237772.27,185277.7,182937.69,418362.31,433292.56,2097521.75,108437,15580,18.01万,5.42,-0.08,10.88,11.68
000687,恒天天鹅,468.37,12174.66,920.67,553.77,379.18,-14326.57,-11280.26,6274.43,53140,10005,11.04万,7.19,0,11.03,12.26
000688,建新矿业,11761.05,0,11689.28,9503.05,9503.05,-19165.88,16250.34,-2519.66,35259,8396,14.33万,0,--  ,--  ,17.07
000690,宝新能源,50269.48,10016.17,49879.1,37240.82,37240.82,215144.77,65351.03,-31828.05,163595,10458,8.27万,2.15,-0.37,6.98,7.54
000691,亚太实业,-41.99,0,-41.52,-199.02,-273.88,-33243.01,-208.75,-122.66,20411,14232,7.57万,5.82,-1.29,5.19,5.76
000692,惠天热电,6574.07,0,7265.71,5227.53,5286.05,28042.3,-57087.36,12768.21,68270,7804,4.50万,2.11,-0.34,5.59,5.96
000693,华泽钴镍,10792.05,0,10811.83,9072.71,9072.71,82601.31,44782.85,4934.43,36660,6963,9.73万,13.39,0.07,13.03,14.48
000695,滨海能源,-109.74,-4.45,-103.16,-341.17,-341.17,-208.08,3702.78,-369.13,14897,14884,17.01万,1.83,-0.17,10.98,11.7
000697,炼石有色,2634.66,2202.21,2635.25,2422.95,2395.99,27705.98,-782.02,14019.62,22028,19580,66.24万,0,--  ,--  ,33.83
000698,沈阳化工,-6857.93,0,-4489.2,-4489.2,-4489.08,78598.07,9368.37,26808.39,66456,9436,4.76万,2.79,-0.39,4.9,5.34
000700,模塑科技,25263.25,11297.85,25546.17,21319.92,21319.92,101800.18,3590.53,4131.89,19164,16126,22.17万,3.63,-0.5,13.21,14.55
000701,厦门信达,4493.68,1188.7,10866.67,7808.65,6797.38,64024.06,-265468.06,-75146.63,35569,8145,9.24万,3.48,-0.17,11.17,12.06
000702,正虹科技,187.03,1424.79,407.68,353.23,381.96,-5306.33,3988.21,4320.62,26586,10029,10.93万,6.55,-0.36,9.58,10.59
000703,恒逸石化,16677.8,808.89,19219.03,15499.37,11034.17,359903.16,141004.06,-77053.65,32762,35211,25.77万,0.65,-0.54,7.21,7.73
000705,浙江震元,1278.79,132.47,1173.65,667.17,735.1,27882.05,-923.12,-12457.25,32859,8300,7.87万,5.07,-0.52,9.2,9.94
000707,双环科技,-97.32,-126.33,870.3,789.35,962.12,2242.06,26774.24,13333.88,53180,8728,10.13万,0,--  ,--  ,11.61
000708,大冶特钢,15830.4,0,16434.76,13877.29,13877.29,220521.67,10634.49,5052.65,33490,13351,18.58万,0,--  ,--  ,13.92
000709,河北钢铁,37636.85,8503.88,38695.96,30146.44,35699.53,758009.75,811067,112500.86,567408,18711,7.80万,4.21,1.21,3.89,4.17
000710,天兴仪表,-525.08,1025.65,-483.45,-483.45,-483.45,-8517.86,-4096.51,-2283.75,11897,12709,24.44万,2.56,0,19.23,21.37
000711,*ST京蓝,-55201.17,0,-57321.92,-57557.33,-53038.96,-48350.56,-1366.81,-2913.7,10978,14656,33.17万,0,--  ,--  ,22.63
000712,锦龙股份,101373.15,79138.68,101426.75,85205,58504.61,126406.05,524753.63,663995.69,77459,10928,23.77万,0,--  ,--  ,21.75
000713,丰乐种业,386.56,0,1089.67,812.26,812.26,39649.9,-221.85,-12961.63,38400,7783,6.53万,3.18,-0.47,8.07,8.88
000715,中兴商业,3058.31,155.71,3385.37,2536.28,2536.28,40651.98,283.23,-12069.28,17059,16328,14.04万,1.37,-0.46,8.5,9.05
000716,黑芝麻,2546.88,40.91,3934.76,4021.3,4025.53,12788.35,-5573.72,-28516.45,17824,9609,9.59万,4.33,-0.2,9.54,10.38
000717,韶钢松山,-90443.31,-108.51,-87952.53,-88002.9,-88002.9,-421720.69,-31131.34,-12015.13,184443,9052,5.16万,3.78,0,5.44,5.77
000718,苏宁环球,50103.9,-993.72,49907.82,32007.21,32024.56,274298.34,55055.65,270.8,90732,21056,13.96万,2.38,0,6.2,6.8
000719,大地传媒,30635.9,316.82,32934.89,32799.6,33512.65,185989,11051.24,-53694.71,16371,6506,12.21万,4.74,0,16.05,17.06
000720,新能泰山,11034.65,-137.78,11151.82,9369.57,6261.08,-38035.5,39098.15,812.9,93589,9226,15.69万,0,--  ,--  ,17.01
000721,西安饮食,-1004.42,0,-209.13,-407.9,-361.98,8605.24,-574.33,-1847.11,53541,8136,5.99万,11.57,0,7.36,8.18
000722,湖南发展,8654.62,3203.3,8657.46,6695.74,6687.42,-9540.17,5778.77,-1845.8,38465,12067,14.19万,5.01,-0.25,11.75,13.06
000723,美锦能源,-3570.4,0,-3570.4,-2796.53,-2531.8,7725.15,-2422.99,-2564.28,36745,5303,4.39万,9.23,1.59,7.76,8.56
000725,京东方Ａ,195279.02,6465.91,236421.45,195315.38,195117.06,333885.09,545339.13,-441758.94,1674791,13944,4.38万,3.34,2.28,2.98,3.16
000726,鲁  泰Ａ,40700.44,2886.05,41287.96,34541.01,34452.15,375870.88,36230.46,-12273.83,82035,6836,7.86万,3.67,-0.26,10.5,11.22
000727,华东科技,-2623.57,20.58,-964,-984.39,-654.58,-46993.71,90070.1,595305.88,32888,10890,8.65万,3.19,2.45,7.53,8.05
000728,国元证券,244920.25,134561.23,245050.05,188712.31,188712.31,438957.91,1315853.13,2168238.25,101125,19422,31.11万,3.08,-0.18,15.3,16.3
000729,燕京啤酒,76403.88,2067.75,82944.32,66466.85,59788.01,376329.38,188355.75,76686,93007,26980,21.18万,2.63,0.77,7.07,7.5
000731,四川美丰,5162.45,-149.28,5338.06,4613.74,4568.78,105861.02,2239,4353.68,55821,10593,7.22万,4.39,-0.58,6.6,7.18
000732,泰禾集团,74449.57,1181.78,72556.82,54463.76,56610.38,267896.81,68631.71,231462.41,24110,42131,100.95万,0.31,1.09,23,25.2
000733,振华科技,9769.23,833.4,10241.66,8259.87,7974.99,53617.13,-107.3,-10180.5,45074,9521,14.18万,4.95,-0.06,14.89,16.54
000735,罗 牛 山,-1441.89,3842.15,740.09,685.37,265.86,45701.51,-19802.84,-29893.7,106840,8237,4.52万,4.82,0.18,5.35,5.94
000736,中房地产,3791.48,-28.76,3788.73,2125.51,2258.5,85000.61,-14201.59,38761.59,10761,12892,18.86万,8.62,-0.13,14.21,15.79
000737,南风化工,-10549.42,-404.67,-10024.21,-10168.32,-10072.62,-99471.93,6621.06,235.15,50442,10879,4.82万,3.86,-0.22,4.35,4.83
000738,中航动控,10769.32,240.13,11297.08,9715.03,9630.24,78380.96,-240,12080.7,72257,15855,39.46万,2.71,0,24.89,27.66
000739,普洛药业,15709.13,-110.16,17012.72,13284.92,13284.92,100961.47,13315.02,-2211.87,84370,8936,5.74万,4.17,-0.31,6.04,6.3
000748,长城信息,3423.35,2169.7,5550.81,5018.9,4009.51,46201.78,-32904.37,-55295.45,26151,28723,100.18万,0,--  ,--  ,34.88
000750,国海证券,150747.3,24689.9,150683.3,112913.02,110151.02,151389.34,889412.81,1886217.25,114153,20239,19.73万,3.47,0.51,9.22,9.86
000751,锌业股份,4594.7,0,4753.1,4753.1,4753.03,-111551.35,-4877.5,-5090.91,208559,6760,3.44万,3,-0.19,5.02,5.35
000752,西藏发展,3699.96,-599.87,3704.95,3274.03,1156.68,44859,5265.65,4081.09,41697,6325,7.32万,13.27,0,11.57,12.85
000753,漳州发展,-3100.23,-18.93,-2546.6,-3452.06,-3184.33,27341.71,-4746.41,-39334.53,74888,9334,6.00万,0,--  ,--  ,6.43
000755,山西三维,-24572.35,0,-24471.65,-24496.39,-23771.1,-24947.4,-1662.09,-13473.55,59564,7878,6.85万,5.32,0,8.69,9.65
000756,新华制药,4025.62,270.63,4447.91,3109.6,2585.95,49335.98,7327.18,19154.01,36803,8350,10.13万,0,--  ,--  ,12.13
000757,浩物股份,2469.7,119.19,2168.23,1812.35,1812.35,-80468.18,-430.07,-13936.48,25227,12400,10.01万,6.15,0.37,7.63,8.21
000758,中色股份,28422.13,6780.17,30981.75,22207.17,19470.25,155894.52,-15192.3,-14373.05,93461,9646,13.52万,3.5,-0.35,12.78,13.97
000759,中百集团,3517.68,313.92,5332.68,2070.34,2172.9,93790.52,22128.31,-13498.24,31898,21339,13.49万,1.34,-0.31,6.23,6.6
000760,斯太尔,-5486.15,1376.62,-5188.02,-4762.47,-4661.96,-10206.82,-5145.5,-16259.85,26521,12503,9.40万,0,--  ,--  ,7.52
000761,本钢板材,12100.37,658.42,14256.54,14498.45,12800.71,214338.77,-234403.72,-626442.25,69626,39295,19.10万,0.7,0.2,4.63,4.91
000762,西藏矿业,1494.06,-195.5,1763.85,1115.81,1129.25,-7667.62,3940.62,6607.85,42380,11231,11.12万,5.19,-1,9.9,10.98
000766,通化金马,600.96,2477.54,789.14,841.35,841.35,-80534,-9488.8,1060.17,41116,10921,8.16万,8.05,0,7.47,8.3
000767,漳泽电力,51722.68,4355.56,60011.15,50074.1,41739.96,114334.57,116095.75,-166326.84,211141,7453,4.02万,2.73,-0.18,5.29,5.77
000768,中航飞机,-18530.98,387.04,-11478.66,-11647.36,-10622.4,71259.74,-274087.97,-46324.03,164966,15019,34.89万,1.99,0,23.23,25.81
000776,广发证券,1124196.88,610333.5,1133879.13,863774.81,840596.13,2122024,5604242.5,14179648,166291,35596,50.15万,2.81,0,13.1,13.89
000777,中核科技,2637.37,1458.4,3710.4,3280.73,3495.68,35906.68,-5485.6,-10105.8,99608,3849,7.70万,3.91,-0.09,19.63,21.62
000778,新兴铸管,23186.95,68765.96,30116.64,27242.6,34895.3,491521.09,13915.47,-60242.23,225495,16150,20.87万,0,--  ,--  ,12.92
000779,三毛派神,-1744.18,0,-1728.54,-1728.54,-1728.54,-27562.58,-493.42,-6157.56,13738,13571,17.17万,2.64,-0.62,11.96,13.23
000780,平庄能源,-5803.06,0,-5859.35,-5004.91,-5004.91,154041.55,-106.08,-1392.41,63594,15950,7.58万,1.21,-0.41,4.67,4.99
000782,美达股份,9156.91,8618.91,9572.5,9572.38,9613.66,9312.07,-5036.22,4653.28,27876,14511,41.11万,0,--  ,--  ,28.33
000783,长江证券,314320.25,25526.11,314731.09,244901.05,244850.67,486677.31,2050184.38,3613907.5,288633,16430,16.51万,4.91,0.6,9.01,9.66
000785,武汉中商,4845.45,406.17,5422.3,4012.78,2360.91,30678,1545.93,-7769.74,17003,14768,11.42万,3.38,-0.38,7.68,8.2
000786,北新建材,60652.23,2368.38,61383.51,52847.1,38264.21,366950.78,51483.56,-20654.47,35342,32548,60.47万,0,--  ,--  ,18.58
000788,北大医药,-13420.09,-231.3,-13009.42,-13102.41,-12197.86,15059.95,11376.36,-16019.65,30180,18515,18.07万,2.09,-0.2,9.33,10.16
000789,万年青,12758.67,1032.81,17024.43,12068.24,9781.4,148880.63,14119.25,5173.35,47825,12825,7.69万,2.47,-0.49,5.69,6.15
000790,华神集团,588.1,-0.07,702.28,425.87,425.87,7887.82,-5525.64,4135.66,41786,10252,10.43万,9.78,0,10.17,11.3
000791,甘肃电投,-6487.48,2885.66,-6464.22,-7104.75,-6804.87,69501.22,36776.39,-12627.15,19076,6017,5.57万,6.88,0.54,8.95,9.94
000792,盐湖股份,8213.25,2051.36,44664.2,34092.65,36099.37,851245.19,-72241.61,140414.42,56850,27553,53.78万,1.13,0.05,17.58,18.49
000793,华闻传媒,42477.05,3931.6,44682.23,42984.37,40553.95,232736.8,22758.1,56688.95,78956,21202,32.08万,3.19,0,15.13,16.81
000795,太原刚玉,-4208.14,0,-4596.41,-4601.43,-4577.49,-52769.7,-20443.61,-56044.4,39485,7010,8.41万,0,--  ,--  ,11.99
000796,易食股份,3921.06,367.75,3936.43,2697.09,1448.54,-7466.13,1884.68,8418.82,33243,7416,12.98万,3.64,0.57,16.54,18.27
000797,中国武夷,7279.65,5159.1,7277.5,4179.48,7155.8,54822.55,8914.11,68042.4,24423,13690,21.01万,3.65,0.78,15.23,16.92
000798,中水渔业,558.82,1965.09,2203.93,2086.65,1972.06,16275.95,-7802.45,-23128.23,17323,18441,15.40万,2.08,0.36,8.2,8.94
000799,*ST酒鬼,4438.77,183.19,4722.03,3409.1,3949.3,2587.23,10985.12,-90.32,52475,4273,8.87万,0,--  ,--  ,20.77
000800,一汽轿车,22983.95,9086.98,24316.28,19340.17,16419.63,377769.13,9849.71,-47109.57,84424,16722,23.75万,2.86,0.14,14.18,15.76
000801,四川九洲,6866.68,0,8528.21,7255.8,6817,70787.65,-10673.78,536.71,20200,22767,42.41万,3.5,0,18.63,20.7
000802,北京文化,410.75,423.55,502.92,92.42,336.15,9166.51,8504.88,-6483.45,20253,18505,31.87万,2.41,0,17.22,19.13
000803,金宇车城,-579.09,0.03,-579.9,-711.28,-711.18,-2800.12,-1289.43,547.35,8061,12119,17.21万,9.27,1.06,12.88,14.1
000806,银河投资,8497.19,10315.57,11750.13,9917.03,10032.87,-22734.4,-8002.91,36464.71,51674,11521,30.99万,0,--  ,--  ,26.9
000807,云铝股份,-18289.05,3034.76,-17974.52,-15143.42,-7524.88,-34494.59,31674.55,95645.3,129196,11913,5.30万,1.3,-0.22,4.33,4.68
000809,铁岭新城,-5145.96,0.88,-5047.16,-4436.85,-4436.85,265562.75,-7184.81,-13580.86,42340,12987,8.16万,2.98,-0.47,6.1,6.43
000810,创维数字,13794.27,282.66,16568.56,14733.84,15030.82,104048.4,-23330.42,-67765.47,14600,17762,21.85万,6.62,0,12.3,13.67
000811,烟台冰轮,23352.23,23307.88,23988.6,20194.25,19086.25,81680.92,-3578.53,-14004.45,32612,12099,11.95万,3.71,-0.8,9.5,10.22
000812,陕西金叶,3579.05,0,3912.63,3708.93,2169.18,31690.3,747.22,-5168.33,40578,10998,20.95万,0,--  ,--  ,19.05
000813,天山纺织,3588.81,0,3808.45,1650.26,558.65,-52521.45,1865.07,-5698.08,20729,17533,19.73万,0,--  ,--  ,11.25
000815,*ST美利,-7947.83,0,-14911.86,-14911.87,-14911.87,-105922.57,291.57,-441.8,27461,11536,18.64万,2.55,0,16.16,17.01
000816,智慧农业,-8588.07,1008,1622.06,1235.67,2853,57718.23,-7351.99,-14205.02,126909,8579,4.78万,3.69,-0.35,5.27,5.77
000818,方大化工,5002.93,308.26,4040.43,4081.78,4027.09,5867.08,12610.13,-7326.43,61395,11076,15.72万,0,--  ,--  ,14.19
000819,岳阳兴长,3925.93,-126.45,3802.09,2973.92,2610.37,19184.45,2298.4,31473.46,23538,10455,20.15万,4.09,-0.92,19.27,21.41
000820,金城股份,63.57,0,-224.33,-363.8,-363.8,-60442.61,825.35,-391.23,17848,12375,20.99万,0,--  ,--  ,16.96
000821,京山轻机,3879.01,4079.46,4092.71,3628.13,2841.31,14226.98,1191.97,-497.26,52848,6532,5.76万,5.54,-1.23,8.78,9.75
000822,山东海化,11169.19,-15.28,11567.16,8584.96,8610.32,-50332.42,13097.21,-19682.17,75230,11898,6.65万,2.37,0.17,5.4,5.84
000823,超声电子,8208.17,0,8448.74,7127.07,5674.51,66380.09,14509.8,-2989.42,40771,13168,10.76万,3.16,-0.72,7.51,8
000825,太钢不锈,-5313.18,2098.06,3400.28,2605.16,6392.21,1059067.5,15074.97,-28927.21,290000,19641,8.45万,1.17,-0.23,4.3,4.78
000826,桑德环境,43721.71,-447.01,44798.05,37709.53,37943.06,240707.77,-21786.78,43915.98,33583,25063,83.61万,1.87,0.15,31.26,33.37
000828,东莞控股,48620.3,24785.31,48814.34,41418.32,41418.32,152553.67,-84627.6,-32835.85,44377,23425,22.07万,1.78,0,9.17,9.99
000829,天音控股,-14390.25,-669.32,-13264.57,-13702.35,-8185.56,83493.06,54596.21,-120236.4,72729,13018,9.87万,3.16,-1.17,7.39,8.1
000830,鲁西化工,33205.46,504.87,36718.93,27802.41,27802.41,233127.84,86382.65,64510.31,101984,14355,8.97万,3.34,-0.31,5.61,6.1
000831,五矿稀土,916.82,-6.95,1234.25,99.52,145.72,56039.3,-19042.25,-19229.67,87850,8483,12.51万,4.56,0,14.5,15.7
000833,贵糖股份,-1289.53,-203.74,162.28,348.5,348.5,24640.86,-13027.87,-13814.19,41832,7077,6.45万,4.04,0,9.12,10.13
000835,长城动漫,623.57,0,838.99,233.95,266.53,-1320.14,2526.5,657.55,53984,5657,5.09万,4.18,-0.77,9,9.97
000836,鑫茂科技,-6646.22,0,-6159.33,-6114.72,-5574.5,-1553.62,6551.91,54653.61,22690,12891,18.10万,3.25,0.35,12.83,14.12
000837,秦川机床,-7238.35,1039.43,-5039.03,-5698.66,-5914.8,72792.99,-17158,5049.78,51914,4924,5.94万,11.26,0,12.07,13.41
000838,国兴地产,9222.36,13.78,9227.66,6670.74,6819.41,17052.24,6627.4,3067.54,8852,20447,31.75万,3.97,0,15.53,17.25
000839,中信国安,18101.9,31816.16,18170.07,17739.1,17981.59,177987.67,-7671.02,-20558,71652,21878,51.13万,0,--  ,--  ,23.37
000848,承德露露,35214.51,-41.02,35374.44,26192.25,25718.07,48377.4,16784.15,3971.26,39521,19040,23.93万,2.66,-0.39,11.35,11.86
