代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量
600730,中国高科,-22.02,-60.44,17.93,14.69,4.13,-49.63,53.45,544130496,1.7,综合类,北京,12.47,20.93,89376,170588,0.52,0
600731,湖南海利,1.53,45.86,3.14,3.54,2.79,16.41,93.46,43608924,0.6,农药化肥,湖南,11.85,6.65,38030,27536,1.38,24
600732,*ST新梅,-60.72,-2601.51,-56.54,79.22,7.65,433.31,--  ,0,0,区域地产,上海,0,7.71,0,0,--  ,0
600733,S前锋,6.32,-194.98,-91.02,862.34,21.33,-96.22,--  ,59307504,0.7,区域地产,四川,2.62,32.67,4227,13926,0.3,0
600734,实达集团,444.53,5.82,-58.19,62.8,36.09,-129.36,--  ,0,0,电脑设备,福建,0,9.81,0,0,--  ,0
600735,新华锦,1.03,0.26,7.32,6.52,6.34,83.18,94.46,0,0,纺织,山东,0,11.21,0,0,--  ,0
600736,苏州高新,-16.25,-37.91,-12.84,7.77,2.04,-11.79,134.06,0,0,园区开发,江苏,0,8.15,0,0,--  ,0
600737,中粮屯河,48.77,-451.09,-0.37,5.47,5.56,66.09,--  ,1608111616,0.86,食品,新疆,14.85,15.71,445341,578287,0.77,0
600738,兰州民百,-5.97,-6.83,12.29,4,2.06,-21.83,21.64,77525048,0.69,百货,甘肃,9.99,6.6,59906,57579,1.04,30
600739,辽宁成大,-10.8,241.38,31.18,6.01,1.34,-36.27,9.82,0,0,商贸代理,辽宁,0,15.83,0,0,--  ,0
600740,山西焦化,-33.22,-1595.67,-13.28,2.29,1.53,-9.58,--  ,103560312,0.6,焦炭加工,山西,12.2,5.25,101390,95966,1.06,11
600741,华域汽车,8.65,12.65,10.28,0.95,1.58,8.27,7.35,680320000,1.26,汽车配件,上海,9.52,14.49,278033,191431,1.45,68
600742,一汽富维,-8.43,-19.67,4.34,0.83,1.13,18.52,10.89,181487936,0.73,汽车配件,吉林,9.55,20.43,44701,44130,1.01,10
600743,华远地产,-42.76,-43.7,8.97,4.66,2.7,26.18,38.47,256210336,0.76,区域地产,北京,12.12,5.49,278671,188334,1.48,15436
600744,华银电力,4.15,111.99,0.92,1.56,3.61,3.62,101.15,266950176,0.68,火力发电,湖南,13.51,6.89,196002,191683,1.02,29
600745,中茵股份,-50.38,-69.44,9.24,30.48,4.38,-46.01,934.77,0,0,区域地产,湖北,0,23.72,0,0,--  ,0
600746,江苏索普,-18.83,-216.85,-4.74,8.31,5.5,126.32,--  ,37136168,0.53,化工原料,江苏,14.94,7.96,24369,22268,1.09,40
600747,大连控股,5.07,25.27,-8.53,15.63,3.19,-1573.92,--  ,346509504,0.74,元器件,辽宁,11.83,4.74,378048,352369,1.07,0
600748,上实发展,33.21,-76.06,21.4,14.52,2.27,-19.5,34.19,188080512,1.26,全国地产,上海,11.74,9.96,107188,81607,1.31,3768
600749,西藏旅游,-15.6,-167.96,-93.89,63.74,4.79,203.87,--  ,247932480,0.65,旅游景点,西藏,12.15,15.26,58701,103815,0.57,0
600750,江中药业,-5.09,45.2,12.56,11.37,7.05,54.51,53.81,869597632,1.01,中成药,江西,15.08,46.38,93777,93706,1,38207
600751,天海投资,-13.36,1303.05,53.92,106.52,1.56,-9155.95,98.41,91573648,0.66,水运,天津,11.27,6.72,70334,65866,1.07,1
600753,东方银星,-69.73,10.19,-330,5395.2,21.56,6277.14,--  ,29200840,0.46,批发业,河南,11.67,17.92,10602,5689,1.86,38
600754,锦江股份,81.89,56.5,15.52,9.18,2.75,61.43,39.2,0,0,酒店餐饮,上海,0,28.41,0,0,--  ,0
600755,厦门国贸,-2.25,-12.57,1.88,0.45,1.55,-4.57,14.9,358753312,1.3,商贸代理,福建,12.54,7.08,263572,243167,1.08,9299
600756,浪潮软件,16.91,103.7,2.9,10.66,5.12,-22.27,107.51,402508032,1.05,软件服务,山东,11.14,16.37,107962,137900,0.78,0
600757,长江传媒,18.87,20.69,7.07,3.73,2.02,147.25,19.84,328179776,1.04,出版业,湖北,16.29,8.07,313322,93272,3.36,238408
600758,红阳能源,-11.34,-5.6,7.39,13.28,5,-89.32,92.52,34334360,0.61,供气供热,辽宁,9.36,8.62,21692,18158,1.19,132
600759,洲际油气,85.26,54.09,-2.06,24.53,2.95,156.23,570.95,343572320,0.73,石油开采,海南,9.62,7.19,253386,224664,1.13,2763
600760,中航黑豹,-34.73,-36.12,-12.21,4.79,8.33,66.64,--  ,380868736,0.7,汽车整车,山东,13.09,13.29,137901,148706,0.93,0
600761,安徽合力,-15.22,-40.55,8.88,2.1,1.65,35.32,14.17,158301808,1.26,工程机械,安徽,9.48,10.17,91518,64145,1.43,1361
600763,通策医疗,33.81,33.94,25.87,51.61,25.37,312.98,130.3,0,0,医疗保健,浙江,0,110.36,0,0,--  ,0
600764,中电广通,18.26,39.48,2.35,10.3,6.3,152.06,2106.43,179328608,1.04,通信设备,北京,13.73,11.89,60764,90041,0.67,0
600765,中航重机,-3.34,-85.09,-1.02,4.23,3.6,-117.24,448.55,502730944,0.75,机械基件,贵州,11.03,16.68,116609,184842,0.63,0
600766,园城黄金,-59.07,-81.84,30.99,420.43,72.67,1370.67,670.73,89155560,0.62,黄金,山东,13.93,11.47,40346,37362,1.08,27
600767,运盛医疗,64.58,8.99,-189.61,428.1,13.26,415.9,--  ,0,0,医疗保健,上海,0,13.62,0,0,--  ,0
600768,宁波富邦,4.71,28.15,-4.18,3.83,20.07,-32.52,--  ,104504472,0.88,铝,浙江,11.86,12.64,43633,39047,1.12,0
600769,祥龙电业,270.09,1070.75,55.86,233.66,63.39,-420.67,209.79,81411328,0.79,火力发电,湖北,12.14,7.46,56730,52343,1.08,103
600770,综艺股份,-9.18,97.11,49.77,38.57,3.2,-103.23,231.38,362944576,0.89,综合类,江苏,13.19,8.75,219831,194770,1.13,180
600771,广誉远,25.45,-79.52,3.38,28.61,60.17,-1159.38,3769.64,151879472,0.94,中成药,青海,14.41,21.29,39917,31420,1.27,20
600773,西藏城投,-65.98,-2.22,25.91,47.5,3.52,22.65,132.25,259683088,0.66,区域地产,西藏,12.28,12.18,80822,132454,0.61,0
600774,汉商集团,3.29,42.83,2.19,4.54,3.99,176.92,142.09,29054026,0.79,百货,湖北,9.57,13.18,11540,10497,1.1,11
600775,南京熊猫,4.99,2.21,7.46,6.14,3.15,-308.04,57.72,329620096,0.83,通信设备,江苏,14.4,11.56,156649,128472,1.22,17
600776,东方通信,9.1,23.71,3.34,5.25,3.52,-23.65,65.92,401589024,1.21,通信设备,浙江,10.47,7.76,290438,227022,1.28,111
600777,新潮实业,-60.57,-150.29,-25.61,40.8,6.48,123.99,--  ,0,0,综合类,山东,0,11.8,0,0,--  ,0
600778,友好集团,-19.74,44.52,2.9,1.59,2.99,-31.85,28.46,0,0,百货,新疆,0,16.01,0,0,--  ,0
600779,*ST水井,174.1,141.25,19.71,9.3,2.88,101.63,36.02,69830944,0.8,白酒,四川,5.28,7.51,47922,45059,1.06,1884
600780,通宝能源,-11.81,-29.33,9.88,2.86,1.85,16.91,19.2,88935752,1.27,火力发电,山西,16.06,6.76,76896,54665,1.41,8623
600781,辅仁药业,0.69,-1.42,9.78,14.77,8.22,141.07,106.22,189052976,1.12,中成药,河南,11.9,16.97,62088,49329,1.26,0
600782,新钢股份,-24.75,-623.54,-1.85,0.55,0.86,-81.04,--  ,279147520,1.68,钢加工,江西,10.76,4.98,233726,327144,0.71,180
600783,鲁信创投,-12.29,26.53,310.22,150.84,4.09,-220.57,32.04,382463456,0.9,矿物制品,山东,11.99,18.88,117334,85293,1.38,1826
600784,鲁银投资,-43.27,-97.17,1.29,3.15,2.46,48.39,2307.63,175909840,0.84,普钢,山东,12.29,6.84,141615,115570,1.23,3
600785,新华百货,9.84,-38.76,4.19,1.31,2.68,-117.5,19.95,93149824,0.71,百货,宁夏,9.31,22.34,25356,16333,1.55,72
600787,中储股份,-28.88,-4.51,0.55,2.15,2.83,23.56,23.58,526864384,0.9,仓储物流,天津,12.68,9.59,301652,248019,1.22,411
600789,鲁抗医药,-0.75,101.14,0.09,4.35,2.75,18113.61,4380.69,310939488,0.78,化学制药,山东,13.42,9.04,166864,177128,0.94,0
600790,轻纺城,-2.94,-9.98,52.95,17.42,1.96,-71.96,20.48,293263264,0.83,商品城,浙江,12.69,6.55,235381,212645,1.11,7790
600791,京能置业,-65.27,-43.79,22.53,9.68,1.8,-3.17,52.68,67125488,0.77,全国地产,北京,13.46,5.9,64569,49107,1.31,2407
600792,云煤能源,-24.94,-3546.07,-10.6,2.42,1.38,-24.43,--  ,60144424,0.78,焦炭加工,云南,8.56,4.6,71585,59027,1.21,108
600793,ST宜纸,-16.07,-168.53,-37635.99,67002.99,70.2,-1732.88,--  ,0,0,造纸,四川,0,19.98,0,0,--  ,0
600794,保税科技,83,-17.32,13.5,14.31,3.63,14.1,44.94,103243192,0.69,仓储物流,江苏,13.66,5.68,87913,93823,0.94,152
600795,国电电力,-15.21,15.52,22.14,3.31,1.75,6.8,12.78,2321907200,1.37,火力发电,辽宁,9.77,4.47,2864734,2327751,1.23,32436
600796,钱江生化,6.38,-59.93,6.23,11.46,4.28,68.39,100.23,128625856,0.71,农药化肥,浙江,10.68,8.25,86116,69867,1.23,0
600797,浙大网新,-2.97,369.39,2.13,3.6,4.76,-29.2,82.35,603215552,0.74,软件服务,浙江,12.99,9.76,260068,357800,0.73,0
600798,宁波海运,7.63,185.58,1.65,15.96,3.25,38.81,969.14,0,0,水运,浙江,0,8.27,0,0,--  ,0
600800,天津磁卡,-16.57,94.18,-62.79,70.24,34.02,-28.34,--  ,146143296,0.7,综合类,天津,13.21,6.39,112292,116243,0.97,349
600801,华新水泥,-11.24,-82.34,1.53,1.87,1.26,14.52,68.03,163990736,1.06,水泥,湖北,15.82,7.71,115205,97404,1.18,1079
600802,福建水泥,63.6,-1335.96,-11.45,1.56,1.85,-20.61,--  ,105420952,0.64,水泥,福建,10.14,6.24,97918,70993,1.38,5
600803,新奥股份,-10.65,-45.46,13.37,4.36,3,20.52,21.8,98120792,1.07,农药化肥,河北,14.04,11.25,53532,33650,1.59,4299
600804,鹏博士,10.97,41.99,12.67,6.82,4.83,12.22,30.4,963533888,0.76,电信运营,四川,10.41,18.11,300344,231766,1.3,5015
600805,悦达投资,-8.04,-42.92,26.8,9.64,1.35,30.23,15.56,246635232,1.2,综合类,江苏,11.06,10.22,128412,112885,1.14,6846
600806,昆明机床,23.95,49.71,-9.19,9.75,4.4,-46.14,--  ,0,0,机床制造,云南,0,8.84,0,0,--  ,0
600807,天业股份,40.25,221.38,16.66,18.09,13.11,52.46,55.47,749994752,0.88,区域地产,山东,12.35,10.29,319254,409263,0.78,0
600808,马钢股份,-18.77,-69.33,-5.61,1.02,1.08,5.16,--  ,164019408,0.72,普钢,安徽,7.1,3.15,248146,272200,0.91,2746
600809,山西汾酒,-2.35,-22.4,18.51,6.16,3.3,48.99,24.74,213441520,1.18,白酒,山西,8.88,15.66,84782,51494,1.65,10
600810,神马股份,-17.34,-91.97,-0.06,0.5,1.46,6.06,300.63,320834752,2.3,化纤,河南,18.62,8.12,157703,237172,0.66,8
600811,东方集团,-6.83,-11.01,15.58,5.89,1.6,33.42,19.59,0,0,综合类,黑龙江,0,9.99,0,0,--  ,0
600812,华北制药,-19.32,249.66,0.61,2.12,1.82,70.87,138.4,115818608,0.63,化学制药,河北,11.33,5.97,94205,99643,0.95,425
600814,杭州解百,-7.43,-5.85,10.38,2,2.88,-37.11,19.94,65770740,0.62,百货,浙江,9.64,7.92,44463,38552,1.15,296
600815,厦工股份,-36.65,-13483.61,-14.48,4.11,1.65,-1221.2,--  ,252825008,1.07,工程机械,福建,12.94,6.89,173130,193619,0.89,0
600816,安信信托,52.43,51.63,78.86,20.17,4.91,94.92,16.28,562532352,0.89,多元金融,上海,11.02,37.02,81903,70046,1.17,37
600817,ST宏盛,-33.12,-77.06,12.88,236.14,22.85,-72.3,13121.93,0,0,半导体,上海,0,15.38,0,0,--  ,0
600818,中路股份,-11.27,561.14,19.06,52.95,37.17,-531.39,194.02,165238592,1.21,文教休闲,上海,12.22,46.7,15394,19988,0.77,30
600819,耀皮玻璃,-10.61,-370.44,-8.21,4.23,1.71,28.86,--  ,68573536,0.77,玻璃,上海,10.14,5.77,62665,56215,1.11,7
600820,隧道股份,4.1,2.23,7.4,2.86,1.81,39.07,22.99,1179644800,0.79,建筑施工,上海,14.47,9.77,580976,626840,0.93,2
600821,津劝业,-14.97,-37.68,1.05,8.09,4.15,-246.04,350.96,109106272,0.64,百货,天津,11.41,6.16,94131,83118,1.13,46
600822,上海物贸,-14.95,-1589.44,-0.29,0.14,4.83,52.49,--  ,111470368,0.78,商贸代理,上海,14.89,8.93,64543,60336,1.07,124
600823,世茂股份,39.39,30.03,22.49,2.13,1.08,20.32,9.76,241268976,1.34,全国地产,上海,13.46,10,137252,103975,1.32,13410
600824,益民集团,16.37,10.08,8.11,3.51,3.64,29.68,27.63,259833504,0.81,百货,上海,14.29,6.65,191978,198599,0.97,274
600825,新华传媒,-6.99,34.1,4.83,10.75,3.37,-548.88,130.88,230322496,0.82,出版业,上海,11.71,8.48,128721,142923,0.9,537
600826,兰生股份,72.24,935.82,55.67,9.17,2.38,-55.32,10.82,263127584,1.18,商贸代理,上海,14.35,21.53,67236,54991,1.22,723
600827,百联股份,-4.5,49.45,6.16,1.17,1.81,201.35,13.48,1039102592,1.36,超市连锁,上海,13.71,17.05,321025,288349,1.11,13
600828,成商集团,-10.42,-62.36,7.57,4.31,3.4,111.43,35.28,0,0,百货,四川,0,7.68,0,0,--  ,0
600829,人民同泰,3.11,-18.76,2.9,1.18,4.1,-379.14,27.25,63127648,0.76,化学制药,黑龙江,11.89,9.9,32424,31368,1.03,356
600830,香溢融通,58.11,-8.84,8.62,5.13,1.93,114.94,46.34,301419008,0.58,多元金融,浙江,13.42,8.97,171447,164656,1.04,0
600831,广电网络,8.98,16.14,7.14,5.02,3.32,25.15,34.31,193280384,0.92,影视音像,陕西,13.82,10.81,96650,82116,1.18,2
600833,第一医药,8.52,19.63,3.52,3.76,3.69,54.97,63.43,105963544,0.75,医药商业,上海,13.79,13.83,38924,37675,1.03,29
600834,申通地铁,4.74,-26.97,4.47,15.88,4.21,210.48,94.34,138308144,0.72,公共交通,上海,14.64,12.86,51957,55614,0.93,144
600835,上海机电,-3.03,19.58,9.75,2.61,3.72,45.45,23.22,330598752,1.12,运输设备,上海,10.05,24.33,72860,63035,1.16,30
600836,界龙实业,22.49,-14.45,2.45,12.33,8.69,-17.57,1069.55,1008873856,1.39,广告包装,上海,18.98,22.93,228050,211963,1.08,78
600837,海通证券,228.41,252.9,62.4,6.42,1.38,2.44,6.97,4076562432,0.96,证券,上海,6.08,12.3,2089478,1225186,1.71,27620
600838,上海九百,-11.33,234.09,89.34,103.02,5.21,-535.11,56.06,1073088832,0.74,百货,上海,15.78,13.73,326733,454816,0.72,0
600839,四川长虹,9.49,-5.39,0.17,0.89,1.91,31.62,--  ,1424811136,0.58,家用电器,四川,13.91,6.04,1141118,1216830,0.94,0
600841,上柴股份,-27.54,-34.08,5.07,7.36,2.47,29.41,70.16,35065264,1.06,机械基件,上海,13.27,9.72,16474,19618,0.84,93
600843,上工申贝,7.13,139.74,13.29,5.7,3.42,-704.73,29.52,132513760,0.79,纺织机械,上海,14.52,11.26,61621,56100,1.1,18
600844,丹化科技,30.73,321.16,-0.67,8.34,5.31,17.31,191.29,96879680,0.75,化工原料,上海,9.87,5.92,86506,77186,1.12,5
600845,宝信软件,0.59,15.72,8.91,9.8,6.08,110.18,51.35,42163772,0.79,软件服务,上海,9.45,43.81,5779,3846,1.5,17
600846,同济科技,-10.73,-26.77,5.03,2.8,2.52,60.38,49.82,239586848,0.71,综合类,上海,12.4,7.17,170129,164228,1.04,120
600847,万里股份,27.05,15.66,-4.69,54.79,7.27,-153.39,1012.93,0,0,电气设备,重庆,0,33.09,0,0,--  ,0
600848,自仪股份,-6.31,-27.51,-4.39,9.74,35.85,-60,810.44,91586072,0.64,电器仪表,上海,13.45,13.05,36940,33261,1.11,20
600850,华东电脑,-2.38,17.76,5.38,4.59,7.6,-69.18,51.99,168834448,1.11,电脑设备,上海,10.32,33.26,31157,19601,1.59,1932
600851,海欣股份,-3.66,381.7,16.9,23.76,2.18,-54.92,53.18,318088064,1.19,纺织,上海,12.86,8.48,209685,165269,1.27,929
600853,龙建股份,3.01,23.98,0.57,1.88,5.02,-31.77,470.02,0,0,建筑施工,黑龙江,0,7.38,0,0,--  ,0
600854,春兰股份,-58.04,-41.81,8.94,24.18,1.56,-42.03,74.24,181437728,0.94,家用电器,江苏,10.58,6.07,171535,127265,1.35,0
600855,航天长峰,-0.1,-17.65,1.72,22.2,7.71,-124.58,295.63,308709216,0.81,专用机械,北京,13.11,20.19,68997,83914,0.82,0
600856,长百集团,73.28,129.36,15.6,18.95,7.71,-371.05,83.63,0,0,百货,吉林,0,22.21,0,0,--  ,0
600857,宁波中百,-4.47,17.35,6.51,4.25,4.07,-311.71,37.82,125345448,0.67,百货,浙江,10.48,11.31,57452,53332,1.08,32
600858,银座股份,10.91,-40.21,2.61,0.54,1.45,-82.73,22.41,56187816,0.69,百货,山东,8.39,8.15,31898,37061,0.86,581
600859,王府井,-3.99,22.65,6.76,1.06,1.27,-54.94,10.37,202349504,1.33,百货,北京,8.53,20.34,51881,47595,1.09,1309
600860,京城股份,-36.15,-329.73,-13.76,9.38,6.43,-12339.67,--  ,0,0,专用机械,北京,0,13.29,0,0,--  ,0
600861,北京城乡,-13.23,-15.41,6.08,3.26,1.47,-18.11,42.64,109333944,0.65,百货,北京,12.32,10.88,51150,49336,1.04,224
600862,南通科技,222.64,51.46,-2.37,8.06,7.4,40.98,--  ,368278496,0.75,全国地产,江苏,13.14,12.34,166939,131488,1.27,25
600863,内蒙华电,-17.27,-47.7,17.88,5.44,2.95,20.89,31.5,853742016,1.26,火力发电,内蒙,9.78,5.16,965408,689935,1.4,1032
600864,哈投股份,1.88,51.49,20.34,8.52,1.29,-13.55,29.45,163464256,1,火力发电,黑龙江,12.48,9.8,92710,74032,1.25,1974
600865,百大集团,0.41,-28.59,15.54,6.35,2.4,-5646.13,25.47,158771808,0.81,百货,浙江,11.97,9.2,87348,85282,1.02,36
600866,星湖科技,13.62,27.69,-25.77,12.41,3.94,146.46,--  ,0,0,食品,广东,0,8.32,0,0,--  ,0
600867,通化东宝,19.01,76.04,39.07,29.7,10.65,270.24,44.14,621031744,0.91,生物制药,吉林,7.89,20.4,197912,106497,1.86,155
600868,梅雁吉祥,-38.97,-194.37,-32.98,85.49,5.15,549.48,--  ,2206551552,0.68,水力发电,广东,14.73,5.95,1724923,1980828,0.87,0
600869,智慧能源,8.29,58.03,3.4,2.47,4.04,794.32,39.5,310181568,0.98,电气设备,青海,14.06,12.34,140130,111178,1.26,4354
600870,*ST厦华,0,100.61,--  ,0,610.66,139.59,1397.35,0,0,家用电器,福建,0,7.46,0,0,--  ,0
600871,石化油服,-45.09,-100.84,-5.84,3.74,3.7,-63.11,--  ,275709824,0.74,石油开采,北京,13.21,6.4,223152,207325,1.08,289
600872,中炬高新,-0.74,-32.7,10.65,13.04,7.27,122.97,83.58,0,0,食品,广东,0,21.62,0,0,--  ,0
600873,梅花生物,33.56,155.29,6.28,4.7,3.51,18.24,42.8,29864618,0.02,食品,西藏,0,9.31,1304,30774,0.04,0
600874,创业环保,11.16,26.03,26.69,12.83,2.89,6.29,33.86,176079520,1.36,环境保护,天津,13.86,8.28,115266,97371,1.18,5891
600875,东方电气,-4.1,-79.94,1.44,1.68,1.34,-30.73,90.91,761092736,1.16,电气设备,四川,10.18,12.95,356882,230617,1.55,8143
600876,洛阳玻璃,15.69,-453.55,-37.54,40.14,-190.78,-192.01,--  ,757562112,0.84,玻璃,河南,17.62,26.38,112719,174427,0.65,0
600877,中国嘉陵,-15.43,-197.65,-9.88,7.5,44.29,-45.1,--  ,338406080,0.89,摩托车,重庆,13.38,7.3,211208,252559,0.84,0
600879,航天电子,0.11,1.3,5.5,14.28,4.8,-38.46,154.53,0,0,航空,湖北,0,24.5,0,0,--  ,0
600880,博瑞传播,-15.73,-54.23,13.68,14.3,2.55,105.18,63.68,407695808,0.8,广告包装,四川,11.75,8.35,276918,211391,1.31,372
600881,亚泰集团,-21.59,-48.13,-1.74,3.19,1.42,92.74,136.22,439167360,0.9,水泥,吉林,10.74,6.51,401047,273586,1.47,269
600882,华联矿业,-59.97,-113.48,-10.69,25.15,4,39.49,--  ,0,0,普钢,山东,0,13.42,0,0,--  ,0
600883,博闻科技,-21.58,1060.21,1620.3,324.57,3.21,-113.55,9.56,70825768,0.75,水泥,云南,12.48,10.1,38623,31479,1.23,105
600884,杉杉股份,-0.09,413.79,38.24,4.4,1.65,-85.39,6.74,347800448,0.93,服饰,浙江,11.2,20.01,99646,74206,1.34,669
600885,宏发股份,8.1,31.28,19.1,6.5,5.13,30.51,25.42,65699028,0.68,电气设备,湖北,7.27,26.75,14697,9861,1.49,30
600886,国投电力,2.08,21.54,29.2,6.76,4.28,10.39,20.59,0,0,水力发电,北京,0,14.87,0,0,--  ,0
600887,伊利股份,9.42,16.11,10.3,3.28,5.22,16.09,18.42,2701873152,1.31,乳制品,内蒙,3.64,15.96,985303,708115,1.39,16541
600888,新疆众和,82.15,144.34,-0.47,1.07,1.3,9.6,75.82,135288144,0.64,铝,新疆,12.96,6.64,104568,99307,1.05,39
600889,南京化纤,-7.94,-19.78,0.59,4.16,3,-9.04,1256.88,147987504,0.92,化纤,江苏,10.84,9.45,79978,76652,1.04,0
600890,中房股份,-68.68,-315.42,-662.79,2088.2,12.83,-433.5,--  ,64877852,0.68,区域地产,北京,11.95,7.1,48665,42771,1.14,210
600891,秋林集团,12.01,14.93,17.38,14.72,3.68,-31.14,53.16,215397008,0.86,百货,黑龙江,10.73,10,79537,135810,0.59,0
600892,宝诚股份,-94.54,-7041.29,-98.41,613.16,492.9,-478.25,--  ,31731188,0.36,综合类,深圳,12.28,37.09,4883,3671,1.33,4
600893,中航动力,-15.98,59.82,4.29,8.67,5.65,-20.84,107.29,2155148288,0.9,航空,陕西,12.1,41.6,326692,191328,1.71,5639
600894,广日股份,5.03,13.98,17.31,5.38,2.59,951.72,17,193940160,1.42,运输设备,广东,10.18,13.32,73395,72229,1.02,1097
600895,张江高科,-30.11,170.93,70.56,57.95,4,633.9,51.59,806096000,1.02,园区开发,上海,12.95,18.58,229092,204706,1.12,9451
600896,中海海盛,-2.36,216.8,26.86,15.18,3.48,124.32,31.75,262874768,0.68,水运,海南,9.92,11.84,114163,107769,1.06,45
600897,厦门空港,11.47,-16.14,36.68,7.87,2.08,22.63,14.82,280755712,1.75,机场,福建,9.77,20.43,50514,86903,0.58,145
600898,三联商社,5.7,-0.71,3.76,6.82,8.46,64.15,109.4,236806304,0.84,电器连锁,山东,13.67,12.48,99756,90034,1.11,113
600900,长江电力,3.47,53.25,56.55,23.6,2.77,39.93,22.77,0,0,水力发电,北京,0,14.35,0,0,--  ,0
600917,重庆燃气,5.53,14.08,7.91,5.69,5.14,39.62,40.74,175776000,1.4,供气供热,重庆,12.46,10.54,102889,63862,1.61,253
600958,东方证券,0,0,69.23,7.39,2.4,2.72,6.91,522101248,0.81,证券,上海,8.26,15.79,171047,159577,1.07,415
600959,江苏有线,0,0,19.5,19.75,3.78,78.58,53.83,532909504,0.79,影视音像,江苏,11.57,16,172900,160215,1.08,17
600960,渤海活塞,-14.36,-68.66,3.77,7.44,2.01,107.57,82.68,106721328,0.68,汽车配件,山东,13.13,8.14,71750,59341,1.21,346
600961,株冶集团,-7.2,-1267.62,-2.06,0.67,7.17,27.77,--  ,144971872,0.73,铅锌,湖南,13.1,8.9,84623,78351,1.08,4
600962,*ST中鲁,-4.09,71.22,-2.59,7.26,3.98,9.39,--  ,46638496,0.67,软饮料,北京,2.74,11.81,13803,25684,0.54,0
600963,岳阳林纸,-5.58,-95.05,-6.57,2.21,1.26,8.54,--  ,364928032,0.78,造纸,湖南,14.61,6.53,278496,280301,0.99,255
600965,福成五丰,12.25,59.46,8.81,12.75,4.98,79.23,85.5,72318984,0.71,农业综合,河北,9.9,9.13,40001,39243,1.02,273
600966,博汇纸业,2.44,7.59,0.03,1.38,1.12,18.22,43.68,137132880,0.45,造纸,山东,9.5,3.32,192508,220344,0.87,1398
600967,北方创业,-51.01,-113.65,-4.44,16.75,6.16,-54.65,--  ,0,0,运输设备,内蒙,0,17.12,0,0,--  ,0
600969,郴电国际,5.3,13.35,10.36,3.09,1.36,15.3,24.44,54148216,0.6,水力发电,湖南,7.93,13.43,23287,17034,1.37,577
600970,中材国际,-13.88,-9.04,3.74,1.36,2.54,-84.72,22.35,501081088,0.68,建筑施工,江苏,10.25,11.92,171010,249320,0.69,0
600971,恒源煤电,-34.75,-1281.08,-22.44,2.18,0.83,36.62,--  ,45502904,0.59,煤炭开采,安徽,7.64,5.47,41829,41373,1.01,168
600973,宝胜股份,6.75,13.2,1.14,0.74,1.81,-29.02,39.38,116295880,0.62,电气设备,江苏,11.95,9.64,58572,62084,0.94,10
600975,新五丰,3.29,38.04,-7.32,4.51,2.6,-147,--  ,80682624,0.7,农业综合,湖南,12.31,8.4,46075,50026,0.92,21
600976,健民集团,11.71,-22.69,5.05,3.41,3.6,98.23,36.46,89332512,0.65,中成药,湖北,11.34,22.47,19035,20723,0.92,2
600978,宜华木业,-7.66,5.85,19.86,16.28,5.06,93.09,49.05,0,0,家居用品,广东,0,22.33,0,0,--  ,0
600979,广安爱众,7.98,69.2,11.93,8.47,4.45,36.34,35.76,0,0,水力发电,四川,0,9.2,0,0,--  ,0
600980,北矿磁材,-16.86,-83.64,-2.55,19.21,8.68,-132.16,3231.75,102424168,1.09,元器件,北京,15.07,15.84,38451,26220,1.47,0
600981,汇鸿集团,6.08,150.59,0.8,0.71,3.37,12.23,56.97,94672288,0.72,商贸代理,江苏,14.27,6.92,73119,63620,1.15,102
600982,宁波热电,3.78,-22.6,22.82,9.71,1.67,-24.59,27.02,115867440,0.63,供气供热,浙江,13.48,5.49,105103,106042,0.99,433
600983,惠而浦,7.65,3.25,7.07,4.11,2.67,26.25,28.08,0,0,家用电器,安徽,0,14.88,0,0,--  ,0
600984,*ST建机,-17.91,-27.65,-27.64,12.1,3.05,-711.38,--  ,19884212,0.87,工程机械,陕西,3.93,7.04,13778,14458,0.95,0
600985,雷鸣科化,-15.13,-24.25,14.1,5.76,2.16,56.01,25.9,35457880,0.47,化工原料,安徽,9.82,9.39,18418,19332,0.95,2
600986,科达股份,31.51,17.23,5.71,9.17,5.62,52.44,151.34,138464528,0.9,建筑施工,山东,10.91,13.66,57418,43952,1.31,463
