time,price,change,vol,amount,ÐÔÖÊ
14:04:23,15.72,--,4204,6608688,ÂôÅÌ
14:04:18,15.72,--,1739,2733770,ÂôÅÌ
14:04:13,15.72,-0.01,97,153930,ÂôÅÌ
14:04:08,15.73,0.01,152,239096,ÂòÅÌ
14:04:03,15.72,--,250,393125,ÂôÅÌ
14:03:58,15.72,-0.01,948,1491765,ÂôÅÌ
14:03:53,15.73,--,49,78524,ÂôÅÌ
14:03:48,15.73,--,977,1537009,ÂòÅÌ
14:03:43,15.73,--,1136,1786928,ÂòÅÌ
14:03:38,15.73,0.01,124,196562,ÂòÅÌ
14:03:33,15.72,-0.03,2308,3629685,ÂôÅÌ
14:03:28,15.75,0.01,346,545076,ÂòÅÌ
14:03:23,15.74,--,673,1060750,ÂôÅÌ
14:03:18,15.74,--,356,561855,ÂòÅÌ
14:03:13,15.74,--,4746,7470329,ÂòÅÌ
14:03:08,15.74,--,392,618519,ÂòÅÌ
14:03:03,15.74,-0.01,464,730336,ÂôÅÌ
14:02:53,15.75,--,752,1184400,ÂòÅÌ
14:02:53,15.75,--,362,570276,ÂòÅÌ
14:02:48,15.75,--,580,913500,ÂôÅÌ
14:02:43,15.75,-0.01,372,585900,ÂôÅÌ
14:02:38,15.76,--,378,597114,ÂòÅÌ
14:02:33,15.76,0.01,55,86743,ÂòÅÌ
14:02:23,15.75,--,126,198576,ÂôÅÌ
14:02:23,15.75,0.01,1618,2549736,ÂòÅÌ
14:02:18,15.74,--,353,555810,ÂôÅÌ
14:02:13,15.74,--,472,744439,ÂôÅÌ
14:02:08,15.74,--,737,1161486,ÂôÅÌ
14:02:03,15.74,--,297,467666,ÂòÅÌ
14:01:58,15.74,0.01,828,1304783,ÂòÅÌ
14:01:53,15.73,--,439,690609,ÂôÅÌ
14:01:48,15.73,-0.01,1936,3046838,ÂôÅÌ
14:01:43,15.74,--,1320,2077680,ÂòÅÌ
14:01:38,15.74,0.01,164,258136,ÂòÅÌ
14:01:33,15.73,--,360,566280,ÂôÅÌ
14:01:28,15.73,--,615,967457,ÂôÅÌ
14:01:23,15.73,--,209,330204,ÂôÅÌ
14:01:18,15.73,-0.02,124,196562,ÂôÅÌ
14:01:13,15.75,0.02,257,404964,ÂòÅÌ
14:01:08,15.73,-0.04,1170,1841794,ÂôÅÌ
14:01:03,15.77,--,1394,2198464,ÂôÅÌ
14:00:51,15.77,-0.02,1852,2920604,ÂôÅÌ
14:00:46,15.79,-0.01,264,418371,ÖÐÐÔÅÌ
14:00:41,15.8,--,440,696716,ÂòÅÌ
14:00:36,15.8,-0.01,328,518240,ÂôÅÌ
14:00:31,15.81,0.01,430,679956,ÂòÅÌ
14:00:26,15.8,-0.01,1220,1927600,ÂôÅÌ
14:00:21,15.81,-0.02,556,880553,ÂôÅÌ
14:00:16,15.83,0.01,508,805683,ÂòÅÌ
14:00:11,15.82,-0.01,399,631281,ÂôÅÌ
14:00:06,15.83,-0.01,448,710703,ÂôÅÌ
14:00:01,15.84,--,620,982080,ÂôÅÌ
13:59:56,15.84,-0.01,718,1137438,ÂôÅÌ
13:59:46,15.85,--,556,882781,ÂôÅÌ
13:59:36,15.85,-0.01,355,562738,ÂôÅÌ
13:59:36,15.86,--,308,488488,ÂôÅÌ
13:59:31,15.86,-0.02,9,15733,ÂôÅÌ
13:59:26,15.88,0.01,115,182683,ÂòÅÌ
13:59:21,15.87,--,248,395099,ÂôÅÌ
13:59:11,15.87,-0.01,1166,1850568,ÂôÅÌ
13:59:11,15.88,--,72,115860,ÂôÅÌ
13:59:06,15.88,--,200,317600,ÂôÅÌ
13:59:01,15.88,-0.01,196,311248,ÂôÅÌ
13:58:56,15.89,0.01,142,225765,ÂòÅÌ
13:58:51,15.88,--,112,179380,ÂôÅÌ
13:58:45,15.88,-0.01,120,192084,ÂôÅÌ
13:58:40,15.89,0.01,343,545090,ÂòÅÌ
13:58:35,15.88,--,31,49291,ÂôÅÌ
13:58:30,15.88,-0.01,173,276184,ÂôÅÌ
13:58:25,15.89,0.01,291,462462,ÂòÅÌ
13:58:20,15.88,-0.02,79,125515,ÂôÅÌ
13:58:15,15.9,0.01,8,12720,ÂòÅÌ
13:58:10,15.89,0.01,116,184324,ÖÐÐÔÅÌ
13:58:05,15.88,--,104,166676,ÂôÅÌ
13:57:55,15.88,-0.02,1125,1787960,ÂôÅÌ
13:57:50,15.9,--,189,300700,ÂôÅÌ
13:57:45,15.9,0.02,1516,2411966,ÂòÅÌ
13:57:40,15.88,-0.01,25,41160,ÖÐÐÔÅÌ
13:57:30,15.89,-0.01,81,128899,ÖÐÐÔÅÌ
13:57:30,15.9,--,5,9412,ÂòÅÌ
13:57:25,15.9,--,96,154166,ÂòÅÌ
13:57:20,15.9,--,596,947640,ÂôÅÌ
13:57:15,15.9,--,418,664747,ÂôÅÌ
13:57:10,15.9,--,144,228960,ÂôÅÌ
13:57:05,15.9,-0.01,84,133560,ÂôÅÌ
13:57:00,15.91,0.01,240,381840,ÂòÅÌ
13:56:55,15.9,--,248,394320,ÂôÅÌ
13:56:50,15.9,-0.01,152,243206,ÂôÅÌ
13:56:45,15.91,0.01,100,159100,ÂòÅÌ
13:56:40,15.9,--,140,222600,ÂôÅÌ
13:56:35,15.9,--,1676,2666366,ÂòÅÌ
13:56:30,15.9,--,304,483360,ÂòÅÌ
13:56:25,15.9,0.01,124,198686,ÂòÅÌ
13:56:20,15.89,-0.01,35,55678,ÂôÅÌ
13:56:15,15.9,--,30,49099,ÂòÅÌ
13:56:10,15.9,0.01,65,103540,ÂòÅÌ
13:56:05,15.89,--,32,50848,ÂôÅÌ
13:56:00,15.89,0.01,174,277884,ÂòÅÌ
13:55:55,15.88,--,50,79527,ÂôÅÌ
13:55:50,15.88,--,136,215968,ÂôÅÌ
13:55:45,15.88,0.01,208,330304,ÂôÅÌ
13:55:40,15.87,--,64,101568,ÂôÅÌ
13:55:35,15.87,--,564,895068,ÂôÅÌ
13:55:30,15.87,-0.01,20,31740,ÖÐÐÔÅÌ
13:55:25,15.88,0.02,399,633675,ÂòÅÌ
13:55:20,15.86,-0.01,20,33242,ÂôÅÌ
13:55:15,15.87,--,145,231575,ÂòÅÌ
13:55:10,15.87,--,127,201612,ÂôÅÌ
13:55:05,15.87,--,2957,4694219,ÂôÅÌ
13:55:00,15.87,--,170,269916,ÂôÅÌ
13:54:55,15.87,--,75,119088,ÂôÅÌ
13:54:50,15.87,0.01,124,198311,ÂòÅÌ
13:54:45,15.86,-0.01,84,134746,ÂôÅÌ
13:54:40,15.87,0.01,626,993588,ÂòÅÌ
13:54:35,15.86,-0.01,3,4821,ÂôÅÌ
13:54:30,15.87,0.01,365,580715,ÂòÅÌ
13:54:25,15.86,-0.01,20,33242,ÂôÅÌ
13:54:20,15.87,0.01,258,409572,ÖÐÐÔÅÌ
13:54:15,15.86,0.01,20,33242,ÖÐÐÔÅÌ
13:54:10,15.85,--,632,1001720,ÂôÅÌ
13:54:05,15.85,-0.02,100,160021,ÂôÅÌ
13:54:00,15.87,0.01,35,55608,ÂòÅÌ
13:53:55,15.86,0.01,376,597858,ÂòÅÌ
13:53:50,15.85,--,63,99918,ÂôÅÌ
13:53:45,15.85,--,64,101440,ÂôÅÌ
13:53:40,15.85,--,75,118938,ÂòÅÌ
13:53:35,15.85,0.01,8,12680,ÂòÅÌ
13:53:30,15.84,-0.01,80,126720,ÂôÅÌ
13:53:25,15.85,--,391,619798,ÂôÅÌ
13:53:20,15.85,--,125,199583,ÂôÅÌ
13:53:15,15.85,--,146,231536,ÂôÅÌ
13:53:10,15.85,0.01,256,407281,ÂòÅÌ
13:53:05,15.84,--,681,1080161,ÂôÅÌ
13:53:00,15.84,--,107,169551,ÂôÅÌ
13:52:55,15.84,--,59,93519,ÂôÅÌ
13:52:50,15.84,-0.01,751,1189647,ÂòÅÌ
13:52:40,15.85,0.01,392,621320,ÂòÅÌ
13:52:35,15.84,-0.01,677,1073825,ÂôÅÌ
13:52:25,15.85,--,466,738736,ÂòÅÌ
13:52:15,15.85,0.01,337,535603,ÂòÅÌ
13:52:10,15.84,-0.01,72,115568,ÂôÅÌ
13:52:05,15.85,--,43,68218,ÂòÅÌ
13:52:00,15.85,--,16,26881,ÂòÅÌ
13:51:55,15.85,--,142,225196,ÂòÅÌ
13:51:50,15.85,--,123,195018,ÂôÅÌ
13:51:45,15.85,-0.01,220,348700,ÂôÅÌ
13:51:40,15.86,0.01,80,128402,ÂòÅÌ
13:51:35,15.85,-0.01,24,39561,ÂôÅÌ
13:51:30,15.86,--,1238,1963594,ÂôÅÌ
13:51:25,15.86,--,122,194887,ÂôÅÌ
13:51:20,15.86,-0.01,952,1509872,ÂôÅÌ
13:51:15,15.87,--,16,25392,ÂòÅÌ
13:51:10,15.87,0.01,319,506316,ÂòÅÌ
13:51:05,15.86,--,42,66738,ÂôÅÌ
13:51:00,15.86,--,32,52274,ÂôÅÌ
13:50:55,15.86,-0.01,129,206053,ÂôÅÌ
13:50:50,15.87,--,166,263568,ÂôÅÌ
13:50:45,15.87,--,244,387228,ÂòÅÌ
13:50:40,15.87,--,85,136355,ÂòÅÌ
13:50:35,15.87,-0.01,175,277788,ÂôÅÌ
13:50:30,15.88,0.01,139,220795,ÂòÅÌ
13:50:25,15.87,--,92,146004,ÂôÅÌ
13:50:20,15.87,--,892,1415604,ÂòÅÌ
13:50:15,15.87,--,36,57132,ÂòÅÌ
13:50:10,15.87,-0.01,620,983940,ÂôÅÌ
13:50:05,15.88,-0.01,157,250776,ÂôÅÌ
13:50:00,15.89,--,286,454581,ÂòÅÌ
13:49:55,15.89,--,1209,1922562,ÂôÅÌ
13:49:50,15.89,--,283,449750,ÂôÅÌ
13:49:45,15.89,--,996,1584169,ÂôÅÌ
13:49:40,15.89,--,53,84407,ÂôÅÌ
13:49:35,15.89,--,572,910433,ÂôÅÌ
13:49:30,15.89,--,192,305088,ÂôÅÌ
13:49:25,15.89,0.01,640,1018485,ÖÐÐÔÅÌ
13:49:20,15.88,-0.01,1660,2636080,ÂôÅÌ
13:49:15,15.89,0.01,142,225765,ÂòÅÌ
13:49:10,15.88,--,80,128564,ÂôÅÌ
13:49:00,15.88,--,60,96804,ÂôÅÌ
13:49:00,15.88,0.01,635,1008697,ÂòÅÌ
13:48:55,15.87,--,80,126960,ÂôÅÌ
13:48:50,15.87,--,224,357011,ÂôÅÌ
13:48:45,15.87,0.01,46,73128,ÖÐÐÔÅÌ
13:48:40,15.86,--,247,391805,ÂôÅÌ
13:48:35,15.86,--,322,512087,ÂôÅÌ
13:48:30,15.86,--,1608,2550288,ÂòÅÌ
13:48:25,15.86,--,67,106325,ÂòÅÌ
13:48:20,15.86,--,132,210874,ÂòÅÌ
13:48:15,15.86,-0.02,285,452200,ÂôÅÌ
13:48:10,15.88,--,100,160324,ÂòÅÌ
13:48:05,15.88,0.01,231,366891,ÂòÅÌ
13:47:55,15.87,-0.01,22,36310,ÂôÅÌ
13:47:55,15.88,--,245,389250,ÂòÅÌ
13:47:50,15.88,-0.01,136,216222,ÂôÅÌ
13:47:45,15.89,--,492,783313,ÂòÅÌ
13:47:40,15.89,--,191,303562,ÂòÅÌ
13:47:35,15.89,--,104,165256,ÂòÅÌ
13:47:30,15.89,-0.01,481,765770,ÂòÅÌ
13:47:25,15.9,0.01,431,685353,ÂòÅÌ
13:47:20,15.89,0.01,16,25424,ÖÐÐÔÅÌ
13:47:15,15.88,--,116,185732,ÂôÅÌ
13:47:10,15.88,-0.02,598,949751,ÂôÅÌ
13:47:05,15.9,--,269,429172,ÂôÅÌ
13:47:00,15.9,--,50,79627,ÂôÅÌ
13:46:55,15.9,-0.01,2044,3251486,ÂôÅÌ
13:46:50,15.91,-0.02,11,17564,ÂòÅÌ
13:46:45,15.93,--,376,600497,ÂòÅÌ
13:46:40,15.93,0.01,164,262781,ÂòÅÌ
13:46:35,15.92,-0.01,927,1475847,ÂôÅÌ
13:46:30,15.93,--,215,342558,ÂôÅÌ
13:46:25,15.93,--,2196,3498228,ÂòÅÌ
13:46:20,15.93,--,487,775854,ÂòÅÌ
13:46:15,15.93,-0.01,361,576538,ÂôÅÌ
13:46:10,15.94,0.01,148,235912,ÖÐÐÔÅÌ
13:46:04,15.93,-0.01,183,291582,ÂôÅÌ
13:45:59,15.94,--,664,1058416,ÂòÅÌ
13:45:54,15.94,0.02,577,921204,ÂòÅÌ
13:45:49,15.92,-0.03,1487,2367367,ÂôÅÌ
13:45:44,15.95,0.01,128,204160,ÂòÅÌ
13:45:39,15.94,0.01,4247,6769781,ÂòÅÌ
13:45:34,15.93,-0.02,543,865062,ÂôÅÌ
13:45:29,15.95,0.02,4046,6454773,ÂòÅÌ
13:45:24,15.93,--,154,245449,ÂôÅÌ
13:45:19,15.93,--,61,98638,ÂôÅÌ
13:45:09,15.93,-0.02,387,616554,ÂòÅÌ
13:45:09,15.95,0.04,5559,8866668,ÂòÅÌ
13:45:04,15.91,-0.01,277,442170,ÂôÅÌ
13:44:59,15.92,--,144,229248,ÂôÅÌ
13:44:54,15.92,--,5188,8259296,ÂòÅÌ
13:44:49,15.92,-0.01,2247,3578051,ÂôÅÌ
13:44:44,15.93,0.01,198,316815,ÂòÅÌ
13:44:39,15.92,-0.01,109,173719,ÂôÅÌ
13:44:34,15.93,0.01,22,36447,ÂòÅÌ
13:44:29,15.92,--,433,689527,ÂôÅÌ
13:44:24,15.92,--,88,140096,ÂôÅÌ
13:44:19,15.92,--,1420,2260640,ÂôÅÌ
13:44:14,15.92,--,114,182888,ÂôÅÌ
13:44:09,15.92,-0.01,1567,2494727,ÂôÅÌ
13:44:04,15.93,0.01,696,1108728,ÂòÅÌ
13:43:54,15.92,--,278,442703,ÂôÅÌ
13:43:54,15.92,--,1224,1950136,ÂôÅÌ
13:43:49,15.92,--,979,1559395,ÂòÅÌ
13:43:39,15.92,0.01,212,337504,ÂòÅÌ
13:43:34,15.91,--,53,84513,ÂôÅÌ
13:43:29,15.91,-0.02,765,1217560,ÂôÅÌ
13:43:19,15.93,--,413,658864,ÂòÅÌ
13:43:14,15.93,--,255,406278,ÂôÅÌ
13:43:09,15.93,--,293,468214,ÂòÅÌ
13:43:04,15.93,--,252,402965,ÂôÅÌ
13:42:59,15.93,--,2296,3657528,ÂòÅÌ
13:42:49,15.93,--,860,1369980,ÂòÅÌ
13:42:44,15.93,--,1321,2105053,ÂôÅÌ
13:42:29,15.93,-0.01,411,654786,ÂôÅÌ
13:42:29,15.94,--,1273,2029863,ÂòÅÌ
13:42:14,15.94,--,535,852853,ÂòÅÌ
13:42:14,15.94,--,272,435098,ÂòÅÌ
13:42:09,15.94,0.01,354,564403,ÂòÅÌ
13:42:04,15.93,-0.01,113,181474,ÂôÅÌ
13:41:59,15.94,0.01,143,228260,ÂòÅÌ
13:41:54,15.93,0.01,816,1301417,ÂòÅÌ
13:41:49,15.92,-0.01,39,62151,ÂôÅÌ
13:41:44,15.93,0.01,507,807714,ÂòÅÌ
13:41:39,15.92,--,281,448816,ÂòÅÌ
13:41:34,15.92,0.01,145,231031,ÂòÅÌ
13:41:29,15.91,--,766,1220106,ÂòÅÌ
13:41:24,15.91,--,167,265760,ÂòÅÌ
13:41:19,15.91,0.01,143,227576,ÂòÅÌ
13:41:14,15.9,0.01,617,982492,ÂòÅÌ
13:41:09,15.89,-0.01,833,1323827,ÖÐÐÔÅÌ
13:41:04,15.9,0.01,2301,3660052,ÂòÅÌ
13:40:59,15.89,--,1779,2826894,ÂôÅÌ
13:40:54,15.89,--,1598,2540747,ÂòÅÌ
13:40:49,15.89,--,604,959756,ÂôÅÌ
13:40:44,15.89,--,272,432208,ÂôÅÌ
13:40:39,15.89,0.01,1327,2108666,ÂòÅÌ
13:40:34,15.88,--,186,295368,ÂôÅÌ
13:40:29,15.88,-0.01,960,1524480,ÂôÅÌ
13:40:24,15.89,0.01,216,344495,ÂòÅÌ
13:40:19,15.88,--,670,1063960,ÂôÅÌ
13:40:14,15.88,--,76,122212,ÂôÅÌ
13:40:09,15.88,--,257,408179,ÂòÅÌ
13:40:04,15.88,0.01,456,725652,ÂòÅÌ
13:39:59,15.87,-0.01,44,69828,ÂôÅÌ
13:39:54,15.88,--,334,530392,ÂòÅÌ
13:39:49,15.88,--,203,322427,ÂòÅÌ
13:39:44,15.88,--,100,160324,ÂòÅÌ
13:39:41,15.88,--,334,530392,ÂòÅÌ
13:39:36,15.88,--,886,1406968,ÂôÅÌ
13:39:31,15.88,--,169,268435,ÂôÅÌ
13:39:21,15.88,-0.01,188,298544,ÂòÅÌ
13:39:16,15.89,0.02,530,842170,ÂòÅÌ
13:39:06,15.87,-0.01,332,528407,ÂôÅÌ
13:39:01,15.88,--,174,276312,ÂòÅÌ
13:38:56,15.88,--,166,263608,ÂòÅÌ
13:38:51,15.88,--,125,198563,ÂòÅÌ
13:38:46,15.88,--,98,155624,ÂòÅÌ
13:38:41,15.88,--,130,206440,ÂòÅÌ
13:38:31,15.88,0.01,170,271484,ÂòÅÌ
13:38:26,15.87,-0.02,705,1118898,ÂôÅÌ
13:38:21,15.89,0.01,442,702338,ÂòÅÌ
13:38:16,15.88,--,236,374768,ÂòÅÌ
13:38:11,15.88,0.01,164,260432,ÖÐÐÔÅÌ
13:38:06,15.87,-0.02,84,133308,ÂôÅÌ
13:38:01,15.89,0.01,152,243053,ÂòÅÌ
13:37:56,15.88,-0.01,188,298544,ÂôÅÌ
13:37:46,15.89,--,330,524370,ÂòÅÌ
13:37:46,15.89,0.01,1364,2167396,ÂòÅÌ
13:37:41,15.88,-0.01,926,1470488,ÂôÅÌ
13:37:36,15.89,--,799,1269674,ÂòÅÌ
13:37:31,15.89,0.01,40,63560,ÂòÅÌ
13:37:26,15.88,-0.02,1374,2181912,ÂôÅÌ
13:37:21,15.9,0.01,204,325886,ÂòÅÌ
13:37:16,15.89,--,916,1455524,ÂòÅÌ
13:37:11,15.89,--,372,591108,ÂòÅÌ
13:37:06,15.89,0.01,238,378182,ÂòÅÌ
13:37:01,15.88,--,166,263608,ÂôÅÌ
13:36:56,15.88,--,587,932219,ÂòÅÌ
13:36:51,15.88,--,282,449340,ÂòÅÌ
13:36:46,15.88,0.01,204,323952,ÂòÅÌ
13:36:41,15.87,0.01,207,328572,ÂòÅÌ
13:36:36,15.86,-0.01,76,122058,ÂôÅÌ
13:36:31,15.87,--,84,133308,ÂòÅÌ
13:36:26,15.87,0.01,1050,1667238,ÂòÅÌ
13:36:21,15.86,--,585,928507,ÂòÅÌ
13:36:16,15.86,--,269,426697,ÂòÅÌ
13:36:11,15.86,0.01,50,79300,ÂòÅÌ
13:36:06,15.85,-0.01,78,123630,ÂôÅÌ
13:36:01,15.86,0.01,586,930918,ÂòÅÌ
13:35:56,15.85,--,131,207698,ÂòÅÌ
13:35:51,15.85,--,290,459650,ÂòÅÌ
13:35:46,15.85,0.01,82,129970,ÂòÅÌ
13:35:41,15.84,-0.01,130,205920,ÂôÅÌ
13:35:36,15.85,0.01,356,565781,ÂòÅÌ
13:35:31,15.84,0.01,64,101376,ÂòÅÌ
13:35:26,15.83,--,78,123474,ÂôÅÌ
13:35:21,15.83,--,74,117142,ÂôÅÌ
13:35:16,15.83,0.01,423,669672,ÂòÅÌ
13:35:11,15.82,0.01,132,208824,ÂòÅÌ
13:35:06,15.81,0.02,126,199206,ÂòÅÌ
13:35:01,15.79,--,736,1163659,ÂôÅÌ
13:34:56,15.79,--,2495,3939668,ÂòÅÌ
13:34:51,15.79,--,208,329947,ÂòÅÌ
13:34:46,15.79,0.01,60,94740,ÂòÅÌ
13:34:41,15.78,0.01,207,326709,ÂòÅÌ
13:34:36,15.77,--,116,182932,ÂôÅÌ
13:34:31,15.77,--,618,974586,ÂòÅÌ
13:34:26,15.77,0.01,384,607081,ÂòÅÌ
13:34:21,15.76,--,37,58375,ÂôÅÌ
13:34:16,15.76,0.01,195,308013,ÂòÅÌ
13:34:11,15.75,--,166,262962,ÂôÅÌ
13:34:06,15.75,-0.01,305,480438,ÖÐÐÔÅÌ
13:34:01,15.76,0.01,436,687136,ÂòÅÌ
13:33:56,15.75,--,180,285012,ÂôÅÌ
13:33:51,15.75,--,59,92988,ÂôÅÌ
13:33:41,15.75,--,169,267624,ÂôÅÌ
13:33:41,15.75,-0.01,623,981288,ÂôÅÌ
13:33:36,15.76,--,132,209544,ÂòÅÌ
13:33:26,15.76,--,11,17399,ÂòÅÌ
13:33:26,15.76,0.01,383,603671,ÂòÅÌ
13:33:21,15.75,-0.01,486,766332,ÂôÅÌ
13:33:16,15.76,--,108,170208,ÂôÅÌ
13:33:11,15.76,--,358,565720,ÂôÅÌ
13:33:01,15.76,0.01,1192,1879222,ÂòÅÌ
13:33:01,15.75,--,1362,2146158,ÂôÅÌ
13:32:56,15.75,-0.01,228,359100,ÂôÅÌ
13:32:51,15.76,--,406,639856,ÂôÅÌ
13:32:46,15.76,--,544,857344,ÂôÅÌ
13:32:41,15.76,--,300,472800,ÂôÅÌ
13:32:36,15.76,--,194,305744,ÂôÅÌ
13:32:31,15.76,-0.01,194,307256,ÂôÅÌ
13:32:26,15.77,--,721,1137080,ÂòÅÌ
13:32:21,15.77,-0.01,228,359556,ÂôÅÌ
13:32:16,15.78,0.01,558,880524,ÂòÅÌ
13:32:11,15.77,-0.01,274,433611,ÂôÅÌ
13:32:06,15.78,--,123,194157,ÂôÅÌ
13:32:01,15.78,--,72,115130,ÂòÅÌ
13:31:56,15.78,-0.01,8,12624,ÂôÅÌ
13:31:51,15.79,0.01,316,498964,ÂòÅÌ
13:31:46,15.78,--,143,225717,ÂôÅÌ
13:31:41,15.78,0.01,222,350316,ÂòÅÌ
13:31:36,15.77,-0.01,96,152905,ÂôÅÌ
13:31:31,15.78,0.01,30,47340,ÂòÅÌ
13:31:26,15.77,-0.01,56,88312,ÂôÅÌ
13:31:21,15.78,--,274,432372,ÂòÅÌ
13:31:11,15.78,--,133,209937,ÂôÅÌ
13:31:06,15.78,-0.01,8,14138,ÂôÅÌ
13:31:01,15.79,0.01,2,3158,ÂòÅÌ
13:30:56,15.78,-0.01,165,260433,ÂôÅÌ
13:30:51,15.79,--,136,214744,ÂôÅÌ
13:30:46,15.79,--,14,22106,ÂôÅÌ
13:30:40,15.79,--,236,374159,ÂôÅÌ
13:30:35,15.79,--,17,26906,ÂôÅÌ
13:30:30,15.79,-0.01,292,462583,ÂôÅÌ
13:30:20,15.8,0.02,135,213363,ÂòÅÌ
13:30:15,15.78,0.02,230,362940,ÂòÅÌ
13:30:10,15.76,-0.02,3814,6010864,ÂôÅÌ
13:30:05,15.78,-0.01,78,123084,ÂôÅÌ
13:30:00,15.79,0.01,38,61517,ÂòÅÌ
13:29:55,15.78,--,70,110460,ÂôÅÌ
13:29:50,15.78,--,97,153129,ÂôÅÌ
13:29:45,15.78,0.01,734,1158883,ÂòÅÌ
13:29:40,15.77,-0.01,364,574028,ÂôÅÌ
13:29:30,15.78,0.01,278,440198,ÂòÅÌ
13:29:30,15.77,-0.01,302,477263,ÂôÅÌ
13:29:25,15.78,--,1342,2119190,ÂòÅÌ
13:29:20,15.78,--,432,681696,ÂòÅÌ
13:29:15,15.78,--,227,358269,ÂôÅÌ
13:29:10,15.78,-0.01,84,132552,ÂôÅÌ
13:29:05,15.79,0.01,64,102571,ÂòÅÌ
13:29:00,15.78,-0.01,34,53652,ÂôÅÌ
13:28:55,15.79,0.01,128,202112,ÂòÅÌ
13:28:50,15.78,-0.02,55,86853,ÂôÅÌ
13:28:45,15.8,0.01,1132,1790076,ÂòÅÌ
13:28:40,15.79,-0.01,65,102698,ÂôÅÌ
13:28:35,15.8,--,12,18960,ÂòÅÌ
13:28:30,15.8,-0.02,1197,1892081,ÂôÅÌ
13:28:25,15.82,--,68,109094,ÂòÅÌ
13:28:20,15.82,-0.01,253,400309,ÂôÅÌ
13:28:10,15.83,--,478,756674,ÂòÅÌ
13:28:10,15.83,-0.01,46,72818,ÖÐÐÔÅÌ
13:28:05,15.84,--,222,353168,ÂòÅÌ
13:28:00,15.84,0.01,80,126720,ÂòÅÌ
13:27:55,15.83,-0.01,807,1278937,ÂôÅÌ
13:27:50,15.84,--,10,17360,ÂòÅÌ
13:27:45,15.84,0.01,82,129888,ÂòÅÌ
13:27:40,15.83,-0.01,16,26847,ÂôÅÌ
13:27:35,15.84,-0.01,459,727879,ÂôÅÌ
13:27:30,15.85,--,120,190960,ÂòÅÌ
13:27:25,15.85,0.01,663,1050918,ÂòÅÌ
13:27:20,15.84,--,188,299312,ÂôÅÌ
13:27:15,15.84,--,86,136350,ÂôÅÌ
13:27:10,15.84,--,121,193121,ÂôÅÌ
13:27:05,15.84,-0.01,265,419823,ÂôÅÌ
13:27:00,15.85,0.01,97,153808,ÂòÅÌ
13:26:55,15.84,--,90,144080,ÂôÅÌ
13:26:50,15.84,0.01,134,213776,ÂòÅÌ
13:26:45,15.83,--,25,39638,ÂôÅÌ
13:26:40,15.83,-0.01,8,12664,ÂôÅÌ
13:26:35,15.84,0.01,298,472032,ÂòÅÌ
13:26:25,15.83,0.01,308,487817,ÂòÅÌ
13:26:25,15.82,--,86,137570,ÂòÅÌ
13:26:20,15.82,--,329,520541,ÂôÅÌ
13:26:15,15.82,-0.01,26,41132,ÂôÅÌ
13:26:10,15.83,0.01,130,207309,ÂòÅÌ
13:26:05,15.82,--,215,340193,ÂòÅÌ
13:26:00,15.82,0.01,66,104412,ÂòÅÌ
13:25:55,15.81,--,65,102828,ÂôÅÌ
13:25:50,15.81,-0.01,144,227664,ÂôÅÌ
13:25:45,15.82,0.01,8,14174,ÂòÅÌ
13:25:40,15.81,-0.01,82,129642,ÂôÅÌ
13:25:35,15.82,0.02,1279,2024327,ÂòÅÌ
13:25:30,15.8,--,10,15800,ÂôÅÌ
13:25:25,15.8,0.01,205,324721,ÂòÅÌ
13:25:20,15.79,--,18,28422,ÂôÅÌ
13:25:15,15.79,-0.01,169,266914,ÂôÅÌ
13:25:10,15.8,0.01,399,630483,ÂòÅÌ
13:25:05,15.79,--,124,195796,ÂôÅÌ
13:25:00,15.79,--,112,178363,ÂôÅÌ
13:24:55,15.79,--,102,161058,ÂôÅÌ
13:24:50,15.79,-0.01,45,71118,ÖÐÐÔÅÌ
13:24:45,15.8,0.01,150,238516,ÂòÅÌ
13:24:40,15.79,--,57,90066,ÂòÅÌ
13:24:35,15.79,-0.02,251,397655,ÂôÅÌ
13:24:30,15.81,0.02,232,366792,ÂòÅÌ
13:24:25,15.79,--,271,428098,ÂôÅÌ
13:24:20,15.79,-0.01,229,361654,ÂôÅÌ
13:24:15,15.8,0.01,486,767880,ÂòÅÌ
13:24:10,15.79,-0.01,204,323631,ÂôÅÌ
13:24:05,15.8,--,52,82160,ÂòÅÌ
13:24:00,15.8,0.01,19,30083,ÂòÅÌ
13:23:55,15.79,-0.02,599,947147,ÂôÅÌ
13:23:50,15.81,--,285,451407,ÂôÅÌ
13:23:45,15.81,--,30,47430,ÂôÅÌ
13:23:40,15.81,--,266,420546,ÂôÅÌ
13:23:35,15.81,--,100,159617,ÂôÅÌ
13:23:30,15.81,-0.01,53,84615,ÂôÅÌ
13:23:25,15.82,--,515,814793,ÂòÅÌ
13:23:20,15.82,--,336,533070,ÂòÅÌ
13:23:15,15.82,0.01,82,129724,ÂòÅÌ
13:23:10,15.81,-0.01,17,26940,ÂôÅÌ
13:23:05,15.82,0.01,34,55306,ÂòÅÌ
13:23:00,15.81,--,24,37944,ÂôÅÌ
13:22:55,15.81,-0.01,108,172139,ÂôÅÌ
13:22:50,15.82,-0.01,138,219834,ÂôÅÌ
13:22:38,15.83,0.01,22,34952,ÂòÅÌ
13:22:33,15.82,-0.01,77,123269,ÂôÅÌ
13:22:28,15.83,-0.02,11,17476,ÖÐÐÔÅÌ
