代码,名称,AB股总市值,B股(或A),H股,上市日期,买量,人均市值,人均持股,今开,公积金,内外比,内盘,净利润,净利润率%%,净益率%%,净资产,利润同比%%,利润总额,卖量,固定资产,地区,均价,外盘,存货,少数股权,市净率,市现率,市盈(动),市销率,应收帐款,强弱度%%,总现金流,总股本(万),总资产(万),总金额,投资收益,振幅%%,换手%%,收入同比%%,无形资产,昨收,最低,最高,未分利润,未匹配量,权益比,每笔均量,每笔换手,每股公积,每股净资,每股收益,每股未分配,活跃度,流动负债,流动资产,流通市值,流通股本(万),涨速%%,税后利润,细分行业,经营现金流,股东人数,营业利润,营业利润率%%,营业成本,营业收入,调整后净资,财务更新,资产负债率%%,量比,销售毛利率%%
002760,凤形股份,         30.80亿,0.0,0.0,20150611.0,47.0,3.97万,1135.0,32.9,23657.92,1.07,17988.0,1895.14,8.09,          3.37㈡,56178.17,0.0,2233.82,24.0,37088.07,安徽,33.95,16781.0,10668.92,0.0,5.48,903.86,81.26,13.14,11481.35,3.34,11353.23,8800.0,98944.22,118040616.0,106.1,13.15,15.8,0.0,3614.01,34.22,31.0,35.5,21062.1,--  ,56.78,18.0,0.0081,2.69,6.38,0.290㈡,2.39,1954.0,30606.91,47571.21,          7.70亿,2200.0,0.57,1895.14,机械基件,340.76,19391.0,1741.0,7.43,17535.31,23433.64,0.0,20150824.0,43.22,0.69,25.17
002761,多喜爱,         40.90亿,0.0,0.0,20150610.0,1.0,3.96万,1161.0,30.29,24021.73,0.58,11715.0,930.55,3.66,          1.54㈡,60458.53,0.0,1219.46,7.0,2795.75,湖南,33.98,20168.0,20470.72,0.0,6.76,-108.99,219.74,16.11,4930.48,2.34,12769.46,12000.0,86463.36,108351968.0,0.0,15.84,10.63,0.0,4146.89,33.65,30.29,35.62,21834.23,--  ,69.92,15.0,0.0051,2.0,5.04,0.100㈡,1.82,2072.0,16004.82,59698.23,         10.22亿,3000.0,1.79,930.55,纺织,-3752.34,25849.0,1102.2,4.34,14555.47,25392.17,0.0,20150826.0,30.08,0.89,42.68
002762,金发拉比,         83.30亿,0.0,0.0,20150610.0,12.0,15.66万,2238.0,62.89,43307.85,1.88,8775.0,3268.34,18.87,          4.10㈡,79735.21,0.0,4379.75,243.0,4246.6,广东,67.74,4673.0,10458.21,0.0,10.45,241.17,127.43,48.1,2667.36,6.32,42362.78,11900.0,88021.06,91107544.0,0.0,12.53,4.52,0.0,617.14,66.5,61.76,70.09,26562.83,--  ,90.59,14.0,0.0046,3.64,6.7,0.275㈡,2.23,975.0,8285.86,81690.63,         20.83亿,2975.0,0.0,3268.34,服饰,3453.96,13296.0,4404.31,25.43,9063.87,17319.23,0.0,20150826.0,9.41,1.25,47.67
002763,汇洁股份,         62.42亿,0.0,0.0,20150610.0,78.0,3.07万,1063.0,25.89,80209.46,1.36,52467.0,12707.66,13.7,          8.67㈡,146653.77,0.0,17134.4,18.0,42349.21,深圳,29.21,38620.0,53723.65,0.0,4.26,37.33,24.56,6.73,19604.57,7.0,67063.06,21600.0,223538.47,266049952.0,0.0,16.09,16.87,0.0,6914.15,27.28,25.62,30.01,40207.28,--  ,65.61,32.0,0.006,3.71,6.79,0.780㈡,1.86,2820.0,72101.95,161335.44,         15.61亿,5400.0,-0.13,12707.66,服饰,16721.92,50793.0,16899.32,18.22,27631.5,92767.43,0.0,20150826.0,34.39,1.25,70.21
002765,蓝黛传动,         43.43亿,0.0,0.0,20150612.0,23.0,2.05万,982.0,21.2,56006.05,1.01,43823.0,3726.05,9.21,          4.04㈡,92305.43,0.0,4445.62,869.0,43102.92,重庆,22.4,43587.0,16985.95,2045.48,4.71,76.11,58.28,10.74,25028.17,-7.92,21415.35,20800.0,147691.7,195828320.0,0.33,14.34,16.81,0.0,8719.36,22.94,20.7,23.99,12681.08,--  ,62.5,26.0,0.0049,2.69,4.44,0.240㈡,0.61,3427.0,34448.34,86957.99,         10.86亿,5200.0,0.24,3675.81,汽车配件,5706.08,52940.0,3880.15,9.59,31410.63,40452.15,0.0,20150812.0,36.12,0.64,22.35
002766,索菱股份,         36.60亿,0.0,0.0,20150611.0,3.0,2.49万,1243.0,19.5,42625.55,1.0,24131.0,3557.31,8.99,          3.80㈡,93557.65,0.0,4285.73,304.0,16839.88,深圳,21.05,24029.0,29070.3,0.0,3.91,59.63,51.45,9.25,21901.55,-5.26,33224.85,18300.92,145343.23,101357464.0,0.0,13.72,10.52,0.0,1354.18,21.35,19.43,22.36,29410.25,--  ,64.37,19.0,0.0042,2.33,5.11,0.260㈡,1.61,2521.0,44372.65,109912.9,          9.16亿,4580.0,-1.13,3557.31,汽车配件,6138.15,36861.0,4005.68,10.12,28905.2,39590.06,0.0,20150820.0,35.63,0.58,26.99
002767,先锋电子,         25.12亿,0.0,0.0,20150612.0,200.0,2.27万,903.0,25.15,33725.42,0.75,12546.0,2204.93,17.33,          3.77㈡,58483.26,0.0,2526.75,28.0,1621.15,浙江,26.62,16696.0,4707.6,0.0,4.3,-114.97,56.96,19.74,17074.6,-4.57,26580.53,10000.0,67590.56,77845880.0,17.91,11.95,11.7,0.0,462.2,26.62,24.8,27.98,11827.85,--  ,86.53,14.0,0.0055,3.37,5.85,0.220㈡,1.18,2126.0,9107.3,63576.76,          6.28亿,2500.0,-0.67,2204.93,电器仪表,-2184.95,27676.0,1954.31,15.36,7521.18,12726.12,0.0,20150729.0,13.47,0.62,40.9
002768,国恩股份,         25.60亿,0.0,0.0,20150630.0,6.0,1.95万,608.0,31.48,38594.65,0.92,11908.0,3699.55,9.14,          5.44㈡,67952.25,0.0,4296.9,75.0,8373.88,山东,33.16,12878.0,15499.62,0.0,3.77,-50.7,34.6,6.33,16836.4,-1.94,28333.81,8000.0,115429.95,82186024.0,0.0,13.28,12.39,0.0,2298.1,32.99,30.57,34.95,19391.64,--  ,58.87,13.0,0.0064,4.82,8.49,0.620㈡,2.42,1925.0,41066.44,87562.42,          6.40亿,2000.0,-0.31,3699.56,塑料,-5049.43,32895.0,4293.73,10.61,32728.85,40468.98,0.0,20150824.0,41.13,0.57,19.13
002769,普路通,         56.40亿,0.0,0.0,20150629.0,24.0,4.58万,601.0,75.01,50551.4,1.06,13383.0,7932.1,5.77,          8.63㈡,91915.81,0.0,9270.07,102.0,351.17,深圳,80.09,12625.0,5021.1,0.0,6.14,-22.94,35.55,4.11,60365.05,-7.46,58145.16,7400.0,2170258.25,208306096.0,20858.92,15.59,14.06,0.0,0.0,83.31,75.0,87.99,30676.08,--  ,4.24,11.0,0.0061,6.83,12.42,1.430㈡,4.15,2322.0,2078342.38,2168464.25,         14.10亿,1850.0,-0.53,7932.1,仓储物流,-24582.0,30806.0,6176.23,4.5,128325.55,137371.52,0.0,20150824.0,95.76,0.82,6.59
002770,科迪乳业,         47.46亿,0.0,0.0,20150630.0,595.0,1.05万,603.0,17.36,44831.1,1.1,68698.0,4089.4,13.43,          3.93㈡,104041.75,0.0,5306.45,1077.0,25121.78,河南,18.58,62462.0,4131.01,0.0,4.56,72.37,58.03,15.59,6071.83,-7.76,52489.25,27340.0,191476.2,243707008.0,0.0,14.08,19.18,0.0,2617.04,19.04,17.3,19.98,28507.39,--  ,54.34,33.0,0.0048,1.64,3.81,0.200㈡,1.04,3993.0,76097.5,77924.9,         11.87亿,6840.0,-0.51,4089.4,乳制品,6558.68,113364.0,5253.56,17.26,20072.42,30438.8,0.0,20150828.0,45.66,0.65,34.06
002771,真视通,         34.57亿,0.0,0.0,20150629.0,396.0,2.54万,588.0,43.5,25255.07,1.05,13568.0,3061.59,11.27,          5.96㈡,51393.46,0.0,3545.31,10.0,402.11,北京,46.37,12965.0,33398.89,0.0,6.73,-55.73,56.45,12.72,20586.17,-7.43,13370.17,8000.0,89784.95,123045096.0,0.0,14.08,13.27,0.0,235.16,47.22,43.0,49.65,16186.44,--  ,57.24,10.0,0.0052,3.16,6.42,0.510㈡,2.02,2530.0,38391.48,88823.7,          8.64亿,2000.0,-0.91,3061.59,软件服务,-6202.95,34000.0,3365.56,12.39,20427.63,27166.45,0.0,20150824.0,42.76,0.59,24.81
002772,众兴菌业,         37.99亿,0.0,0.0,20150626.0,84.0,1.51万,592.0,25.28,55129.83,0.87,22226.0,3879.28,18.88,          4.09㈡,94934.3,0.0,3875.63,96.0,46436.26,甘肃,26.68,25489.0,3712.41,233.73,4.0,49.83,48.97,18.49,760.65,-3.93,36196.12,14892.78,150997.55,127310160.0,0.0,13.48,12.81,0.0,12047.3,26.85,24.58,28.2,23594.4,--  ,62.87,19.0,0.005,3.7,6.37,0.330㈡,1.58,2571.0,10079.08,66763.31,          9.50亿,3725.0,-0.15,3875.63,种植业,7624.71,62914.0,3549.81,17.28,13019.78,20548.17,0.0,20150828.0,36.97,0.64,36.64
002773,康弘药业,        232.87亿,0.0,0.0,20150626.0,31.0,3.09万,592.0,48.8,67357.88,0.84,12368.0,12802.62,14.37,          5.73㈡,223598.72,0.0,15309.32,219.0,44182.9,四川,53.27,14660.0,10810.65,1981.11,10.41,710.56,90.95,26.13,20894.81,1.02,51029.51,44560.0,260397.77,143971744.0,738.46,13.01,5.93,0.0,16472.4,52.28,48.7,55.5,91856.38,--  ,85.87,16.0,0.0036,1.51,5.02,0.320㈡,2.06,1652.0,25327.64,181776.42,         23.83亿,4560.0,-0.83,12778.51,中成药,3277.26,77018.0,15081.87,16.93,10136.42,89104.84,0.0,20150827.0,13.37,0.99,88.62
002775,文科园林,         34.09亿,0.0,0.0,20150629.0,111.0,1.72万,606.0,27.89,56389.88,0.87,16976.0,4130.62,9.25,          3.94㈡,104848.78,0.0,5596.12,404.0,1771.43,深圳,29.43,19523.0,73495.31,0.0,3.25,-37.92,41.27,7.63,37435.17,-1.71,40574.2,12000.0,176642.67,107410816.0,0.0,14.31,12.17,0.0,104.4,29.22,27.05,31.23,33092.06,--  ,59.36,16.0,0.0054,4.7,8.74,0.460㈡,2.76,2239.0,71793.86,173547.16,          8.52亿,3000.0,-0.38,4130.62,建筑施工,-8989.44,49471.0,5546.9,12.42,32696.8,44658.62,0.0,20150820.0,40.64,0.65,26.79
002776,柏堡龙,         37.15亿,0.0,0.0,20150626.0,7.0,2.15万,606.0,33.65,61771.94,0.91,17112.0,6030.68,19.54,          6.47㈡,93254.65,0.0,7100.57,4.0,10987.42,广东,36.62,18900.0,6161.66,0.0,3.98,61.81,30.8,12.04,6781.72,-0.14,61962.68,10488.0,119804.56,131889056.0,0.0,13.5,13.73,0.0,2554.62,35.85,33.65,38.49,17055.2,--  ,77.84,16.0,0.0063,5.89,8.89,0.770㈡,1.63,2184.0,26099.9,104193.11,          9.29亿,2622.0,-0.47,6030.68,服饰,6010.39,43257.0,7080.57,22.94,21811.75,30866.33,0.0,20150826.0,22.16,0.67,29.33
300001,特锐德,        107.49亿,0.0,0.0,20091030.0,0.0,45.29万,37154.0,12.4,2835.87,0.79,96844.0,8513.5,8.52,          5.83㈡,145904.38,20.23,9803.5,8317.0,39297.73,山东,12.63,122907.0,38282.68,17680.28,7.37,-38.94,63.13,10.76,154257.94,-8.91,-11603.26,88176.0,331845.94,277535360.0,136.53,13.0,2.59,34.09,16023.55,13.54,12.19,13.95,48313.62,--  ,43.97,64.0,0.0008,0.03,1.65,0.097㈡,0.55,3429.0,168162.94,234026.84,        103.43亿,84849.6,0.0,8489.32,电气设备,-27602.35,22837.0,7557.27,7.56,75126.75,99901.7,0.0,20150826.0,50.7,1.05,24.8
300002,神州泰岳,        227.65亿,0.0,0.0,20091030.0,78714.0,23.67万,20655.0,10.56,81238.61,1.12,248158.0,11104.05,9.69,          2.31㈡,479944.56,-49.51,10539.45,412.0,34932.68,北京,11.18,221039.0,24879.28,0.0,4.74,-240.73,102.51,19.86,79419.0,4.3,-55849.58,198647.06,542843.75,524651136.0,4679.37,12.16,4.12,1.14,19241.82,11.1,10.32,11.67,185724.84,--  ,88.41,141.0,0.0012,0.41,2.42,0.056㈡,0.93,3327.0,51049.85,225158.27,        130.63亿,113987.61,-0.34,9280.53,软件服务,-9456.76,55186.0,8877.55,7.75,81096.96,114600.45,0.0,20150816.0,11.59,0.84,29.24
300003,乐普医疗,        277.95亿,0.0,0.0,20091030.0,31739.0,123.25万,36007.0,31.1,75276.75,1.46,61750.0,28803.72,21.62,          8.69㈡,331572.44,36.61,37966.56,204.0,71018.15,北京,33.02,42184.0,45460.78,39451.62,8.38,301.36,48.25,20.87,109210.45,5.52,9194.49,81200.0,533462.06,343186528.0,383.57,11.6,1.51,68.11,36367.53,32.77,30.51,34.31,153217.52,--  ,62.15,42.0,0.0006,0.93,4.08,0.355㈡,1.89,2455.0,157104.45,236313.55,        234.85亿,68610.67,0.05,32343.72,医疗保健,9223.05,19055.0,35780.23,26.86,61859.07,133201.81,0.0,20150826.0,30.45,1.15,53.56
300004,南风股份,         70.78亿,0.0,0.0,20091030.0,165.0,51.92万,37353.0,13.87,239917.77,0.97,93789.0,1905.09,5.53,          0.63㈡,300276.13,21.17,2374.13,888.0,74471.18,广东,14.49,96268.0,57415.1,1952.81,2.36,-509.89,185.77,20.56,49631.94,-8.68,-15116.63,50921.89,362994.31,275475968.0,23.72,14.42,5.95,98.61,18933.57,15.4,13.86,16.08,31744.25,--  ,82.72,63.0,0.002,4.71,5.9,0.037㈡,0.62,3039.0,48541.96,133461.41,         44.38亿,31925.64,-0.14,1706.23,电气设备,-1388.18,8547.0,2200.11,6.39,23136.23,34424.05,0.0,20150826.0,16.74,0.93,32.79
300005,探路者,         73.05亿,0.0,0.0,20091030.0,500.0,22.93万,16123.0,14.0,18149.72,0.99,134278.0,12407.16,18.35,          9.69㈡,128074.05,1.17,16595.21,483.0,23000.55,北京,14.98,136217.0,33874.43,0.0,5.7,-44.76,29.44,10.81,16014.15,-5.94,-25187.92,51367.85,189318.06,405079040.0,40.36,14.0,7.78,8.61,884.87,15.29,13.91,16.05,48426.62,--  ,67.65,73.0,0.0021,0.35,2.49,0.242㈡,0.94,3722.0,53247.8,118872.88,         49.45亿,34774.78,0.07,11899.58,服饰,-16318.7,21569.0,16443.84,24.32,32922.81,67602.36,0.0,20150827.0,32.35,0.9,51.3
300006,莱美药业,         44.17亿,0.0,0.0,20091030.0,607.0,44.16万,20173.0,21.1,54305.68,1.02,29788.0,1106.62,2.51,          1.13㈡,98066.52,144.34,1396.45,71.0,92016.3,重庆,21.81,29270.0,43199.96,2862.92,4.5,-1387.2,199.58,10.01,23932.95,-1.87,2921.33,20179.38,255479.5,128832072.0,15.63,12.68,4.37,24.67,14332.44,22.55,20.62,23.48,20658.75,--  ,38.39,29.0,0.0022,2.69,4.86,0.055㈡,1.02,2028.0,127892.26,100781.38,         29.61亿,13526.0,2.72,1118.02,化学制药,-318.43,6705.0,1061.25,2.4,28120.69,44140.17,0.0,20150808.0,60.49,0.65,36.29
300007,汉威电子,         55.98亿,0.0,0.0,20091030.0,0.0,68.54万,17938.0,38.21,74574.53,0.52,20705.0,3264.49,10.26,          2.77㈡,117670.46,95.26,4859.93,3101.0,35287.25,河南,39.05,40202.0,19664.63,26254.55,4.76,219.78,85.74,17.59,25776.97,-8.93,29591.25,14651.13,256018.77,237841376.0,299.2,11.28,6.69,118.68,35200.05,42.45,38.21,43.0,26051.48,--  ,45.96,32.0,0.0035,5.09,8.03,0.223㈡,1.78,1891.0,55970.66,120250.52,         34.80亿,9108.69,0.0,3866.75,电器仪表,2547.16,5078.0,3256.43,10.23,18077.38,31831.81,0.0,20150826.0,43.78,1.09,43.21
300008,上海佳豪,         43.10亿,0.0,0.0,20091030.0,0.0,19.45万,11282.0,--  ,39213.93,--  ,0.0,2077.45,4.54,          2.45㈡,84947.46,3.96,2619.58,0.0,20689.68,上海,17.24,0.0,43554.34,769.55,5.07,-50.64,103.72,9.42,22051.6,1.06,-10641.0,24997.16,139087.23,0.0,-6.41,0.0,0.0,160.41,1969.75,17.24,--  ,--  ,17331.09,--  ,61.07,--  ,--  ,1.57,3.4,0.083㈡,0.69,0.0,52673.8,73374.17,         29.68亿,17216.21,--  ,1856.79,船舶,-8510.71,15260.0,2230.15,4.88,38675.55,45737.28,0.0,20150826.0,38.37,0.0,15.44
300009,安科生物,         61.85亿,0.0,0.0,20091030.0,10.0,17.46万,10650.0,16.0,10138.62,1.11,30348.0,6116.73,20.76,          7.89㈡,77548.36,38.1,6887.38,33.0,33697.05,安徽,16.83,27388.0,3750.33,3177.24,7.98,127.01,50.56,20.99,10383.01,-1.67,-8980.46,37737.87,90874.03,97183632.0,7.05,11.87,2.36,29.33,3508.9,16.85,15.77,17.77,23621.23,--  ,85.34,28.0,0.0011,0.27,2.05,0.162㈡,0.63,2056.0,9765.66,38473.94,         40.17亿,24507.66,-0.66,5836.66,生物制药,4869.93,23011.0,6637.47,22.53,8804.41,29462.86,0.0,20150812.0,11.17,0.84,70.12
300010,立思辰,        177.17亿,0.0,0.0,20091030.0,0.0,19.10万,7381.0,--  ,39236.2,--  ,0.0,-1272.92,-3.48,         -0.99㈡,128882.61,-238.27,-587.97,0.0,11054.26,北京,25.88,0.0,20713.8,5518.33,12.99,-161.57,--  ,48.4,47907.55,1.06,103.99,68457.75,203259.45,0.0,-5.53,0.0,0.0,47.09,9312.9,25.88,--  ,--  ,24121.45,--  ,63.41,--  ,--  ,0.57,1.99,-0.019㈡,0.35,0.0,45388.78,113923.95,        104.04亿,40201.07,--  ,-1092.7,软件服务,-10965.65,54468.0,-2409.04,-6.58,23734.35,36606.92,1.99,20150826.0,33.88,0.0,35.16
300011,鼎汉技术,        199.56亿,0.0,0.0,20091030.0,0.0,74.56万,19620.0,--  ,91982.46,--  ,0.0,9386.11,20.45,          4.96㈡,189368.88,211.1,10660.32,0.0,21599.8,北京,38.0,0.0,27680.58,146.28,10.54,137.15,106.3,43.48,80578.81,1.06,-13668.87,52514.89,299780.91,0.0,-24.41,0.0,0.0,80.4,11944.87,38.0,--  ,--  ,42955.35,--  ,63.17,--  ,--  ,1.75,3.61,0.179㈡,0.82,0.0,69274.86,144709.11,        130.72亿,34399.51,--  ,9355.21,运输设备,14550.6,17533.0,10451.05,22.77,24809.49,45899.92,0.0,20150825.0,36.78,0.0,45.95
300012,华测检测,         54.77亿,0.0,0.0,20091030.0,823.0,23.61万,16511.0,12.91,41464.68,1.29,153054.0,3916.76,7.36,          3.05㈡,128489.8,-22.57,5741.33,287.0,49214.92,深圳,14.46,119104.0,300.64,2036.98,4.26,189.08,69.91,10.28,24498.45,4.09,-3123.79,38298.64,156821.7,393663488.0,4.5,17.44,9.89,39.45,7744.81,13.88,12.85,15.27,43818.42,--  ,81.93,76.0,0.0028,1.08,3.35,0.102㈡,1.14,3594.0,21178.15,64417.33,         39.36亿,27521.82,0.28,3955.78,电器仪表,2896.57,16669.0,5165.75,9.7,26771.9,53251.57,0.0,20150826.0,16.77,1.26,49.73
300013,新宁物流,         20.70亿,0.0,0.0,20091030.0,5.0,21.15万,18390.0,11.21,8131.7,1.07,48891.0,130.13,0.64,          0.38㈡,34006.96,-50.67,588.33,2173.0,16674.56,江苏,11.79,45659.0,1565.21,2431.2,6.09,-585.09,795.36,10.18,10022.53,-3.27,1288.6,18000.0,57261.03,111483096.0,376.56,14.31,5.25,6.45,4158.81,12.02,11.08,12.8,6935.43,--  ,59.39,41.0,0.0023,0.45,1.89,0.007㈡,0.39,2290.0,16740.05,32615.33,         20.70亿,18000.0,-0.86,222.36,仓储物流,-353.79,9788.0,511.05,2.51,14579.7,20324.7,0.0,20150826.0,36.36,0.83,28.27
300014,亿纬锂能,         62.74亿,0.0,0.0,20091030.0,0.0,38.38万,24430.0,15.99,7721.42,1.44,108305.0,6169.31,9.73,          6.07㈡,101589.72,17.91,7805.38,24852.0,35405.34,广东,16.14,75252.0,22121.57,5160.25,6.18,641.08,50.85,9.9,33960.19,-8.96,-2204.31,39938.08,179282.63,296173984.0,0.0,11.97,5.86,25.91,8005.67,17.46,15.71,17.8,47668.42,--  ,56.66,66.0,0.0021,0.19,2.54,0.154㈡,1.19,2798.0,51513.25,80628.21,         49.19亿,31314.25,0.0,6699.88,元器件,978.71,12818.0,7955.85,12.55,44362.98,63382.44,0.0,20150825.0,40.46,1.13,30.01
300015,爱尔眼科,        276.46亿,0.0,0.0,20091030.0,22583.0,105.66万,37549.0,25.5,11597.32,1.28,92020.0,20206.25,13.9,          9.41㈡,214791.42,40.24,27142.9,442.0,60542.05,湖南,27.65,71737.0,15574.67,9380.08,12.87,129.74,68.41,19.01,21419.25,5.48,-14166.37,98242.89,280149.75,452796352.0,387.57,10.98,2.1,30.27,1517.05,26.95,25.38,28.34,93935.61,--  ,76.67,64.0,0.0008,0.12,2.19,0.206㈡,0.96,2545.0,55782.9,142524.09,        219.33亿,77944.15,-0.14,21067.25,医疗保健,21308.39,20758.0,28185.81,19.38,77630.6,145410.72,0.0,20150820.0,19.98,1.55,46.61
300016,北陆药业,         55.47亿,0.0,0.0,20091030.0,35.0,41.02万,23004.0,17.85,10547.71,0.87,25006.0,5552.75,20.43,          8.28㈡,67081.31,33.82,6754.53,794.0,15540.65,北京,18.54,28651.0,5401.51,4696.0,8.27,143.48,49.95,20.41,22142.4,-5.34,-627.37,31112.98,95311.25,99457040.0,-6.11,12.34,2.16,47.95,2755.11,19.05,17.55,19.9,22637.22,--  ,70.38,25.0,0.001,0.34,2.16,0.178㈡,0.73,2108.0,18099.28,43906.37,         44.32亿,24856.34,-0.05,5935.51,中成药,3866.48,10805.0,6687.3,24.61,7082.38,27177.75,0.0,20150825.0,24.69,0.68,73.94
300017,网宿科技,        305.70亿,0.0,0.0,20091030.0,24854.0,55.91万,12791.0,40.02,7137.8,1.23,123580.0,32226.9,26.06,         16.75㈡,192397.56,66.69,35665.98,1170.0,34740.05,上海,42.83,100066.0,4351.01,1226.6,15.89,131.07,47.43,24.72,49820.53,4.54,-18963.75,69937.77,253853.09,957771264.0,1796.63,12.31,4.51,41.41,6413.31,42.24,39.58,44.78,105538.11,--  ,75.79,60.0,0.0012,0.1,2.75,0.461㈡,1.51,3753.0,55374.1,206588.44,        216.82亿,49603.17,0.04,32189.22,电信运营,23324.01,38781.0,34530.6,27.92,69189.9,123682.3,0.0,20150727.0,23.73,0.99,44.06
300018,中元华电,         31.57亿,0.0,0.0,20091030.0,0.0,30.99万,19142.0,16.6,36776.93,0.95,27496.0,1158.92,14.39,          1.53㈡,75915.21,-19.07,1340.15,3265.0,5332.71,湖北,17.12,28850.0,6609.63,3924.7,4.16,2096.18,136.21,39.19,12945.62,-8.95,-295.82,19500.0,86216.21,96459456.0,0.0,14.51,3.76,-12.86,2485.57,17.99,16.19,18.8,16830.46,--  ,88.05,32.0,0.0021,1.89,3.89,0.059㈡,0.86,1785.0,6376.28,71969.65,         24.28亿,14995.87,0.0,1014.42,电气设备,150.61,7834.0,1161.22,14.41,3435.95,8056.31,0.0,20150826.0,7.4,0.92,57.35
300019,硅宝科技,         26.34亿,0.0,0.0,20091030.0,197.0,11.04万,13686.0,8.01,1201.81,0.97,21723.0,3316.68,12.98,          5.63㈡,58906.3,9.49,3828.75,57.0,16364.54,四川,8.18,22300.0,7464.07,1671.14,4.47,258.07,39.71,10.31,17188.24,0.08,-5665.91,32640.0,81671.46,35998980.0,0.0,13.37,2.04,16.34,4807.16,8.15,7.6,8.69,21444.43,--  ,72.13,29.0,0.0013,0.04,1.8,0.102㈡,0.66,1513.0,12896.96,39061.87,         17.45亿,21627.34,-0.12,3298.06,化工原料,1020.67,15803.0,3330.25,13.03,17641.42,25558.28,0.0,20150811.0,25.83,0.68,30.98
300020,银江股份,         80.82亿,0.0,0.0,20091030.0,849.0,18.24万,14783.0,12.12,64331.51,1.12,156352.0,10904.48,10.78,          5.59㈡,194950.55,21.34,12394.85,1251.0,8821.42,浙江,12.89,139522.0,143054.94,3803.93,3.86,-45.88,37.06,7.99,148673.05,-6.3,-15613.0,65495.8,441230.69,381430560.0,58.65,14.71,5.17,13.68,10836.87,13.32,12.12,14.08,62769.98,--  ,44.18,83.0,0.0014,0.98,3.19,0.166㈡,0.96,3574.0,241436.52,361345.41,         70.62亿,57228.39,-0.48,10850.76,软件服务,-17615.4,38713.0,11639.58,11.51,72806.11,101115.32,3.19,20150819.0,54.95,0.89,28.0
300021,大禹节水,         27.61亿,0.0,0.0,20091030.0,186.0,8.66万,8734.0,9.98,4424.58,1.35,44152.0,1166.77,2.51,          2.38㈡,49017.32,57.45,1388.78,1073.0,28904.43,甘肃,10.29,32690.0,44587.37,277.71,5.63,-224.16,118.31,5.93,40459.7,-6.24,1850.45,27860.0,163328.56,79068184.0,0.0,11.97,4.58,46.21,5554.28,10.69,9.7,10.98,14544.3,--  ,30.01,38.0,0.0023,0.16,1.76,0.042㈡,0.52,2003.0,108679.51,122924.52,         16.62亿,16771.02,0.6,1166.77,农业综合,-1231.7,19202.0,802.06,1.72,34937.05,46576.05,0.0,20150825.0,69.82,0.64,24.99
300022,吉峰农机,         22.44亿,0.0,0.0,20091030.0,143.0,6.60万,10507.0,6.3,7450.6,1.1,108200.0,117.79,0.09,          1.51㈡,7783.53,102.03,2013.03,1135.0,11158.71,四川,6.51,97977.0,100014.7,20554.17,28.84,-34.0,952.74,1.63,70918.4,-5.63,5969.2,35740.0,291420.75,134131408.0,1.59,10.55,6.44,-33.04,4933.15,6.73,6.26,6.97,-37192.39,--  ,2.67,72.0,0.0023,0.21,0.22,0.003㈡,-1.04,2863.0,262173.56,260710.63,         20.09亿,31994.28,-0.47,1637.02,其他商业,-6601.4,30451.0,1987.8,1.45,116798.72,137499.25,0.0,20150826.0,90.28,0.83,15.06
300023,宝德股份,         25.01亿,0.0,0.0,20091030.0,10.0,16.88万,8533.0,19.99,77941.78,1.1,13496.0,711.37,10.56,          0.76㈡,93981.71,38.58,1350.81,21.0,12712.46,陕西,21.19,12270.0,3127.75,5133.48,2.66,-3.9,175.79,37.12,10698.75,-7.24,16553.9,12644.26,300016.72,54608084.0,0.0,12.61,5.15,54.45,2066.65,21.57,19.78,22.5,2738.0,--  ,31.33,24.0,0.0048,6.16,7.43,0.056㈡,0.22,1072.0,130225.5,141263.38,          9.90亿,5004.5,-0.6,936.94,专用机械,-64171.19,5865.0,1238.56,18.38,3892.1,6736.81,0.0,20150822.0,66.96,0.65,42.23
300024,机器人,        339.21亿,0.0,0.0,20091030.0,17270.0,43.25万,8350.0,48.59,31115.24,1.21,142073.0,15743.32,19.44,          7.55㈡,208564.84,21.54,18425.01,166.0,37055.55,辽宁,50.94,117256.0,122058.11,5488.26,16.26,-164.02,107.73,41.88,64047.88,-0.09,-20970.4,65485.19,367052.28,1320950912.0,-14.89,11.83,4.09,23.23,20183.5,52.4,47.8,54.0,92909.21,--  ,56.82,61.0,0.001,0.48,3.18,0.240㈡,1.42,4230.0,94098.97,242096.41,        328.36亿,63389.66,0.0,15915.97,专用机械,-20681.75,75913.0,16803.32,20.74,52969.46,81004.49,0.0,20150826.0,41.68,0.81,34.61
300025,华星创业,         26.78亿,0.0,0.0,20091030.0,37.0,14.13万,11305.0,12.77,25461.6,1.22,51060.0,2767.9,6.18,          3.63㈡,76222.92,5.72,3442.12,376.0,2863.78,浙江,13.08,41720.0,10375.44,3477.11,3.51,-25.33,48.38,5.98,117811.77,-6.69,-3144.68,21426.52,178334.81,121366784.0,8.15,14.98,6.71,28.46,1633.67,13.55,12.27,14.3,27761.16,--  ,42.74,50.0,0.0036,1.19,3.56,0.129㈡,1.3,1851.0,92995.75,146395.63,         17.28亿,13826.95,-0.07,2746.4,通信设备,-10574.28,12231.0,3351.46,7.49,31104.3,44770.8,0.0,20150820.0,55.31,0.78,30.53
