date,open,max,min,close,turn,volume,dailyreturn
1997-05-19,2.4448,2.4645,2.2181,2.2339,7825500,180567976,
1997-05-20,2.1984,2.2082,2.1077,2.1589,2419700,52540182,-3.36%
1997-05-21,2.1688,2.2132,2.0584,2.0722,1778400,38422882,-4.02%
1997-05-22,1.8652,1.9697,1.8652,1.8652,1705500,32482382,-9.99%
1997-05-23,1.873,1.949,1.7942,1.8878,1083400,20493991,1.21%
1997-05-26,1.9204,1.9421,1.7764,1.8632,793300,14909662,-1.30%
1997-05-27,1.8898,1.9223,1.8435,1.9007,906000,17412286,2.01%
1997-05-28,1.9026,1.9973,1.8336,1.9322,1059900,20583466,1.66%
1997-05-29,1.9223,2.0288,1.9125,1.947,1144300,22947444,0.77%
1997-05-30,1.947,2.0061,1.9125,1.9766,603900,11969062,1.52%
1997-06-02,2.0495,2.0998,2.0091,2.0958,1413800,29628084,6.03%
1997-06-03,2.1343,2.157,2.0525,2.082,1422000,30435116,-0.66%
1997-06-04,2.0505,2.0949,2.0209,2.0406,805800,16699736,-1.99%
1997-06-05,2.0535,2.0692,2.0012,2.0189,702100,14444587,-1.06%
1997-06-06,1.876,1.9519,1.8316,1.873,1022500,19652460,-7.23%
1997-06-09,1.9026,1.9273,1.8642,1.9273,419400,8044559,2.90%
1997-06-10,1.9499,1.9499,1.8533,1.8583,272400,5227542,-3.58%
1997-06-11,1.8435,1.873,1.7646,1.809,483700,8829914,-2.65%
1997-06-12,1.8287,1.8316,1.7922,1.7922,251200,4602739,-0.93%
1997-06-13,1.74,1.8612,1.7252,1.8533,431600,7905115,3.41%
1997-06-16,1.873,1.8928,1.8435,1.8523,262600,4968630,-0.05%
1997-06-17,1.8336,1.8336,1.7942,1.8208,189600,3498400,-1.70%
1997-06-18,1.8208,1.8484,1.805,1.8119,243000,4491938,-0.49%
1997-06-19,1.8238,1.8435,1.805,1.8139,183800,3393179,0.11%
1997-06-20,1.8336,1.8937,1.8326,1.8878,297000,5643774,4.07%
1997-06-23,1.9076,1.9263,1.8238,1.8445,431500,8187216,-2.29%
1997-06-24,1.8445,1.8583,1.8316,1.8533,245900,4612101,0.48%
1997-06-25,1.8533,1.8918,1.8247,1.878,273900,5164201,1.33%
1997-06-26,1.8632,1.873,1.8385,1.8602,182000,3428253,-0.95%
1997-06-27,1.8523,1.9312,1.8228,1.8829,635300,12201108,1.22%
1997-07-02,1.9076,2.0209,1.8247,2.0022,1237600,24671362,6.34%
1997-07-03,1.9815,1.9904,1.9026,1.9125,515700,10170149,-4.48%
1997-07-04,1.9076,1.9687,1.874,1.9243,409500,8016325,0.62%
1997-07-07,1.9519,2.0012,1.9046,1.9499,758200,15076224,1.33%
1997-07-08,1.9697,1.9913,1.8139,1.8711,581500,11217474,-4.04%
1997-07-09,1.874,1.9026,1.8238,1.8563,351000,6579705,-0.79%
1997-07-10,1.9223,1.9223,1.8435,1.8533,226000,4314927,-0.16%
1997-07-11,1.8533,1.9322,1.8385,1.9273,403500,7783397,3.99%
1997-07-14,1.9519,1.9657,1.9085,1.9421,415500,8159565,0.77%
1997-07-15,1.944,1.9499,1.873,1.9322,359800,6958012,-0.51%
1997-07-16,1.9273,2.0347,1.8928,2.016,823400,16577086,4.34%
1997-07-17,2.0101,2.0949,1.9716,2.0554,1387800,29008880,1.95%
1997-07-18,2.0594,2.0889,1.9963,2.0692,616700,12853607,0.67%
1997-07-21,2.0889,2.1087,1.9992,2.016,554300,11601994,-2.57%
1997-07-22,2.0111,2.0791,1.9716,2.0702,531700,10883084,2.69%
1997-07-23,2.1008,2.1087,2.0111,2.015,314900,6534316,-2.67%
1997-07-24,2.0012,2.015,1.9519,1.9598,296200,5960208,-2.74%
1997-07-25,1.9233,1.9815,1.9233,1.9371,192400,3797056,-1.16%
1997-07-28,1.9332,1.9332,1.8632,1.8671,219300,4193820,-3.61%
1997-07-29,1.8671,1.9204,1.8415,1.8928,143900,2749577,1.38%
1997-07-30,1.8937,1.9125,1.8928,1.9026,128800,2485443,0.52%
1997-07-31,1.9125,1.9618,1.9105,1.9145,160600,3142102,0.63%
1997-08-01,1.9154,1.9154,1.8829,1.8928,278800,5354848,-1.13%
1997-08-04,1.9125,1.9125,1.8691,1.8859,161300,3082255,-0.36%
1997-08-05,1.8859,1.9342,1.8849,1.8849,107800,2079137,-0.05%
1997-08-06,1.8928,1.9115,1.8553,1.8592,145700,2770630,-1.36%
1997-08-07,1.8445,1.8918,1.8445,1.8918,138800,2622358,1.75%
1997-08-08,1.9233,1.9233,1.8139,1.8238,312200,5863905,-3.59%
1997-08-11,1.8238,1.8238,1.6414,1.6414,754400,12764572,-10.00%
1997-08-12,1.6266,1.6946,1.5881,1.6443,194700,3247727,0.18%
1997-08-13,1.4797,1.5063,1.4797,1.4797,191100,2871255,-10.01%
1997-08-14,1.4373,1.5329,1.4275,1.528,448200,6700324,3.26%
1997-08-15,1.5132,1.5251,1.4689,1.4935,284100,4280840,-2.26%
1997-08-18,1.4787,1.4945,1.4304,1.4797,181500,2678398,-0.92%
1997-08-19,1.4886,1.4945,1.4491,1.4728,184200,2759974,-0.47%
1997-08-20,1.4768,1.5162,1.4768,1.4935,79100,1193063,1.41%
1997-08-21,1.5073,1.5162,1.4689,1.4965,158100,2405650,0.20%
1997-08-22,1.4965,1.5674,1.4837,1.5576,235500,3671392,4.08%
1997-08-25,1.5783,1.6069,1.5586,1.5684,219200,3526046,0.69%
1997-08-26,1.5734,1.5872,1.5576,1.5872,204100,3266603,1.20%
1997-08-27,1.5872,1.5872,1.5655,1.5793,153200,2453101,-0.50%
1997-08-28,1.5773,1.5803,1.5674,1.5773,299300,4785393,-0.13%
1997-08-29,1.5921,1.6019,1.5329,1.5921,226300,3641064,0.94%
1997-09-01,1.5872,1.5872,1.5586,1.5734,158100,2524214,-1.17%
1997-09-02,1.5773,1.6266,1.5753,1.6019,128100,2065568,1.81%
1997-09-03,1.6049,1.6246,1.6029,1.6118,102500,1677648,0.62%
1997-09-04,1.6167,1.6305,1.6019,1.6158,118700,1944778,0.25%
1997-09-05,1.6246,1.666,1.529,1.6394,278000,4608569,1.46%
1997-09-08,1.6345,1.6522,1.5773,1.6138,112900,1845434,-1.56%
1997-09-09,1.597,1.6148,1.5783,1.5793,156000,2517731,-2.14%
1997-09-10,1.5724,1.5921,1.5477,1.5477,176600,2814160,-2.00%
1997-09-11,1.5586,1.6443,1.5586,1.6019,304000,4985324,3.50%
1997-09-12,1.597,1.6759,1.5872,1.5872,347400,5767641,-0.92%
1997-09-15,1.6246,1.6641,1.597,1.6118,229800,3806123,1.55%
1997-09-16,1.6197,1.6365,1.6069,1.6296,75300,1240335,1.10%
1997-09-17,1.6355,1.6838,1.6217,1.6601,370800,6263670,1.87%
1997-09-18,1.671,1.6759,1.6374,1.6473,97800,1646495,-0.77%
1997-09-19,1.6512,1.6759,1.598,1.6443,123500,2053101,-0.18%
1997-09-22,1.6443,1.6512,1.5487,1.5527,208300,3341000,-5.57%
1997-09-23,1.5527,1.5527,1.3979,1.4669,145000,2209834,-5.53%
1997-09-24,1.4689,1.5655,1.4689,1.5566,146500,2269393,6.11%
1997-09-25,1.5576,1.5694,1.5379,1.5566,137100,2158661,0.00%
1997-09-26,1.5527,1.5773,1.5182,1.5458,77300,1211382,-0.69%
1997-09-29,1.5113,1.5428,1.5103,1.528,73800,1141722,-1.15%
1997-09-30,1.528,1.5586,1.528,1.5458,28800,453225,1.16%
1997-10-06,1.5467,1.5724,1.529,1.5625,39900,631266,1.08%
1997-10-07,1.5379,1.5753,1.5379,1.5724,40300,639650,0.63%
1997-10-08,1.5773,1.6414,1.5773,1.6365,79600,1312401,4.08%
1997-10-09,1.6414,1.6414,1.6069,1.6098,70500,1164550,-1.63%
1997-10-10,1.597,1.6414,1.597,1.6315,53200,879663,1.35%
1997-10-13,1.6345,1.6414,1.6217,1.6217,42200,697522,-0.60%
1997-10-14,1.6217,1.6463,1.6069,1.6325,102300,1696108,0.67%
1997-10-15,1.6355,1.6562,1.596,1.6315,66800,1109011,-0.06%
1997-10-16,1.6305,1.6759,1.6266,1.6719,180500,3050661,2.48%
1997-10-17,1.6956,1.6956,1.6719,1.6818,144900,2471235,0.59%
1997-10-20,1.6857,1.6956,1.666,1.6857,291500,4970414,0.23%
1997-10-21,1.6887,1.6956,1.667,1.6867,122700,2089705,0.06%
1997-10-22,1.6857,1.6867,1.6562,1.6562,144100,2439317,-1.81%
1997-10-23,1.6611,1.6739,1.6562,1.6572,159400,2691425,0.06%
1997-10-24,1.6562,1.6759,1.6562,1.665,114600,1940886,0.47%
1997-10-27,1.6562,1.7498,1.6562,1.7498,219500,3842983,5.09%
1997-10-28,1.7597,1.7607,1.6562,1.671,160100,2771410,-4.50%
1997-10-29,1.6512,1.7133,1.6365,1.7055,132400,2269285,2.06%
1997-10-30,1.7133,1.7252,1.6808,1.6936,134900,2328742,-0.70%
1997-10-31,1.6739,1.6946,1.6434,1.6936,64900,1095942,0.00%
1997-11-03,1.6473,1.6936,1.6473,1.668,65100,1101434,-1.51%
1997-11-04,1.666,1.7074,1.666,1.6759,104600,1794537,0.47%
1997-11-05,1.6956,1.7271,1.6769,1.7202,144600,2510271,2.64%
1997-11-06,1.7252,1.734,1.6956,1.6966,122000,2120588,-1.37%
1997-11-07,1.6966,1.7104,1.6877,1.7104,116800,2018810,0.81%
1997-11-10,1.6956,1.7587,1.6956,1.7153,96400,1698634,0.29%
1997-11-11,1.7252,1.735,1.6769,1.7055,49400,850009,-0.57%
1997-11-12,1.7055,1.7252,1.6857,1.6995,49900,861666,-0.35%
1997-11-13,1.6926,1.7055,1.6611,1.7055,56500,962883,0.35%
1997-11-14,1.6956,1.7153,1.6769,1.7074,39400,678864,0.11%
1997-11-17,1.7055,1.7183,1.6818,1.6956,63700,1101174,-0.69%
1997-11-18,1.7055,1.7193,1.6857,1.6956,73800,1276808,0.00%
1997-11-19,1.6611,1.7035,1.6365,1.671,213500,3607782,-1.45%
1997-11-20,1.666,1.6946,1.6562,1.666,78200,1325608,-0.30%
1997-11-21,1.6424,1.6562,1.6365,1.6414,97500,1627901,-1.48%
1997-11-24,1.6414,1.6414,1.5773,1.5793,89100,1445683,-3.78%
1997-11-25,1.595,1.597,1.5576,1.5773,55100,879414,-0.13%
1997-11-26,1.5872,1.6256,1.5793,1.5921,33500,542000,0.94%
1997-11-27,1.6236,1.6236,1.5872,1.5901,35800,580000,-0.13%
1997-11-28,1.597,1.6079,1.5773,1.6079,53700,867000,1.12%
1997-12-01,1.6079,1.6167,1.6029,1.6118,39600,646615,0.24%
1997-12-02,1.6108,1.6414,1.6069,1.6365,36100,597745,1.53%
1997-12-03,1.6759,1.6759,1.6325,1.6621,49000,818340,1.56%
1997-12-04,1.6414,1.6857,1.6414,1.6779,107700,1830925,0.95%
1997-12-05,1.6779,1.7725,1.6779,1.7183,370900,6530032,2.41%
1997-12-08,1.7528,1.7725,1.7252,1.7695,274300,4890539,2.98%
1997-12-09,1.7646,1.7843,1.7548,1.7567,151500,2716743,-0.72%
1997-12-10,1.7646,1.7893,1.7449,1.7745,215800,3876823,1.01%
1997-12-11,1.7735,1.7745,1.735,1.7617,125100,2231795,-0.72%
1997-12-12,1.7646,1.7646,1.7429,1.7548,119100,2120477,-0.39%
1997-12-15,1.7429,1.8385,1.7409,1.8238,308300,5652806,3.93%
1997-12-16,1.8671,1.8671,1.804,1.8523,178200,3310425,1.56%
1997-12-17,1.8238,1.8533,1.7745,1.7764,248200,4536705,-4.10%
1997-12-18,1.7745,1.7942,1.7548,1.7873,105600,1906856,0.61%
1997-12-19,1.7922,1.8238,1.7922,1.8228,119300,2186909,1.99%
1997-12-22,1.8297,1.9125,1.8297,1.9095,426600,8197255,4.76%
1997-12-23,1.9115,1.9223,1.8632,1.8878,206400,3950426,-1.14%
1997-12-24,1.873,1.9214,1.8632,1.9026,159800,3076680,0.78%
1997-12-25,1.8977,1.9519,1.8829,1.9381,190900,3745412,1.87%
1997-12-26,1.7548,2.0673,1.7548,1.9963,433500,8758322,3.00%
1997-12-29,1.9963,2.0505,1.9618,1.9618,259400,5292341,-1.73%
1997-12-30,1.9519,2.0189,1.9519,2.0061,180000,3617466,2.26%
1997-12-31,2.0209,2.0899,2.0042,2.0702,332100,6915903,3.20%
1998-01-05,2.1067,2.2151,2.0702,2.1934,487700,10793744,5.95%
1998-01-06,2.1934,2.2279,2.1599,2.1964,374100,8322307,0.14%
1998-01-07,2.1885,2.1885,2.1481,2.1836,288100,6343153,-0.58%
1998-01-08,2.1777,2.2634,2.1471,2.2072,187700,4204622,1.08%
1998-01-09,2.1688,2.2181,2.1491,2.1688,327000,7214268,-1.74%
1998-01-12,2.1491,2.2969,2.1491,2.1787,432700,9874934,0.46%
1998-01-13,2.1372,2.1372,1.9608,2.0406,753600,15527418,-6.34%
1998-01-14,2.0347,2.1284,2.0209,2.0978,344500,7264530,2.80%
1998-01-15,2.0929,2.2082,2.0929,2.1491,276600,6005380,2.45%
1998-01-16,2.1294,2.1865,2.1294,2.1589,165200,3625768,0.46%
1998-01-19,2.1688,2.2378,2.1688,2.2082,161900,3621745,2.28%
1998-01-20,2.1865,2.2181,2.1195,2.1392,127700,2796477,-3.12%
1998-01-21,2.1589,2.1668,2.0899,2.0899,128200,2746371,-2.30%
1998-01-22,2.0712,2.1254,2.0712,2.1146,104000,2217189,1.18%
1998-01-23,2.1096,2.1688,2.0998,2.1372,130900,2824681,1.07%
1998-02-09,2.1934,2.1994,2.1491,2.1639,126200,2778885,1.25%
1998-02-10,2.1639,2.2772,2.1639,2.222,610400,13895397,2.68%
1998-02-11,2.2329,2.3167,2.2043,2.2871,602000,13884144,2.93%
1998-02-12,2.3068,2.4034,2.2881,2.364,631900,15056917,3.36%
1998-02-13,2.366,2.4133,2.293,2.3699,467600,11217053,0.25%
