date,close,turn,dailyreturn
2001-01-12,4.9277 ,-0.1400 ,-0.5124 
2001-01-15,4.8225 ,-0.5800 ,-2.1339 
2001-01-16,4.7862 ,-0.2000 ,-0.7519 
2001-01-17,4.7500 ,-0.2000 ,-0.7576 
2001-01-18,4.8007 ,0.2800 ,1.0687 
2001-01-19,4.8570 ,0.3100 ,1.1707 
2001-02-05,4.6231 ,-1.2900 ,-4.8152 
2001-02-06,4.6195 ,-0.0200 ,-0.0784 
2001-02-07,4.4780 ,-0.7800 ,-3.0612 
2001-02-08,4.1789 ,-1.6500 ,-6.6802 
2001-02-09,4.3131 ,0.7400 ,3.2104 
2001-02-12,4.3312 ,0.1000 ,0.4203 
2001-02-13,4.3475 ,0.0900 ,0.3767 
2001-02-14,4.3258 ,-0.1200 ,-0.5004 
2001-02-15,4.4128 ,0.4800 ,2.0117 
2001-02-16,4.5651 ,0.8400 ,3.4511 
2001-02-19,4.5578 ,-0.0400 ,-0.1589 
2001-02-20,4.4599 ,-0.5400 ,-2.1480 
2001-02-21,4.3403 ,-0.6600 ,-2.6829 
2001-02-22,4.4110 ,0.3900 ,1.6291 
2001-02-23,4.4400 ,0.1600 ,0.6576 
2001-02-26,4.4871 ,0.2600 ,1.0617 
2001-02-27,4.4871 ,0.0000 ,0.0000 
2001-02-28,4.4635 ,-0.1300 ,-0.5253 
2001-03-01,4.4581 ,-0.0300 ,-0.1219 
2001-03-02,4.4653 ,0.0400 ,0.1627 
2001-03-05,4.4599 ,-0.0300 ,-0.1218 
2001-03-06,4.3874 ,-0.4000 ,-1.6260 
2001-03-07,4.3820 ,-0.0300 ,-0.1240 
2001-03-08,4.4200 ,0.2100 ,0.8688 
2001-03-09,4.4871 ,0.3700 ,1.5176 
2001-03-12,4.4545 ,-0.1800 ,-0.7273 
2001-03-13,4.3693 ,-0.4700 ,-1.9129 
2001-03-14,4.4128 ,0.2400 ,0.9959 
2001-03-15,4.4218 ,0.0500 ,0.2054 
2001-03-16,4.3892 ,-0.1800 ,-0.7380 
2001-03-19,4.3584 ,-0.1700 ,-0.7022 
2001-03-20,4.3674 ,0.0500 ,0.2080 
2001-03-21,4.4998 ,0.7300 ,3.0303 
2001-03-22,4.5306 ,0.1700 ,0.6849 
2001-03-23,4.4599 ,-0.3900 ,-1.5606 
2001-03-26,4.5143 ,0.3000 ,1.2195 
2001-03-27,4.6340 ,0.6600 ,2.6506 
2001-03-28,4.6068 ,-0.1500 ,-0.5869 
2001-03-29,4.5596 ,-0.2600 ,-1.0232 
2001-03-30,4.5904 ,0.1700 ,0.6759 
2001-04-02,4.6593 ,0.3800 ,1.5008 
2001-04-03,4.6231 ,-0.2000 ,-0.7782 
2001-04-04,4.5216 ,-0.5600 ,-2.1961 
2001-04-05,4.5506 ,0.1600 ,0.6415 
2001-04-06,4.5487 ,-0.0100 ,-0.0398 
2001-04-09,4.5397 ,-0.0500 ,-0.1993 
2001-04-10,4.5904 ,0.2800 ,1.1182 
2001-04-11,4.5995 ,0.0500 ,0.1975 
2001-04-12,4.6521 ,0.2900 ,1.1431 
2001-04-13,4.6684 ,0.0900 ,0.3507 
2001-04-16,4.6684 ,0.0000 ,0.0000 
2001-04-17,4.7355 ,0.3700 ,1.4369 
2001-04-18,4.6938 ,-0.2300 ,-0.8806 
2001-04-19,4.6666 ,-0.1500 ,-0.5794 
2001-04-20,4.7065 ,0.2200 ,0.8547 
2001-04-23,4.7844 ,0.4300 ,1.6564 
2001-04-24,4.7899 ,0.0300 ,0.1137 
2001-04-25,4.6521 ,-0.7600 ,-2.8766 
2001-04-26,4.6031 ,-0.2700 ,-1.0522 
2001-04-27,4.6593 ,0.3100 ,1.2210 
2001-04-30,4.6702 ,0.0600 ,0.2335 
2001-05-08,4.6775 ,0.0400 ,0.1553 
2001-05-09,4.6068 ,-0.3900 ,-1.5116 
2001-05-10,4.5814 ,-0.1400 ,-0.5510 
2001-05-11,4.5778 ,-0.0200 ,-0.0791 
2001-05-14,4.6775 ,0.5500 ,2.1782 
2001-05-15,4.7518 ,0.4100 ,1.5891 
2001-05-16,4.8080 ,0.3100 ,1.1828 
2001-05-17,4.8388 ,0.1700 ,0.6410 
2001-05-18,4.7971 ,-0.2300 ,-0.8617 
2001-05-21,4.7518 ,-0.2500 ,-0.9448 
2001-05-22,4.7482 ,-0.0200 ,-0.0763 
2001-05-23,4.6972 ,-0.2800 ,-1.0732 
2001-05-24,4.6554 ,-0.2300 ,-0.8911 
2001-05-25,4.6681 ,0.0700 ,0.2737 
2001-05-28,4.5880 ,-0.4400 ,-1.7154 
2001-05-29,4.6044 ,0.0900 ,0.3570 
2001-05-30,4.7136 ,0.6000 ,2.3715 
2001-05-31,4.6845 ,-0.1600 ,-0.6178 
2001-06-01,4.6208 ,-0.3500 ,-1.3598 
2001-06-04,4.6335 ,0.0700 ,0.2757 
2001-06-05,4.6608 ,0.1500 ,0.5892 
2001-06-06,4.6408 ,-0.1100 ,-0.4295 
2001-06-07,4.6772 ,0.2000 ,0.7843 
2001-06-08,4.6444 ,-0.1800 ,-0.7004 
2001-06-11,4.6044 ,-0.2200 ,-0.8621 
2001-06-12,4.6663 ,0.3400 ,1.3439 
2001-06-13,4.7445 ,0.4300 ,1.6771 
2001-06-14,4.6444 ,-0.5500 ,-2.1097 
2001-06-15,4.7591 ,0.6300 ,2.4687 
2001-06-18,4.7227 ,-0.2000 ,-0.7648 
2001-06-19,4.8046 ,0.4500 ,1.7341 
2001-06-20,4.7409 ,-0.3500 ,-1.3258 
2001-06-21,4.7682 ,0.1500 ,0.5758 
2001-06-22,4.7464 ,-0.1200 ,-0.4580 
2001-06-25,4.7846 ,0.2100 ,0.8052 
2001-06-26,4.7573 ,-0.1500 ,-0.5706 
2001-06-27,4.8483 ,0.5000 ,1.9128 
2001-06-28,4.8883 ,0.2200 ,0.8258 
2001-06-29,4.8483 ,-0.2200 ,-0.8191 
2001-07-02,4.8046 ,-0.2400 ,-0.9009 
2001-07-03,4.8210 ,0.0900 ,0.3409 
2001-07-04,4.7937 ,-0.1500 ,-0.5663 
2001-07-05,4.7573 ,-0.2000 ,-0.7593 
2001-07-06,4.7409 ,-0.0900 ,-0.3443 
2001-07-09,4.7591 ,0.1000 ,0.3839 
2001-07-10,4.7700 ,0.0600 ,0.2294 
2001-07-11,4.6954 ,-0.4100 ,-1.5643 
2001-07-12,4.6645 ,-0.1700 ,-0.6589 
2001-07-13,4.6699 ,0.0300 ,0.1171 
2001-07-16,4.6026 ,-0.3700 ,-1.4419 
2001-07-17,4.5698 ,-0.1800 ,-0.7117 
2001-07-18,4.5953 ,0.1400 ,0.5575 
2001-07-19,4.5989 ,0.0200 ,0.0792 
2001-07-20,4.6590 ,0.3300 ,1.3059 
2001-07-23,4.6299 ,-0.1600 ,-0.6250 
2001-07-24,4.5498 ,-0.4400 ,-1.7296 
2001-07-25,4.4188 ,-0.7200 ,-2.8800 
2001-07-26,4.3533 ,-0.3600 ,-1.4827 
2001-07-27,4.2313 ,-0.6700 ,-2.8010 
2001-07-30,3.9583 ,-1.5000 ,-6.4516 
2001-07-31,3.9074 ,-0.2800 ,-1.2874 
2001-08-01,4.0748 ,0.9200 ,4.2850 
2001-08-02,4.0093 ,-0.3600 ,-1.6079 
2001-08-03,4.0020 ,-0.0400 ,-0.1816 
2001-08-06,3.7054 ,-1.6300 ,-7.4125 
2001-08-07,3.8036 ,0.5400 ,2.6523 
2001-08-08,3.7836 ,-0.1100 ,-0.5263 
2001-08-09,3.8364 ,0.2900 ,1.3949 
2001-08-10,3.9419 ,0.5800 ,2.7514 
2001-08-13,3.9510 ,0.0500 ,0.2308 
2001-08-14,3.9019 ,-0.2700 ,-1.2437 
2001-08-15,3.9183 ,0.0900 ,0.4198 
2001-08-16,3.8582 ,-0.3300 ,-1.5327 
2001-08-17,3.8491 ,-0.0500 ,-0.2358 
2001-08-20,3.8637 ,0.0800 ,0.3783 
2001-08-21,3.8801 ,0.0900 ,0.4239 
2001-08-22,3.8000 ,-0.4400 ,-2.0638 
2001-08-23,3.7854 ,-0.0800 ,-0.3831 
2001-08-24,3.7399 ,-0.2500 ,-1.2019 
2001-08-27,3.6289 ,-0.6100 ,-2.9684 
2001-08-28,3.7418 ,0.6200 ,3.1093 
2001-08-29,3.7454 ,0.0200 ,0.0973 
2001-08-30,3.7126 ,-0.1800 ,-0.8746 
2001-08-31,3.6926 ,-0.1100 ,-0.5392 
2001-09-03,3.6999 ,0.0400 ,0.1971 
2001-09-04,3.8291 ,0.7100 ,3.4924 
2001-09-05,3.8309 ,0.0100 ,0.0475 
2001-09-06,3.7927 ,-0.2100 ,-0.9976 
2001-09-07,3.6690 ,-0.6800 ,-3.2630 
2001-09-10,3.7854 ,0.6400 ,3.1746 
2001-09-11,3.7964 ,0.0600 ,0.2885 
2001-09-12,3.7672 ,-0.1600 ,-0.7670 
2001-09-13,3.7854 ,0.1000 ,0.4831 
2001-09-14,3.7126 ,-0.4000 ,-1.9231 
2001-09-17,3.6580 ,-0.3000 ,-1.4706 
2001-09-18,3.6580 ,0.0000 ,0.0000 
2001-09-19,3.8000 ,0.7800 ,3.8806 
2001-09-20,3.8601 ,0.3300 ,1.5805 
2001-09-21,3.8291 ,-0.1700 ,-0.8015 
2001-09-24,3.8746 ,0.2500 ,1.1882 
2001-09-25,3.8764 ,0.0100 ,0.0470 
2001-09-26,3.8218 ,-0.3000 ,-1.4085 
2001-09-27,3.8273 ,0.0300 ,0.1429 
2001-09-28,3.8237 ,-0.0200 ,-0.0951 
2001-10-08,3.6471 ,-0.9700 ,-4.6168 
2001-10-09,3.6817 ,0.1900 ,0.9481 
2001-10-10,3.4415 ,-1.3200 ,-6.5250 
2001-10-11,3.3851 ,-0.3100 ,-1.6393 
2001-10-12,3.4815 ,0.5300 ,2.8495 
2001-10-15,3.4215 ,-0.3300 ,-1.7250 
2001-10-16,3.3032 ,-0.6500 ,-3.4574 
2001-10-17,3.2395 ,-0.3500 ,-1.9284 
2001-10-18,3.1576 ,-0.4500 ,-2.5281 
2001-10-19,2.9501 ,-1.1400 ,-6.5706 
2001-10-22,2.7736 ,-0.9700 ,-5.9840 
2001-10-23,3.0502 ,1.5200 ,9.9738 
2001-10-24,3.3396 ,1.5900 ,9.4869 
2001-10-25,3.2777 ,-0.3400 ,-1.8529 
2001-10-26,3.2631 ,-0.0800 ,-0.4442 
2001-10-29,3.3104 ,0.2600 ,1.4501 
2001-10-30,3.2631 ,-0.2600 ,-1.4294 
2001-10-31,3.2213 ,-0.2300 ,-1.2828 
2001-11-01,3.2613 ,0.2200 ,1.2429 
2001-11-02,3.2158 ,-0.2500 ,-1.3951 
2001-11-05,3.1303 ,-0.4700 ,-2.6599 
2001-11-06,3.1485 ,0.1000 ,0.5814 
2001-11-07,2.9319 ,-1.1900 ,-6.8786 
2001-11-08,2.9683 ,0.2000 ,1.2415 
2001-11-09,3.0447 ,0.4200 ,2.5751 
2001-11-12,2.9865 ,-0.3200 ,-1.9127 
2001-11-13,2.9392 ,-0.2600 ,-1.5844 
2001-11-14,2.9574 ,0.1000 ,0.6192 
2001-11-15,2.9701 ,0.0700 ,0.4308 
2001-11-16,3.0484 ,0.4300 ,2.6348 
2001-11-19,3.1321 ,0.4600 ,2.7463 
2001-11-20,3.1940 ,0.3400 ,1.9756 
2001-11-21,3.1921 ,-0.0100 ,-0.0570 
2001-11-22,3.2103 ,0.1000 ,0.5701 
2001-11-23,3.1703 ,-0.2200 ,-1.2472 
2001-11-26,3.1557 ,-0.0800 ,-0.4592 
2001-11-27,3.1958 ,0.2200 ,1.2687 
2001-11-28,3.2540 ,0.3200 ,1.8223 
2001-11-29,3.2704 ,0.0900 ,0.5034 
2001-11-30,3.2904 ,0.1100 ,0.6121 
2001-12-03,3.3214 ,0.1700 ,0.9403 
2001-12-04,3.2995 ,-0.1200 ,-0.6575 
2001-12-05,3.2122 ,-0.4800 ,-2.6475 
2001-12-06,3.2395 ,0.1500 ,0.8499 
2001-12-07,3.2376 ,-0.0100 ,-0.0562 
2001-12-10,3.2213 ,-0.0900 ,-0.5059 
2001-12-11,3.1849 ,-0.2000 ,-1.1299 
2001-12-12,3.1375 ,-0.2600 ,-1.4857 
2001-12-13,3.1212 ,-0.0900 ,-0.5220 
2001-12-14,3.0829 ,-0.2100 ,-1.2245 
2001-12-17,3.0593 ,-0.1300 ,-0.7674 
2001-12-18,3.1030 ,0.2400 ,1.4277 
2001-12-19,3.0793 ,-0.1300 ,-0.7625 
2001-12-20,2.9665 ,-0.6200 ,-3.6643 
2001-12-21,2.9756 ,0.0500 ,0.3067 
2001-12-24,2.9446 ,-0.1700 ,-1.0398 
2001-12-25,2.9446 ,0.0000 ,0.0000 
2001-12-26,3.0029 ,0.3200 ,1.9778 
2001-12-27,2.9829 ,-0.1100 ,-0.6667 
2001-12-28,3.0120 ,0.1600 ,0.9762 
2001-12-31,3.0520 ,0.2200 ,1.3293 
2002-01-04,2.9355 ,-0.6400 ,-3.8163 
2002-01-07,2.9137 ,-0.1200 ,-0.7440 
2002-01-08,2.9082 ,-0.0300 ,-0.1874 
2002-01-09,2.8755 ,-0.1800 ,-1.1264 
2002-01-10,2.9337 ,0.3200 ,2.0253 
2002-01-11,2.8172 ,-0.6400 ,-3.9702 
2002-01-14,2.6935 ,-0.6800 ,-4.3928 
2002-01-15,2.6334 ,-0.3300 ,-2.2297 
2002-01-16,2.6989 ,0.3600 ,2.4879 
2002-01-17,2.5479 ,-0.8300 ,-5.5968 
2002-01-18,2.5333 ,-0.0800 ,-0.5714 
2002-01-21,2.4533 ,-0.4400 ,-3.1609 
2002-01-22,2.5006 ,0.2600 ,1.9288 
2002-01-23,2.7099 ,1.1500 ,8.3697 
2002-01-24,2.6953 ,-0.0800 ,-0.5373 
2002-01-25,2.6935 ,-0.0100 ,-0.0675 
2002-01-28,2.4605 ,-1.2800 ,-8.6486 
2002-01-29,2.5261 ,0.3600 ,2.6627 
2002-01-30,2.5461 ,0.1100 ,0.7925 
2002-01-31,2.7972 ,1.3800 ,9.8642 
2002-02-01,2.7845 ,-0.0700 ,-0.4554 
2002-02-04,2.8209 ,0.2000 ,1.3072 
2002-02-05,2.8318 ,0.0600 ,0.3871 
2002-02-06,2.7444 ,-0.4800 ,-3.0848 
2002-02-07,2.8518 ,0.5900 ,3.9125 
2002-02-08,2.8191 ,-0.1800 ,-1.1487 
2002-02-25,2.8919 ,0.4000 ,2.5823 
2002-02-26,2.8373 ,-0.3000 ,-1.8880 
2002-02-27,2.8300 ,-0.0400 ,-0.2566 
2002-02-28,2.7918 ,-0.2100 ,-1.3505 
2002-03-01,2.7499 ,-0.2300 ,-1.4993 
2002-03-04,2.7954 ,0.2500 ,1.6545 
2002-03-05,2.8773 ,0.4500 ,2.9297 
2002-03-06,2.8846 ,0.0400 ,0.2530 
2002-03-07,2.9465 ,0.3400 ,2.1451 
2002-03-08,3.0902 ,0.7900 ,4.8796 
2002-03-11,3.0884 ,-0.0100 ,-0.0589 
2002-03-12,3.0010 ,-0.4800 ,-2.8285 
2002-03-13,2.9847 ,-0.0900 ,-0.5458 
2002-03-14,3.0666 ,0.4500 ,2.7439 
2002-03-15,2.9647 ,-0.5600 ,-3.3234 
2002-03-18,2.9665 ,0.0100 ,0.0614 
2002-03-19,3.0793 ,0.6200 ,3.8037 
2002-03-20,3.1321 ,0.2900 ,1.7139 
2002-03-21,3.1357 ,0.0200 ,0.1162 
2002-03-22,3.0757 ,-0.3300 ,-1.9153 
2002-03-25,3.0647 ,-0.0600 ,-0.3550 
2002-03-26,3.0283 ,-0.2000 ,-1.1876 
2002-03-27,3.0211 ,-0.0400 ,-0.2404 
2002-03-28,3.0211 ,0.0000 ,0.0000 
2002-03-29,2.9046 ,-0.6400 ,-3.8554 
2002-04-01,2.8900 ,-0.0800 ,-0.5013 
2002-04-02,2.8191 ,-0.3900 ,-2.4559 
2002-04-03,2.8191 ,0.0000 ,0.0000 
2002-04-04,2.9319 ,0.6200 ,4.0026 
2002-04-05,2.9064 ,-0.1400 ,-0.8690 
2002-04-08,2.9064 ,0.0000 ,0.0000 
2002-04-09,2.9501 ,0.2400 ,1.5028 
2002-04-10,2.9901 ,0.2200 ,1.3572 
2002-04-11,2.9119 ,-0.4300 ,-2.6172 
2002-04-12,2.9210 ,0.0500 ,0.3125 
2002-04-15,2.9210 ,0.0000 ,0.0000 
2002-04-16,2.9210 ,0.0000 ,0.0000 
2002-04-17,2.9556 ,0.1900 ,1.1838 
2002-04-18,2.8755 ,-0.4400 ,-2.7094 
2002-04-19,2.8900 ,0.0800 ,0.5063 
2002-04-22,2.8536 ,-0.2000 ,-1.2594 
2002-04-23,2.7062 ,-0.8100 ,-5.1658 
2002-04-24,2.6953 ,-0.0600 ,-0.4035 
2002-04-25,2.7190 ,0.1300 ,0.8778 
2002-04-26,2.7645 ,0.2500 ,1.6734 
2002-04-29,2.8027 ,0.2100 ,1.3825 
2002-04-30,2.7845 ,-0.1000 ,-0.6494 
2002-05-08,2.7572 ,-0.1500 ,-0.9804 
2002-05-09,2.7572 ,0.0000 ,0.0000 
2002-05-10,2.7663 ,0.0500 ,0.3300 
2002-05-13,2.7099 ,-0.3100 ,-2.0395 
2002-05-14,2.7299 ,0.1100 ,0.7388 
2002-05-15,2.7153 ,-0.0800 ,-0.5333 
2002-05-16,2.6098 ,-0.5800 ,-3.8874 
2002-05-17,2.6807 ,0.3900 ,2.7197 
2002-05-20,2.6152 ,-0.3600 ,-2.4440 
2002-05-21,2.7299 ,0.6300 ,4.3841 
2002-05-22,2.7262 ,-0.0200 ,-0.1333 
2002-05-23,2.7135 ,-0.0700 ,-0.4673 
2002-05-24,2.7135 ,0.0000 ,0.0000 
2002-05-27,2.6352 ,-0.4300 ,-2.8840 
2002-05-28,2.6389 ,0.0200 ,0.1381 
2002-05-29,2.5752 ,-0.3500 ,-2.4138 
2002-05-30,2.5788 ,0.0200 ,0.1413 
2002-05-31,2.5588 ,-0.1100 ,-0.7763 
2002-06-03,2.5442 ,-0.0800 ,-0.5690 
2002-06-04,2.5352 ,-0.0500 ,-0.3577 
2002-06-05,2.5006 ,-0.1900 ,-1.3640 
2002-06-06,2.6716 ,0.9400 ,6.8413 
2002-06-07,2.6698 ,-0.0100 ,-0.0681 
2002-06-10,2.6261 ,-0.2400 ,-1.6360 
2002-06-11,2.6334 ,0.0400 ,0.2772 
2002-06-12,2.6079 ,-0.1400 ,-0.9675 
2002-06-13,2.5861 ,-0.1200 ,-0.8374 
2002-06-14,2.5497 ,-0.2000 ,-1.4075 
2002-06-17,2.5442 ,-0.0300 ,-0.2141 
2002-06-18,2.5934 ,0.2700 ,1.9313 
2002-06-19,2.5715 ,-0.1200 ,-0.8421 
2002-06-20,2.5825 ,0.0600 ,0.4246 
2002-06-21,2.6680 ,0.4700 ,3.3122 
2002-06-24,2.9355 ,1.4700 ,10.0273 
2002-06-25,2.8573 ,-0.4300 ,-2.6658 
2002-06-26,2.9792 ,0.6700 ,4.2675 
2002-06-27,2.9355 ,-0.2400 ,-1.4661 
2002-06-28,2.8991 ,-0.2000 ,-1.2399 
2002-07-01,2.8755 ,-0.1300 ,-0.8161 
2002-07-02,2.8864 ,0.0600 ,0.3797 
2002-07-03,2.8846 ,-0.0100 ,-0.0631 
2002-07-04,2.8646 ,-0.1100 ,-0.6940 
2002-07-05,2.8591 ,-0.0300 ,-0.1906 
2002-07-08,2.8718 ,0.0700 ,0.4456 
2002-07-09,2.8646 ,-0.0400 ,-0.2535 
2002-07-10,2.8573 ,-0.0400 ,-0.2541 
2002-07-11,2.8900 ,0.1800 ,1.1465 
2002-07-12,2.8755 ,-0.0800 ,-0.5038 
2002-07-15,2.8154 ,-0.3300 ,-2.0886 
2002-07-16,2.8081 ,-0.0400 ,-0.2586 
2002-07-17,2.8009 ,-0.0400 ,-0.2592 
2002-07-18,2.8027 ,0.0100 ,0.0650 
2002-07-19,2.8063 ,0.0200 ,0.1307 
2002-07-22,2.7551 ,-0.2800 ,-1.8277 
2002-07-23,2.7367 ,-0.1000 ,-0.6649 
2002-07-24,2.7221 ,-0.0800 ,-0.5355 
2002-07-25,2.7294 ,0.0400 ,0.2692 
2002-07-26,2.7422 ,0.0700 ,0.4698 
2002-07-29,2.7496 ,0.0400 ,0.2672 
2002-07-30,2.7441 ,-0.0300 ,-0.1999 
2002-07-31,2.7294 ,-0.0800 ,-0.5340 
2002-08-01,2.7056 ,-0.1300 ,-0.8725 
2002-08-02,2.7624 ,0.3100 ,2.0988 
2002-08-05,2.7532 ,-0.0500 ,-0.3316 
2002-08-06,2.7807 ,0.1500 ,0.9980 
2002-08-07,2.7697 ,-0.0600 ,-0.3953 
2002-08-08,2.7257 ,-0.2400 ,-1.5873 
2002-08-09,2.6708 ,-0.3000 ,-2.0161 
2002-08-12,2.6451 ,-0.1400 ,-0.9602 
2002-08-13,2.6506 ,0.0300 ,0.2078 
2002-08-14,2.6671 ,0.0900 ,0.6220 
2002-08-15,2.6543 ,-0.0700 ,-0.4808 
2002-08-16,2.5993 ,-0.3000 ,-2.0704 
2002-08-19,2.5536 ,-0.2500 ,-1.7618 
2002-08-20,2.6067 ,0.2900 ,2.0803 
2002-08-21,2.6360 ,0.1600 ,1.1244 
2002-08-22,2.7679 ,0.7200 ,5.0035 
2002-08-23,2.7496 ,-0.1000 ,-0.6618 
2002-08-26,2.7349 ,-0.0800 ,-0.5330 
2002-08-27,2.8210 ,0.4700 ,3.1480 
2002-08-28,2.7770 ,-0.2400 ,-1.5584 
2002-08-29,2.7349 ,-0.2300 ,-1.5172 
2002-08-30,2.7441 ,0.0500 ,0.3349 
2002-09-02,2.7422 ,-0.0100 ,-0.0668 
2002-09-03,2.7715 ,0.1600 ,1.0688 
2002-09-04,2.7734 ,0.0100 ,0.0661 
2002-09-05,2.7111 ,-0.3400 ,-2.2457 
2002-09-06,2.7056 ,-0.0300 ,-0.2027 
2002-09-09,2.7093 ,0.0200 ,0.1354 
2002-09-10,2.7221 ,0.0700 ,0.4733 
2002-09-11,2.6799 ,-0.2300 ,-1.5478 
2002-09-12,2.6708 ,-0.0500 ,-0.3418 
2002-09-13,2.6635 ,-0.0400 ,-0.2743 
2002-09-16,2.6635 ,0.0000 ,0.0000 
2002-09-17,2.6103 ,-0.2900 ,-1.9945 
2002-09-18,2.5829 ,-0.1500 ,-1.0526 
2002-09-19,2.6103 ,0.1500 ,1.0638 
2002-09-20,2.6067 ,-0.0200 ,-0.1404 
2002-09-23,2.5920 ,-0.0800 ,-0.5622 
2002-09-24,2.5920 ,0.0000 ,0.0000 
2002-09-25,2.5774 ,-0.0800 ,-0.5654 
2002-09-26,2.5645 ,-0.0700 ,-0.4975 
2002-09-27,2.5279 ,-0.2000 ,-1.4286 
2002-10-08,2.5023 ,-0.1400 ,-1.0145 
2002-10-09,2.4931 ,-0.0500 ,-0.3660 
2002-10-10,2.4876 ,-0.0300 ,-0.2204 
2002-10-11,2.4784 ,-0.0500 ,-0.3682 
2002-10-14,2.5004 ,0.1200 ,0.8869 
2002-10-15,2.5041 ,0.0200 ,0.1465 
2002-10-16,2.5389 ,0.1900 ,1.3899 
2002-10-17,2.4913 ,-0.2600 ,-1.8759 
2002-10-18,2.4821 ,-0.0500 ,-0.3676 
2002-10-21,2.4730 ,-0.0500 ,-0.3690 
2002-10-22,2.5279 ,0.3000 ,2.2222 
2002-10-23,2.5114 ,-0.0900 ,-0.6522 
2002-10-24,2.4913 ,-0.1100 ,-0.8023 
2002-10-25,2.4656 ,-0.1400 ,-1.0294 
2002-10-28,2.4070 ,-0.3200 ,-2.3774 
2002-10-29,2.4418 ,0.1900 ,1.4460 
2002-10-30,2.4033 ,-0.2100 ,-1.5754 
2002-10-31,2.3942 ,-0.0500 ,-0.3811 
2002-11-01,2.3960 ,0.0100 ,0.0765 
2002-11-04,2.4693 ,0.4000 ,3.0581 
2002-11-05,2.5004 ,0.1700 ,1.2611 
2002-11-06,2.4894 ,-0.0600 ,-0.4396 
2002-11-07,2.4583 ,-0.1700 ,-1.2509 
2002-11-08,2.3997 ,-0.3200 ,-2.3845 
2002-11-11,2.3850 ,-0.0800 ,-0.6107 
2002-11-12,2.3099 ,-0.4100 ,-3.1490 
2002-11-13,2.3209 ,0.0600 ,0.4758 
2002-11-14,2.2440 ,-0.4200 ,-3.3149 
2002-11-15,2.2476 ,0.0200 ,0.1633 
2002-11-18,2.2385 ,-0.0500 ,-0.4075 
2002-11-19,2.2769 ,0.2100 ,1.7185 
2002-11-20,2.2165 ,-0.3300 ,-2.6549 
2002-11-21,2.1506 ,-0.3600 ,-2.9752 
2002-11-22,2.1414 ,-0.0500 ,-0.4259 
2002-11-25,2.0974 ,-0.2400 ,-2.0530 
2002-11-26,2.1615 ,0.3500 ,3.0568 
2002-11-27,2.1414 ,-0.1100 ,-0.9322 
2002-11-28,2.2458 ,0.5700 ,4.8760 
2002-11-29,2.2806 ,0.1900 ,1.5498 
2002-12-02,2.2000 ,-0.4400 ,-3.5341 
2002-12-03,2.2165 ,0.0900 ,0.7494 
2002-12-04,2.2055 ,-0.0600 ,-0.4959 
2002-12-05,2.2018 ,-0.0200 ,-0.1661 
2002-12-06,2.1982 ,-0.0200 ,-0.1664 
2002-12-09,2.1799 ,-0.1000 ,-0.8333 
2002-12-10,2.1377 ,-0.2300 ,-1.9328 
2002-12-11,2.1286 ,-0.0500 ,-0.4284 
2002-12-12,2.1670 ,0.2100 ,1.8072 
2002-12-13,2.1872 ,0.1100 ,0.9298 
2002-12-16,2.2128 ,0.1400 ,1.1725 
2002-12-17,2.2202 ,0.0400 ,0.3311 
2002-12-18,2.1963 ,-0.1300 ,-1.0726 
2002-12-19,2.2165 ,0.1100 ,0.9174 
2002-12-20,2.2623 ,0.2500 ,2.0661 
2002-12-23,2.2440 ,-0.1000 ,-0.8097 
2002-12-24,2.2440 ,0.0000 ,0.0000 
2002-12-25,2.2165 ,-0.1500 ,-1.2245 
2002-12-26,2.1396 ,-0.4200 ,-3.4711 
2002-12-27,2.1396 ,0.0000 ,0.0000 
2002-12-30,2.0956 ,-0.2400 ,-2.0548 
2002-12-31,2.0663 ,-0.1600 ,-1.3986 
2003-01-02,2.0645 ,-0.0100 ,-0.0887 
2003-01-03,2.0571 ,-0.0400 ,-0.3549 
2003-01-06,2.0773 ,0.1100 ,0.9795 
2003-01-07,2.0864 ,0.0500 ,0.4409 
2003-01-08,2.1377 ,0.2800 ,2.4583 
2003-01-09,2.1963 ,0.3200 ,2.7421 
2003-01-10,2.1487 ,-0.2600 ,-2.1685 
2003-01-13,2.2092 ,0.3300 ,2.8133 
2003-01-14,2.2916 ,0.4500 ,3.7313 
2003-01-15,2.2916 ,0.0000 ,0.0000 
2003-01-16,2.3264 ,0.1900 ,1.5188 
2003-01-17,2.2843 ,-0.2300 ,-1.8110 
2003-01-20,2.3044 ,0.1100 ,0.8821 
2003-01-21,2.2568 ,-0.2600 ,-2.0668 
2003-01-22,2.2971 ,0.2200 ,1.7857 
2003-01-23,2.3447 ,0.2600 ,2.0734 
2003-01-24,2.3924 ,0.2600 ,2.0313 
2003-01-27,2.4052 ,0.0700 ,0.5360 
2003-01-28,2.3795 ,-0.1400 ,-1.0663 
2003-01-29,2.3630 ,-0.0900 ,-0.6928 
2003-02-10,2.2934 ,-0.3800 ,-2.9457 
2003-02-11,2.3356 ,0.2300 ,1.8371 
2003-02-12,2.3539 ,0.1000 ,0.7843 
2003-02-13,2.3484 ,-0.0300 ,-0.2335 
2003-02-14,2.3502 ,0.0100 ,0.0780 
2003-02-17,2.3154 ,-0.1900 ,-1.4809 
2003-02-18,2.3191 ,0.0200 ,0.1582 
2003-02-19,2.3301 ,0.0600 ,0.4739 
